Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    район Кузьминки																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333					
1	"Число избирателей, внесенных в список избирателей"	82020	2249	2769	1742	2091	2636	927	2112	1896	2098	1550	1839	2411	2101	2405	2131	2272	2948	2973	2504	2444	2412	2678	2357	1746	2037	1690	2087	2057	1697	2125	2768	2572	2645	2591	2567	2527	1366					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	59200	1600	1950	1250	1500	1900	1100	1500	1400	1500	1100	1300	1700	1500	1700	1500	1650	2100	2100	1800	1750	1750	1950	1700	1300	1650	1200	1500	1450	1200	1500	2000	1850	1900	1800	1850	1750	950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	42885	1095	1413	1119	1240	1719	886	1073	843	1225	770	936	1440	1139	1086	1216	1307	1207	1296	1180	1025	1279	1189	1355	1264	1033	981	1061	1045	738	902	1259	1106	1557	1528	1575	1001	797					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1311	44	36	22	31	28	41	31	17	37	44	32	40	82	57	42	60	60	40	19	36	26	53	29	21	46	19	43	54	28	23	29	14	33	27	19	27	21					
6	Число погашенных избирательных бюллетеней	15004	461	501	109	229	153	173	396	540	238	286	332	220	279	557	242	283	833	764	601	689	445	708	316	15	571	200	396	351	434	575	712	730	310	245	256	722	132					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1310	44	36	22	31	28	41	31	17	37	44	32	40	82	57	42	60	60	40	19	36	26	53	29	21	45	19	43	54	28	23	29	14	33	27	19	27	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	42613	1091	1400	1099	1240	1691	886	1073	843	1225	770	936	1400	1138	1081	1216	1306	1207	1238	1161	1025	1236	1189	1342	1264	1027	981	1061	1045	734	899	1249	1106	1556	1528	1575	998	797					
9	Число недействительных избирательных бюллетеней	549	3	3	7	19	2	21	22	16	11	18	19	26	11	21	14	18	11	11	27	25	13	0	22	9	25	23	18	6	0	16	30	23	13	29	7	0	10					
10	Число действительных избирательных бюллетеней	43374	1132	1433	1114	1252	1717	906	1082	844	1251	796	949	1414	1209	1117	1244	1348	1256	1267	1153	1036	1249	1242	1349	1276	1047	977	1086	1093	762	906	1248	1097	1576	1526	1587	1025	808					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2047	57	50	50	50	50	50	50	50	50	50	50	70	50	60	50	50	65	80	50	60	70	70	50	65	60	50	50	50	50	65	65	60	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1620	52	39	30	36	46	37	39	31	45	25	32	48	45	49	37	43	53	69	41	50	56	62	48	65	53	30	33	39	38	54	56	48	43	37	48	42	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	959	25	26	37	29	23	31	28	21	15	12	18	0	39	20	31	20	25	30	19	30	16	13	51	9	18	33	18	48	45	39	28	22	27	35	27	25	26					
