Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    район Кузьминки																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335					
1	"Число избирателей, внесенных в списки избирателей"	80990	2028	2724	2133	1838	2514	1392	2297	1643	2124	1494	1798	1287	2482	2470	2002	2177	2957	2957	2473	2394	2381	2687	3066	1576	2031	1582	2206	2093	1687	2086	2673	2618	2494	1964	2730	2547	1385					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	72000	2000	2300	1900	1600	2300	1200	1900	1500	1700	1300	1600	2100	2200	2100	1700	1900	2600	2600	2200	2100	2200	2400	2600	1400	1700	1400	1900	1800	1500	1800	2400	2300	2200	1700	2600	2200	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	41658	1193	1468	1102	995	1295	750	1329	837	1058	799	868	1239	1214	1198	1060	1178	1397	1416	1234	1159	1242	1280	1525	819	898	835	1100	1059	866	984	1321	1262	1274	1027	1497	1193	687					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1403	45	37	28	47	50	27	29	30	31	38	40	48	60	80	47	52	66	55	27	34	36	48	34	30	29	21	44	50	26	31	31	24	25	36	28	19	20					
6	Число погашенных избирательных бюллетеней	28939	762	795	770	558	955	423	542	633	611	463	692	813	926	822	593	670	1137	1129	939	907	922	1072	1041	551	773	544	756	691	608	785	1048	1014	901	637	1075	988	393					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1403	45	37	28	47	50	27	29	30	31	38	40	48	60	80	47	52	66	55	27	34	36	48	34	30	29	21	44	50	26	31	31	24	25	36	28	19	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41497	1177	1459	1092	995	1295	746	1329	837	1058	798	864	1237	1207	1198	1060	1126	1397	1416	1234	1158	1237	1280	1508	819	898	835	1100	1058	866	984	1319	1238	1272	1023	1497	1193	687					
9	Число недействительных избирательных бюллетеней	628	23	24	10	10	26	14	13	15	14	19	13	23	16	27	11	17	1	6	26	18	34	10	25	16	16	14	18	7	10	11	16	15	35	26	20	18	11					
10	Число действительных избирательных бюллетеней	42272	1199	1472	1110	1032	1319	759	1345	852	1075	817	891	1262	1251	1251	1096	1161	1462	1465	1235	1174	1239	1318	1517	833	911	842	1126	1101	882	1004	1334	1247	1262	1033	1505	1194	696					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2380	60	80	60	60	80	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	80	80	80	60	60	60	60	60	60	60	80	80	60	60	80	60	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1741	53	66	38	33	61	36	37	39	49	23	31	41	38	39	41	50	55	49	43	47	69	63	62	53	52	30	40	50	25	56	69	68	43	43	65	54	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1659	29	52	44	51	57	36	135	32	116	25	21	72	29	42	23	46	28	39	31	34	50	25	54	27	66	31	49	76	36	39	19	24	20	60	67	25	49					
14	Число погашенных неиспользованных открепительных удостоверений	639	7	14	22	27	19	24	23	21	11	37	29	19	22	21	19	10	5	11	17	13	11	17	18	7	8	30	20	10	35	4	11	12	17	17	15	6	30					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	104	3	2	3	2	4	4	4	4	3	6	0	0	5	0	1	2	11	8	4	6	2	3	3	1	2	1	0	3	2	0	6	3	1	0	0	3	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	1293	40	41	42	10	49	27	29	22	31	25	26	39	45	43	36	40	45	53	45	19	38	37	46	33	20	29	36	30	33	41	34	31	44	31	45	45	13					
		3.01%	3.27%	2.74%	3.75%	0.96%	3.64%	3.49%	2.14%	2.54%	2.85%	2.99%	2.88%	3.04%	3.55%	3.36%	3.25%	3.40%	3.08%	3.60%	3.57%	1.59%	2.99%	2.79%	2.98%	3.89%	2.16%	3.39%	3.15%	2.71%	3.70%	4.04%	2.52%	2.46%	3.39%	2.93%	2.95%	3.71%	1.84%					
19	2.Всероссийская политическая партия «Гражданская Сила»	943	32	41	21	1	27	14	29	22	30	10	17	37	25	24	25	22	23	45	31	26	20	30	25	24	13	37	18	24	17	22	40	30	25	23	54	25	14					
		2.20%	2.62%	2.74%	1.88%	0.10%	2.01%	1.81%	2.14%	2.54%	2.75%	1.20%	1.88%	2.88%	1.97%	1.88%	2.26%	1.87%	1.57%	3.06%	2.46%	2.18%	1.57%	2.26%	1.62%	2.83%	1.40%	4.32%	1.57%	2.17%	1.91%	2.17%	2.96%	2.38%	1.93%	2.17%	3.54%	2.06%	1.98%					
20	3.Политическая партия «Демократическая партия России»	80	2	3	3	0	1	2	4	1	3	5	4	3	1	2	1	3	1	2	2	3	3	1	2	1	0	2	2	2	1	1	5	4	2	1	2	5	0					
