Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Юргинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665					
1	"Число избирателей, внесенных в список избирателей"	16210	288	177	813	355	535	394	735	152	1359	77	355	60	79	900	1247	217	663	376	1057	450	377	1081	159	130	191	86	369	72	124	419	272	294	337	215	412	926	457					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16735	300	180	870	365	560	400	760	160	1355	80	365	70	85	930	1275	225	690	390	1100	470	380	1120	170	135	200	85	380	75	130	430	290	300	370	220	420	930	470					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11858	189	118	438	217	377	279	614	84	822	57	215	47	54	661	1031	151	573	314	650	320	263	937	119	105	173	64	225	60	104	354	221	216	280	184	310	672	360					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1085	17	13	97	11	42	17	55	14	117	3	18	5	3	22	94	6	30	25	71	34	26	33	40	25	5	1	21	6	16	13	13	23	9	22	58	38	42					
6	Число погашенных избирательных бюллетеней	3792	94	49	335	137	141	104	91	62	416	20	132	18	28	247	150	68	87	51	379	116	91	150	11	5	22	20	134	9	10	63	56	61	81	14	52	220	68					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1085	17	13	97	11	42	17	55	14	117	3	18	5	3	22	94	6	30	25	71	34	26	33	40	25	5	1	21	6	16	13	13	23	9	22	58	38	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11856	189	118	438	217	377	279	614	84	822	57	215	47	54	661	1031	151	573	314	648	320	263	937	119	105	173	64	225	60	104	354	221	216	280	184	310	672	360					
9	Число недействительных избирательных бюллетеней	230	4	1	6	4	10	4	5	3	23	0	10	0	0	3	43	6	2	6	11	13	5	6	0	3	2	3	5	8	5	0	3	2	7	5	6	10	6					
10	Число действительных избирательных бюллетеней	12711	202	130	529	224	409	292	664	95	916	60	223	52	57	680	1082	151	601	333	708	341	284	964	159	127	176	62	241	58	115	367	231	237	282	201	362	700	396					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	535	10	3	25	10	20	15	30	11	40	3	10	3	3	25	35	11	20	10	37	15	10	31	0	8	5	5	12	3	8	15	10	10	27	10	10	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	535	10	3	25	10	20	15	30	11	40	3	10	3	3	25	35	11	20	10	37	15	10	31	0	8	5	5	12	3	8	15	10	10	27	10	10	20	15					
