Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																											
Дата голосования: 02.12.2007																																											
																																											
Наименование Избирательной комиссии:    Юргинская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633					
1	"Число избирателей, внесенных в списки избирателей"	15612	344	69	68	63	1347	719	161	201	1223	833	343	639	997	453	1098	474	143	204	66	349	79	103	265	245	406	331	208	427	435	875	387	505	329	803	160	260					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15573	360	85	85	75	1202	700	180	216	1125	800	360	640	900	450	1000	550	140	210	80	370	85	120	300	300	400	370	240	400	460	890	400	500	330	800	170	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13438	293	68	65	56	1105	613	111	192	1016	734	316	594	850	383	963	416	100	195	64	304	69	92	242	226	389	297	184	355	388	737	346	413	266	626	137	233					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	989	17	1	3	7	97	59	37	6	101	20	22	29	47	33	25	18	19	4	0	23	7	10	17	19	11	14	17	35	22	64	14	54	14	93	17	13					
6	Число погашенных избирательных бюллетеней	1146	50	16	17	12	0	28	32	18	8	46	22	17	3	34	12	116	21	11	16	43	9	18	41	55	0	59	39	10	50	89	40	33	50	81	16	34					
7	Число избирательных бюллетеней в переносных ящиках для голосования	989	17	1	3	7	97	59	37	6	101	20	22	29	47	33	25	18	19	4	0	23	7	10	17	19	11	14	17	35	22	64	14	54	14	93	17	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13438	293	68	65	56	1105	613	111	192	1016	734	316	594	850	383	963	416	100	195	64	304	69	92	242	226	389	297	184	355	388	737	346	413	266	626	137	233					
9	Число недействительных избирательных бюллетеней	97	0	1	0	0	5	6	3	5	6	7	0	0	4	14	4	5	6	3	1	1	0	0	2	0	7	2	1	3	1	0	0	0	2	1	2	5					
10	Число действительных избирательных бюллетеней	14330	310	68	68	63	1197	666	145	193	1111	747	338	623	893	402	984	429	113	196	63	326	76	102	257	245	393	309	200	387	409	801	360	467	278	718	152	241					
