Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Сосновская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141					
1	"Число избирателей, внесенных в списки"	41589	616	227	571	713	915	2992	3054	901	462	1984	1150	214	182	2131	602	300	359	346	431	404	149	165	1554	263	1898	1948	472	489	1549	387	292	244	225	864	1314	923	311	1295	1330	662	324	2675	1220	591	512	212	364	139	664					
2	"Число бюллетеней, полученных участковыми комиссиями"	41276	630	221	560	709	925	2956	3008	925	515	1998	1148	225	180	2130	605	303	357	350	438	454	154	158	1630	249	1919	1935	461	509	1396	362	281	220	225	851	1310	924	314	1289	1338	658	296	2622	1163	558	466	203	343	137	668					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20400	349	112	317	364	409	1625	1468	377	231	1089	510	121	66	1026	313	135	103	136	213	229	107	105	834	121	1000	1053	182	222	815	213	207	147	153	404	749	315	117	511	531	389	171	1093	510	245	297	95	225	71	325					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1121	35	18	22	23	25	35	11	48	18	53	30	8	0	33	8	20	54	32	0	29	0	6	15	0	5	0	4	6	15	6	9	9	9	24	37	16	46	27	178	6	0	151	2	0	3	3	28	0	14					
6	Число погашенных бюллетеней	19730	246	91	220	322	491	1296	1529	500	266	856	608	96	114	1071	284	148	200	182	225	196	47	47	781	128	914	859	275	281	566	143	65	64	63	422	524	593	151	751	629	263	125	1378	651	313	166	105	90	66	329					
7	Число бюллетеней в переносных ящиках для голосования	1120	35	18	22	23	25	34	11	48	18	53	30	8	0	33	8	20	54	32	0	29	0	6	15	0	5	0	4	6	15	6	9	9	9	24	37	16	46	27	178	6	0	151	2	0	3	3	28	0	14					
8	Число бюллетеней в стационарных ящиках для голосования	20224	349	112	319	363	409	1561	1468	377	231	1089	510	121	66	1024	313	135	103	136	213	229	107	105	842	121	908	1030	182	222	815	213	207	146	153	403	749	315	117	511	531	389	171	1093	510	245	297	95	225	71	323					
9	Число недействительных бюллетеней	615	13	3	8	10	5	34	34	16	19	18	24	8	0	34	12	7	6	8	19	7	0	6	18	11	15	12	10	5	33	12	16	19	10	12	16	6	2	21	10	20	4	0	21	16	10	8	0	3	14					
10	Число действительных бюллетеней	20729	371	127	333	376	429	1561	1445	409	230	1124	516	121	66	1023	309	148	151	160	194	251	107	105	839	110	898	1018	176	223	797	207	200	136	152	415	770	325	161	517	699	375	167	1244	491	229	290	90	253	68	323					
