Выборы Президента Российской Федерации																																																																		
Дата голосования: 04.03.2012																																																																		
																																																																		
Наименование Избирательной комиссии:    Бакалинская																																																																		
																																																																		
Сводная таблица итогов голосования																																																																		
																																																																		
	Число участковых избирательных комиссий	55																																																																
	Число участковых избирательных комиссий, приступивших к передаче сведений	55																																																																
																																																																		
		Сумма	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126									
1	Число избирателей, включенных в список избирателей	22517	1050	1520	1065	1103	598	1116	1267	443	393	310	343	345	352	406	193	394	362	359	586	138	368	146	302	121	371	276	113	163	220	227	217	749	744	384	288	311	275	633	546	191	99	313	237	156	796	413	367	147	333	91	174	69	97	124	113									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	23524	1086	1580	1102	1130	691	1146	1387	465	410	315	350	345	362	415	193	408	402	370	661	140	385	143	313	120	393	285	120	167	214	223	222	774	861	392	313	321	275	650	558	191	105	328	259	161	784	423	395	155	342	91	175	69	102	137	120									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	19042	923	1453	994	982	478	941	978	384	354	271	317	316	316	351	176	368	311	264	525	127	306	120	259	102	329	249	95	133	158	176	153	650	609	339	247	268	231	517	477	151	69	281	196	112	499	266	307	127	240	69	152	60	90	87	89									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2188	45	22	28	66	65	40	70	34	27	24	23	29	34	52	17	15	51	54	35	9	40	22	40	16	36	25	18	29	34	32	48	72	129	45	41	39	40	49	58	40	25	24	36	25	96	128	53	20	84	15	18	7	7	33	24									
6	Число погашенных избирательных бюллетеней	2294	118	105	80	82	148	165	339	47	29	20	10	0	12	12	0	25	40	52	101	4	39	1	14	2	28	11	7	5	22	15	21	52	123	8	25	14	4	84	23	0	11	23	27	24	189	29	35	8	18	7	5	2	5	17	7									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2188	45	22	28	66	65	40	70	34	27	24	23	29	34	52	17	15	51	54	35	9	40	22	40	16	36	25	18	29	34	32	48	72	129	45	41	39	40	49	58	40	25	24	36	25	96	128	53	20	84	15	18	7	7	33	24									
8	Число бюллетеней в стационарных ящиках для голосования	19042	923	1453	994	982	478	941	978	384	354	271	317	316	316	351	176	368	311	264	525	127	306	120	259	102	329	249	95	133	158	176	153	650	609	339	247	268	231	517	477	151	69	281	196	112	499	266	307	127	240	69	152	60	90	87	89									
9	Число недействительных избирательных бюллетеней	84	4	3	12	5	11	0	5	4	11	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	5	0	0	4	1									
10	Число действительных избирательных бюллетеней	21146	964	1472	1010	1043	532	981	1043	414	370	295	340	344	350	403	193	382	362	318	555	136	346	142	299	118	365	274	113	162	192	207	200	719	738	384	288	307	271	566	535	191	93	299	232	137	595	394	360	147	324	84	165	67	97	116	112									
11	Число полученных открепительных  удостоверений	429	8	19	8	14	8	15	19	15	11	5	8	13	9	9	1	3	13	5	2	2	10	12	6	3	10	3	2	2	15	7	3	18	11	10	7	5	0	10	9	0	2	8	5	3	10	10	10	5	12	4	7	0	7	9	7									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	429	8	19	8	14	8	15	19	15	11	5	8	13	9	9	1	3	13	5	2	2	10	12	6	3	10	3	2	2	15	7	3	18	11	10	7	5	0	10	9	0	2	8	5	3	10	10	10	5	12	4	7	0	7	9	7									
13	Число избирателей, проголосовавших по открепительным удостоверениям	180	1	9	20	5	20	4	12	3	5	2	2	5	1	3	2	2	1	3	6	0	0	5	2	3	2	1	0	0	5	2	1	3	4	3	7	1	5	2	3	0	0	0	0	0	8	1	4	1	3	1	3	1	1	0	2									
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	71	2	9	3	8	0	5	3	3	0	1	0	13	0	1	0	0	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	2	3	5	0	1	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	Жириновский Владимир Вольфович	348	49	4	53	6	25	11	40	11	10	1	15	6	3	1	2	2	6	5	6	0	5	0	3	1	1	1	1	0	7	2	6	3	4	5	2	4	1	3	1	1	2	2	2	1	13	6	9	4	1	0	0	1	0	0	0									
		1.64%	5.06%	0.27%	5.19%	0.57%	4.60%	1.12%	3.82%	2.63%	2.62%	0.34%	4.41%	1.74%	0.86%	0.25%	1.04%	0.52%	1.66%	1.57%	1.07%	0.00%	1.45%	0.00%	1.00%	0.85%	0.27%	0.36%	0.88%	0.00%	3.65%	0.96%	2.99%	0.42%	0.54%	1.30%	0.69%	1.30%	0.37%	0.53%	0.19%	0.52%	2.13%	0.66%	0.86%	0.73%	2.18%	1.52%	2.50%	2.72%	0.31%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%									
