Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Вытегорская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457					
1	"Число избирателей, внесенных в списки"	24401	1854	1379	1809	2012	1956	305	250	956	164	254	462	284	109	112	154	136	250	69	238	434	1023	163	116	573	204	257	667	333	54	111	922	1284	901	428	490	197	73	128	756	1051	198	338	719	186	42					
2	"Число бюллетеней, полученных участковыми комиссиями"	23947	1848	1350	1790	2000	1780	311	250	970	163	268	482	288	106	121	150	135	252	72	236	431	997	160	122	575	192	250	660	350	52	105	912	1250	823	451	518	200	85	127	689	986	176	330	706	185	43					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12256	1000	568	818	873	866	169	104	473	95	133	236	111	68	50	95	72	113	46	98	214	540	77	60	325	127	171	401	153	22	74	453	629	440	278	278	106	43	83	358	565	154	206	405	85	21					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	917	18	33	32	36	39	4	2	78	15	10	13	22	5	20	13	15	30	3	25	16	40	0	8	12	40	7	24	29	16	6	21	33	32	2	9	10	18	19	75	41	6	6	13	14	7					
6	Число погашенных бюллетеней	10774	830	749	940	1091	875	138	144	419	53	125	233	155	33	51	42	48	109	23	113	201	417	83	54	238	25	72	235	168	14	25	438	588	351	171	231	84	24	25	256	380	16	118	288	86	15					
7	Число бюллетеней в переносных ящиках для голосования	915	18	32	32	36	38	4	2	78	15	10	13	22	5	20	13	15	30	3	25	16	40	0	8	12	40	7	24	29	16	6	21	33	32	2	9	10	18	19	75	41	6	6	13	14	7					
8	Число бюллетеней в стационарных ящиках для голосования	12255	1000	568	818	873	866	169	104	473	95	133	236	111	68	50	95	72	113	46	98	214	540	77	60	325	127	171	401	153	22	74	453	629	440	278	278	106	43	83	358	565	153	206	405	85	21					
9	Число недействительных бюллетеней	357	15	7	18	20	15	5	1	9	3	1	11	1	4	3	3	4	1	3	1	1	24	5	5	5	11	4	8	5	2	6	20	43	4	6	15	6	2	2	14	25	2	3	14	0	0					
10	Число действительных бюллетеней	12813	1003	593	832	889	889	168	105	542	107	142	238	132	69	67	105	83	142	46	122	229	556	72	63	332	156	174	417	177	36	74	454	619	468	274	272	110	59	100	419	581	157	209	404	99	28					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	219	10	10	10	15	10	5	5	3	3	3	2	0	0	3	3	6	3	3	5	3	5	5	3	4	5	5	5	5	2	2	10	10	10	3	5	3	3	3	5	5	5	5	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	51	3	3	6	7	8	0	1	3	0	0	0	0	0	0	0	4	1	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	2	2	0	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	32	1	2	2	2	3	0	0	4	1	0	0	0	1	0	0	1	0	0	0	1	3	0	1	1	1	0	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0					
14	Число погашенных открепительных удостоверений	168	7	7	4	8	2	5	4	0	3	3	2	0	0	3	3	2	2	3	4	3	2	5	3	4	5	5	5	5	2	2	7	10	8	3	5	3	3	3	3	3	5	5	1	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
