Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Ветлужская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №488	УИК №489	УИК №490	УИК №492	УИК №494	УИК №495	УИК №496	УИК №497					
1	"Число избирателей, внесенных в списки избирателей"	13564	1813	1025	2239	1081	1050	897	993	544	71	357	126	188	408	372	263	157	517	352	273	270	307	261					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13000	1700	950	2100	985	1000	830	940	520	74	360	129	206	420	378	266	154	520	362	269	250	326	261					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6884	929	496	1215	533	466	418	458	283	28	193	77	113	217	142	142	104	245	185	153	132	163	192					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1098	59	35	94	30	42	84	73	44	22	47	17	30	28	101	48	27	71	77	29	60	61	19					
6	Число погашенных избирательных бюллетеней	5018	712	419	791	422	492	328	409	193	24	120	35	63	175	135	76	23	204	100	87	58	102	50					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1098	59	35	94	30	42	84	73	44	22	47	17	30	28	101	48	27	71	77	29	60	61	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6883	929	495	1215	533	466	418	458	283	28	193	77	113	217	142	142	104	245	185	153	132	163	192					
9	Число недействительных избирательных бюллетеней	59	6	1	10	5	8	7	5	0	1	0	0	1	3	0	3	2	1	0	0	3	3	0					
10	Число действительных избирательных бюллетеней	7922	982	529	1299	558	500	495	526	327	49	240	94	142	242	243	187	129	315	262	182	189	221	211					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	396	52	20	45	25	50	20	20	15	5	10	5	10	14	14	10	10	15	14	10	10	12	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	140	18	4	9	12	31	1	9	4	4	7	1	4	5	8	1	2	2	0	1	5	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	79	15	5	8	5	4	2	4	6	2	2	1	1	4	2	1	3	4	2	1	4	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	256	34	16	36	13	19	19	11	11	1	3	4	6	9	6	9	8	13	14	9	5	0	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	239	26	18	29	15	14	16	16	8	1	10	1	3	9	5	3	3	19	21	6	8	2	6					
