Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Урицкая																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №706	УИК №707	УИК №708									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14767	554	261	535	558	246	358	289	221	875	394	533	442	464	438	330	304	506	2290	2782	2387									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14800	561	267	541	564	255	363	305	227	886	401	537	466	469	438	334	310	554	2310	2600	2412									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7043	154	87	323	301	149	214	209	122	528	166	212	207	236	193	161	104	265	960	1529	923									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1804	208	48	88	97	71	102	30	40	268	79	98	51	93	150	32	64	130	50	62	43									
6	Число погашенных избирательных бюллетеней	5953	199	132	130	166	35	47	66	65	90	156	227	208	140	95	141	142	159	1300	1009	1446									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1804	208	48	88	97	71	102	30	40	268	79	98	51	93	150	32	64	130	50	62	43									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7043	154	87	323	301	149	214	209	122	528	166	212	207	236	193	161	104	265	960	1529	923									
9	Число недействительных избирательных бюллетеней	165	3	2	2	6	1	4	3	1	4	2	3	3	2	0	7	0	4	22	62	34									
10	Число действительных избирательных бюллетеней	8682	359	133	409	392	219	312	236	161	792	243	307	255	327	343	186	168	391	988	1529	932									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	367	17	15	15	15	5	15	25	10	25	15	5	15	15	15	15	15	40	30	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	137	2	5	0	1	0	1	15	5	6	3	2	15	0	0	1	0	30	13	23	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	41	2	1	0	3	1	0	6	1	2	3	2	0	0	1	1	2	1	7	6	2									
14	Число погашенных неиспользованных открепительных удостоверений	230	15	10	15	14	5	14	10	5	19	12	3	0	15	15	14	15	10	17	7	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	2	0	1	2	0	0	1	0	1	0	0	0	1	0	0	0	8	4	7	6									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	69	3	0	1	2	3	1	4	0	0	2	0	1	7	6	0	0	1	6	26	6									
		0.78%	0.83%	0.00%	0.24%	0.50%	1.36%	0.32%	1.67%	0.00%	0.00%	0.82%	0.00%	0.39%	2.13%	1.75%	0.00%	0.00%	0.25%	0.59%	1.63%	0.62%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	263	15	7	2	3	5	9	8	3	24	11	13	10	13	3	3	2	8	34	51	39									
		2.97%	4.14%	5.19%	0.49%	0.75%	2.27%	2.85%	3.35%	1.85%	3.02%	4.49%	4.19%	3.88%	3.95%	0.87%	1.55%	1.19%	2.03%	3.37%	3.21%	4.04%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	124	2	2	2	2	5	7	1	1	3	4	3	4	3	1	2	4	3	17	45	13									
		1.40%	0.55%	1.48%	0.49%	0.50%	2.27%	2.22%	0.42%	0.62%	0.38%	1.63%	0.97%	1.55%	0.91%	0.29%	1.04%	2.38%	0.76%	1.68%	2.83%	1.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5327	191	82	335	304	129	233	167	120	596	132	177	149	148	239	94	101	260	467	946	457									
		60.21%	52.76%	60.74%	81.51%	76.38%	58.64%	73.73%	69.87%	74.07%	74.87%	53.88%	57.10%	57.75%	44.98%	69.68%	48.70%	60.12%	65.82%	46.24%	59.46%	47.31%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	45	0	0	1	0	2	1	0	2	0	1	0	1	1	2	0	0	3	5	11	15									
