Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Милославская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231					
1	"Число избирателей, внесенных в списки избирателей"	11339	321	213	92	385	128	278	129	94	214	145	112	387	279	276	258	326	391	300	120	319	196	250	137	852	243	147	1797	2025	925					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11400	326	220	95	381	133	289	131	93	209	151	110	407	283	279	268	328	388	301	128	327	187	252	142	840	244	144	1830	2017	897					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4958	94	120	34	122	52	114	68	57	96	64	54	196	123	107	137	105	187	149	40	163	61	123	82	355	127	73	795	827	433					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1663	122	17	15	125	23	39	20	10	32	44	17	75	72	54	49	110	89	62	37	64	91	60	23	43	34	25	85	105	121					
6	Число погашенных избирательных бюллетеней	4779	110	83	46	134	58	136	43	26	81	43	39	136	88	118	82	113	112	90	51	100	35	69	37	442	83	46	950	1085	343					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1663	122	17	15	125	23	39	20	10	32	44	17	75	72	54	49	110	89	62	37	64	91	60	23	43	34	25	85	105	121					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4958	94	120	34	122	52	114	68	57	96	64	54	196	123	107	137	105	187	149	40	163	61	123	82	355	127	73	795	827	433					
9	Число недействительных избирательных бюллетеней	55	2	0	1	1	0	0	1	0	2	0	0	4	3	1	4	1	2	1	0	3	1	0	0	3	2	4	5	5	9					
10	Число действительных избирательных бюллетеней	6566	214	137	48	246	75	153	87	67	126	108	71	267	192	160	182	214	274	210	77	224	151	183	105	395	159	94	875	927	545					
