Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Милославская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220					
1	"Число избирателей, внесенных в список избирателей"	11209	312	192	82	357	137	268	119	94	192	112	95	428	238	263	237	299	400	285	89	297	159	212	113	828	236	143	2144	2009	869					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11400	320	205	85	370	140	280	128	105	200	115	100	420	255	257	240	302	410	285	94	331	160	225	125	832	250	145	2105	2026	890					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4355	100	100	22	133	54	113	43	51	67	40	48	191	87	98	130	90	158	103	28	141	38	97	44	314	103	60	789	717	396					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1244	71	15	10	78	34	33	14	7	32	40	10	61	51	37	44	92	92	55	15	40	60	36	33	48	24	10	88	58	56					
6	Число погашенных избирательных бюллетеней	5801	149	90	53	159	52	134	71	47	101	35	42	168	117	122	66	120	160	127	51	150	62	92	48	470	123	75	1228	1251	438					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1244	71	15	10	78	34	33	14	7	32	40	10	61	51	37	44	92	92	55	15	40	60	36	33	48	24	10	88	58	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4355	100	100	22	133	54	113	43	51	67	40	48	191	87	98	130	90	158	103	28	141	38	97	44	314	103	60	789	717	396					
9	Число недействительных избирательных бюллетеней	87	1	5	1	2	1	0	1	0	4	1	1	4	1	0	3	1	2	0	2	7	0	0	2	8	5	1	11	14	9					
10	Число действительных избирательных бюллетеней	5512	170	110	31	209	87	146	56	58	95	79	57	248	137	135	171	181	248	158	41	174	98	133	75	354	122	69	866	761	443					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	271	9	9	2	10	5	13	5	5	4	3	5	10	10	5	10	7	10	7	3	25	5	5	5	5	5	2	40	30	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	151	0	2	1	1	2	13	1	2	2	0	0	9	5	0	4	3	1	0	0	25	1	1	2	1	0	2	31	25	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	72	1	1	1	3	1	3	2	1	1	1	0	5	3	2	1	3	0	4	2	3	3	1	2	5	1	2	9	7	4					
14	Число погашенных неиспользованных открепительных удостоверений	120	9	7	1	9	3	0	4	3	2	3	5	1	5	5	6	4	9	7	3	0	4	4	3	4	5	0	9	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	4	3	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	749	28	8	2	15	4	26	7	10	8	7	15	37	18	17	14	25	20	23	3	16	3	15	5	58	19	10	137	117	82					
		13.38%	16.37%	6.96%	6.25%	7.11%	4.55%	17.81%	12.28%	17.24%	8.08%	8.75%	25.86%	14.68%	13.04%	12.59%	8.05%	13.74%	8.00%	14.56%	6.98%	8.84%	3.06%	11.28%	6.49%	16.02%	14.96%	14.29%	15.62%	15.10%	18.14%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	865	30	8	2	24	19	29	10	2	18	13	10	34	25	9	24	34	38	35	5	23	11	24	6	66	22	11	153	128	52					
		15.45%	17.54%	6.96%	6.25%	11.37%	21.59%	19.86%	17.54%	3.45%	18.18%	16.25%	17.24%	13.49%	18.12%	6.67%	13.79%	18.68%	15.20%	22.15%	11.63%	12.71%	11.22%	18.05%	7.79%	18.23%	17.32%	15.71%	17.45%	16.52%	11.50%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	1	1	0	2	2	2	0	2	1	3	0	3	2	2	2	3	2	2	0	1	0	3	0	2	4	0	6	4	4					
		0.96%	0.58%	0.87%	0.00%	0.95%	2.27%	1.37%	0.00%	3.45%	1.01%	3.75%	0.00%	1.19%	1.45%	1.48%	1.15%	1.65%	0.80%	1.27%	0.00%	0.55%	0.00%	2.26%	0.00%	0.55%	3.15%	0.00%	0.68%	0.52%	0.88%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1185	33	30	6	33	9	20	10	12	15	9	8	36	24	33	35	38	75	45	9	34	34	26	9	94	25	15	172	180	116					
