Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Бугурусланская городская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289									
1	"Число избирателей, включенных в список избирателей"	37793	1882	2097	1820	1807	1651	1839	1908	1640	1636	1975	1879	1632	563	993	279	1823	1751	1634	1865	1659	2035	1803	1622									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37960	1900	2000	1850	1750	1700	1850	1950	1670	1680	2000	1900	1650	550	1000	280	1630	1750	1650	1920	1700	2090	1850	1640									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	21361	1065	1154	1054	1004	950	1193	1045	928	888	1033	957	789	348	587	153	1115	943	930	995	960	1271	1072	927									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	976	42	122	26	50	78	43	47	43	30	42	36	74	25	17	9	17	58	38	42	20	19	45	53									
6	Число погашенных избирательных бюллетеней	15623	793	724	770	696	672	614	858	699	762	925	907	787	177	396	118	498	749	682	883	720	800	733	660									
7	Число избирательных бюллетеней в переносных ящиках для голосования	976	42	122	26	50	78	43	47	43	30	42	36	74	25	17	9	17	58	38	42	20	19	45	53									
8	Число бюллетеней в стационарных ящиках для голосования	21360	1065	1154	1054	1004	950	1193	1045	928	888	1032	957	789	348	587	153	1115	943	930	995	960	1271	1072	927									
