Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Пожарская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868					
1	"Число избирателей, внесенных в список"	24031	162	1167	584	211	1013	153	82	112	293	523	309	191	1070	1491	2389	2020	1643	1904	1708	2188	2314	1004	79	236	139	370	676					
2	Число полученных избирательных бюллетеней	23869	163	1183	614	209	1020	149	83	106	287	513	301	188	1122	1470	2387	1983	1652	1849	1687	2183	2226	1012	82	235	142	370	653					
3	"Число избирательных бюллетеней, выданных  досрочно"	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14961	120	693	289	126	714	132	66	96	256	396	260	114	784	795	1485	1166	952	1042	1034	1326	1325	699	68	179	116	309	419					
5	"Число избирательных бюллетеней, выданных вне помещения"	800	17	47	58	32	61	14	13	6	11	25	13	16	62	11	23	43	26	47	21	42	98	96	2	2	0	13	1					
6	Число погашенных избирательных бюллетеней	7983	26	443	267	51	245	3	4	4	20	92	28	58	276	664	879	774	549	760	632	815	803	217	12	54	26	48	233					
7	Число избирательных бюллетеней в переносных ящиках	924	17	47	58	32	61	14	13	6	11	25	13	16	62	11	23	43	150	47	21	42	98	96	2	2	0	13	1					
8	Число бюллетеней в стационарных ящиках для голосования	14960	120	693	289	126	714	132	66	96	256	396	260	114	784	795	1485	1166	951	1042	1034	1326	1325	699	68	179	116	309	419					
9	Число недействительных избирательных бюллетеней	210	1	4	6	2	15	0	2	0	11	5	2	3	15	7	19	10	10	17	22	8	16	18	1	1	2	7	6					
10	Число действительных избирательных бюллетеней	15674	136	736	341	156	760	146	77	102	256	416	271	127	831	799	1489	1199	1091	1072	1033	1360	1407	777	69	180	114	315	414					
11	Число полученных открепительных  удостоверений	572	2	32	8	0	30	7	0	1	6	10	7	5	38	45	52	28	30	43	40	52	48	25	3	10	10	12	28					
12	Число выданных открепительных удостоверений	361	2	27	7	0	23	6	0	1	6	10	7	5	38	15	31	22	9	23	13	31	28	25	3	9	3	12	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	245	5	8	7	9	25	1	4	4	8	15	11	8	11	8	10	14	1	11	16	22	10	6	3	4	1	6	17					
14	Число неиспользованных открепительных удостоверений	211	0	5	1	0	7	1	0	0	0	0	0	0	0	30	21	6	21	20	27	21	20	0	0	1	7	0	23					
15	"Число открепительных удостоверений, выданных в ТИК"	28	0	0	1	0	0	0	2	0	1	2	1	0	1	3	4	3	2	2	0	2	2	0	0	0	0	1	1					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	833	1	25	17	6	30	2	9	0	8	9	9	4	43	41	114	81	74	53	57	79	88	45	2	7	0	8	21					
		5.24%	0.73%	3.38%	4.90%	3.80%	3.87%	1.37%	11.39%	0.00%	3.00%	2.14%	3.30%	3.08%	5.08%	5.09%	7.56%	6.70%	6.72%	4.87%	5.40%	5.77%	6.18%	5.66%	2.86%	3.87%	0.00%	2.48%	5.00%					
19	. Малышкин Олег Александрович	838	4	76	24	7	40	22	6	2	9	30	16	7	41	45	73	67	45	64	51	49	80	30	4	9	6	3	28					
		5.28%	2.92%	10.27%	6.92%	4.43%	5.16%	15.07%	7.59%	1.96%	3.37%	7.13%	5.86%	5.38%	4.85%	5.58%	4.84%	5.54%	4.09%	5.88%	4.83%	3.58%	5.62%	3.77%	5.71%	4.97%	5.17%	0.93%	6.67%					
