Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Милославская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10946	289	272	337	147	380	210	199	98	412	205	230	213	276	439	260	304	126	298	772	376	2144	2056	903									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11500	300	300	350	160	405	230	290	100	430	215	250	230	300	470	280	330	130	320	800	380	2200	2100	930									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3724	76	82	120	44	141	58	64	50	152	73	79	90	67	136	84	121	35	79	255	82	789	688	359									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1244	70	47	77	42	39	45	43	25	42	51	28	46	80	103	57	30	42	79	34	69	74	64	57									
6	Число погашенных избирательных бюллетеней	6532	154	171	153	74	225	127	183	25	236	91	143	94	153	231	139	179	53	162	511	229	1337	1348	514									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1244	70	47	77	42	39	45	43	25	42	51	28	46	80	103	57	30	42	79	34	69	74	64	57									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3724	76	82	120	44	141	58	64	50	152	73	79	90	67	136	84	121	35	79	255	82	789	688	359									
9	Число недействительных избирательных бюллетеней	79	5	2	1	0	2	2	2	0	8	2	2	2	2	2	2	5	1	3	2	2	10	14	8									
10	Число действительных избирательных бюллетеней	4889	141	127	196	86	178	101	105	75	186	122	105	134	145	237	139	146	76	155	287	149	853	738	408									
