Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Думиничская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133					
1	"Число избирателей, внесенных в список избирателей"	11026	2099	2553	721	419	654	166	119	247	112	177	149	1174	257	484	517	230	190	208	550					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11420	2150	2550	740	450	700	200	125	250	125	200	150	1350	250	470	500	230	200	230	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5372	930	1204	307	220	260	100	85	125	66	106	65	422	124	321	372	149	149	127	240					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1164	49	70	87	79	159	13	23	63	27	34	43	233	65	38	27	27	30	29	68					
6	Число погашенных избирательных бюллетеней	4884	1171	1276	346	151	281	87	17	62	32	60	42	695	61	111	101	54	21	74	242					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1164	49	70	87	79	159	13	23	63	27	34	43	233	65	38	27	27	30	29	68					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5372	930	1204	307	220	260	100	85	125	66	106	65	422	124	321	372	149	149	127	240					
9	Число недействительных избирательных бюллетеней	85	20	19	4	3	5	1	0	0	0	1	0	4	4	8	3	3	4	0	6					
10	Число действительных избирательных бюллетеней	6451	959	1255	390	296	414	112	108	188	93	139	108	651	185	351	396	173	175	156	302					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	765	55	65	34	32	83	40	11	17	16	17	11	214	16	24	34	23	15	29	29					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	725	49	45	20	32	83	40	11	17	16	17	11	214	16	24	34	23	15	29	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	165	22	35	10	3	9	4	8	6	3	1	7	4	2	18	8	9	4	8	4					
14	Число погашенных неиспользованных открепительных удостоверений	40	6	20	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	9	16	3	2	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	803	151	187	46	48	36	12	7	10	10	15	13	82	28	47	31	14	10	22	34					
		12.29%	15.42%	14.68%	11.68%	16.05%	8.59%	10.62%	6.48%	5.32%	10.75%	10.71%	12.04%	12.52%	14.81%	13.09%	7.77%	7.95%	5.59%	14.10%	11.04%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	935	178	212	55	35	70	14	4	34	17	16	15	79	14	45	59	21	11	17	39					
		14.31%	18.18%	16.64%	13.96%	11.71%	16.71%	12.39%	3.70%	18.09%	18.28%	11.43%	13.89%	12.06%	7.41%	12.53%	14.79%	11.93%	6.15%	10.90%	12.66%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	54	13	12	3	2	2	0	0	1	1	1	0	5	0	3	4	2	0	2	3					
		0.83%	1.33%	0.94%	0.76%	0.67%	0.48%	0.00%	0.00%	0.53%	1.08%	0.71%	0.00%	0.76%	0.00%	0.84%	1.00%	1.14%	0.00%	1.28%	0.97%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1322	170	293	71	51	80	18	50	32	10	24	20	161	21	117	65	25	32	21	61					
		20.23%	17.36%	22.99%	18.02%	17.06%	19.09%	15.93%	46.30%	17.02%	10.75%	17.14%	18.52%	24.58%	11.11%	32.59%	16.29%	14.20%	17.88%	13.46%	19.81%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	92	22	20	1	4	1	3	0	0	1	1	2	20	1	1	4	0	0	6	5					
		1.41%	2.25%	1.57%	0.25%	1.34%	0.24%	2.65%	0.00%	0.00%	1.08%	0.71%	1.85%	3.05%	0.53%	0.28%	1.00%	0.00%	0.00%	3.85%	1.62%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3220	420	526	212	156	225	65	46	110	54	82	57	301	120	137	230	109	122	88	160					
		49.27%	42.90%	41.29%	53.81%	52.17%	53.70%	57.52%	42.59%	58.51%	58.06%	58.57%	52.78%	45.95%	63.49%	38.16%	57.64%	61.93%	68.16%	56.41%	51.95%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	25	5	5	2	0	0	0	1	1	0	0	1	3	1	1	3	2	0	0	0					
		0.38%	0.51%	0.39%	0.51%	0.00%	0.00%	0.00%	0.93%	0.53%	0.00%	0.00%	0.93%	0.46%	0.53%	0.28%	0.75%	1.14%	0.00%	0.00%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
