Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Нюксенская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654					
1	"Число избирателей, внесенных в список избирателей"	8803	176	209	263	213	200	750	197	42	160	345	64	644	176	360	98	135	613	374	958	877	1038	276	296	339					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8700	180	200	260	200	220	760	200	40	170	350	60	620	170	370	120	130	600	360	960	850	1000	260	300	320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4991	110	90	148	123	110	345	94	22	72	138	41	296	115	193	65	78	345	236	583	537	688	148	194	220					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	883	11	53	27	39	52	100	58	8	44	102	5	65	8	26	8	15	57	17	24	14	49	49	5	47					
6	Число погашенных избирательных бюллетеней	2826	59	57	85	38	58	315	48	10	54	110	14	259	47	151	47	37	198	107	353	299	263	63	101	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	883	11	53	27	39	52	100	58	8	44	102	5	65	8	26	8	15	57	17	24	14	49	49	5	47					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4990	110	90	148	123	110	345	94	22	72	138	41	296	115	193	65	78	345	236	583	536	688	148	194	220					
9	Число недействительных избирательных бюллетеней	119	3	8	3	2	2	5	2	1	2	5	0	3	5	4	1	4	11	5	15	12	19	0	1	6					
10	Число действительных избирательных бюллетеней	5754	118	135	172	160	160	440	150	29	114	235	46	358	118	215	72	89	391	248	592	538	718	197	198	261					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	549	20	20	20	20	30	25	15	10	15	15	15	40	20	30	30	15	35	20	40	30	34	15	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	347	16	11	9	8	28	5	1	3	15	5	14	36	14	10	30	3	17	17	20	30	33	3	7	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	196	5	4	6	4	14	7	2	3	2	5	8	7	9	9	8	1	23	9	18	16	21	5	3	7					
14	Число погашенных неиспользованных открепительных удостоверений	202	4	9	11	12	2	20	14	7	0	10	1	4	6	20	0	12	18	3	20	0	1	12	8	8					
