Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Нюксенская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654					
1	"Число избирателей, внесенных в списки избирателей"	8599	170	379	225	221	183	217	275	752	217	49	196	362	73	636	128	150	303	284	614	937	629	339	891	369					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8975	190	405	250	250	180	225	300	765	225	55	205	380	80	675	140	165	295	290	695	900	660	345	925	375					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5420	129	238	149	116	129	129	200	370	113	31	84	89	47	344	97	105	191	234	392	632	446	231	671	253					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1656	34	60	62	91	25	50	40	160	83	11	75	240	17	152	23	26	73	11	104	81	58	35	58	87					
6	Число погашенных избирательных бюллетеней	1899	27	107	39	43	26	46	60	235	29	13	46	51	16	179	20	34	31	45	199	187	156	79	196	35					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1656	34	60	62	91	25	50	40	160	83	11	75	240	17	152	23	26	73	11	104	81	58	35	58	87					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5419	129	238	149	116	129	129	200	370	113	31	84	89	47	344	97	105	191	234	392	632	445	231	671	253					
9	Число недействительных избирательных бюллетеней	55	0	2	1	0	3	2	0	2	0	0	0	4	0	11	1	1	0	2	5	5	3	3	9	1					
10	Число действительных избирательных бюллетеней	7020	163	296	210	207	151	177	240	528	196	42	159	325	64	485	119	130	264	243	491	708	500	263	720	339					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	447	10	10	24	21	1	10	20	20	10	5	5	10	6	35	10	10	2	10	60	45	40	15	53	15					
