Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Ливенская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №791	УИК №792					
1	"Число избирателей, внесенных в список"	24571	244	349	717	251	640	1017	262	890	426	1889	326	614	108	550	348	201	330	312	577	673	372	153	459	225	1212	418	346	1507	432	391	250	1255	200	124	695	95	387	353	758	386	328	386	364	366	221	414	487	299	379	257	328					
2	Число полученных избирательных бюллетеней	24505	245	360	725	245	640	1000	250	890	425	1900	320	620	110	555	360	210	350	320	580	680	375	150	455	240	1200	420	340	1480	435	395	250	1220	200	120	700	95	380	340	760	390	325	390	360	365	220	415	480	295	365	240	320					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17331	132	200	363	175	419	799	220	708	340	1421	235	417	64	309	245	101	181	190	258	465	300	117	371	152	695	313	239	1174	291	342	203	970	138	53	445	71	235	275	580	305	238	298	230	314	174	298	293	235	329	201	210					
5	"Число избирательных бюллетеней, выданных вне помещения"	3480	99	116	198	46	106	111	12	8	6	19	79	124	42	172	67	84	102	82	196	39	25	20	36	34	182	30	75	86	64	24	12	53	45	62	72	23	118	42	87	42	64	57	75	27	32	86	163	41	27	0	68					
6	Число погашенных избирательных бюллетеней	3694	14	44	164	24	115	90	18	174	79	460	6	79	4	74	48	25	67	48	126	176	50	13	48	54	323	77	26	220	80	29	35	197	17	5	183	1	27	23	93	43	23	35	55	24	14	31	24	19	9	39	42					
7	Число избирательных бюллетеней в переносных ящиках	3480	99	116	198	46	106	111	12	8	6	19	79	124	42	172	67	84	102	82	196	39	25	20	36	34	182	30	75	86	64	24	12	53	45	62	72	23	118	42	87	42	64	57	75	27	32	86	163	41	27	0	68					
8	Число бюллетеней в стационарных ящиках для голосования	17331	132	200	363	175	419	799	220	708	340	1421	235	417	64	309	245	101	181	190	258	465	300	117	371	152	695	313	239	1174	291	342	203	970	138	53	445	71	235	275	580	305	238	298	230	314	174	298	293	235	329	201	210					
9	Число недействительных избирательных бюллетеней	557	1	0	2	1	39	29	2	19	5	0	3	9	1	60	8	6	2	0	20	0	1	4	2	7	4	0	0	53	1	2	0	69	2	0	9	2	14	1	23	1	0	48	4	36	0	1	45	1	3	0	17					
10	Число действительных избирательных бюллетеней	20254	230	316	559	220	486	881	230	697	341	1440	311	532	105	421	304	179	281	272	434	504	324	133	405	179	873	343	314	1207	354	364	215	954	181	115	508	92	339	316	644	346	302	307	301	305	206	383	411	275	353	201	261					
11	Число полученных открепительных  удостоверений	560	10	10	10	10	10	20	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	20	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	140	0	2	6	0	1	4	1	2	2	13	5	5	1	5	2	1	7	1	2	1	1	1	4	0	4	2	0	7	1	1	0	10	0	0	5	1	2	1	7	0	0	10	1	2	5	1	5	1	0	4	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	133	2	3	2	7	2	3	0	4	2	1	5	4	3	2	1	2	3	4	2	2	2	3	1	3	6	3	2	5	1	3	0	0	3	4	1	1	3	5	2	2	2	5	3	2	3	5	3	2	2	2	0					
14	Число неиспользованных открепительных удостоверений	420	10	8	4	10	9	16	9	8	8	7	5	5	9	5	8	9	3	9	8	9	9	9	6	10	16	8	10	13	9	9	10	10	10	10	5	9	8	9	3	10	10	0	9	8	5	9	5	9	10	6	7					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																										
