Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    Пышминская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №721	УИК №722	УИК №723					
1	"Число избирателей, внесенных в списки избирателей"	17759	1930	1229	1767	1936	1783	276	364	760	220	784	109	360	317	185	527	426	599	271	385	1077	328	789	703	457	177					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16800	1800	1100	1700	1900	1700	250	350	750	200	800	100	350	300	150	500	350	600	250	350	1000	250	750	700	450	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9840	976	679	1007	1072	879	192	257	422	110	396	70	219	173	105	344	245	328	133	230	587	176	514	361	248	117					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	835	64	47	83	105	49	9	11	56	35	18	5	28	24	7	31	13	24	17	10	38	51	44	30	30	6					
6	Число погашенных избирательных бюллетеней	6125	760	374	610	723	772	49	82	272	55	386	25	103	103	38	125	92	248	100	110	375	23	192	309	172	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	835	64	47	83	105	49	9	11	56	35	18	5	28	24	7	31	13	24	17	10	38	51	44	30	30	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9840	976	679	1007	1072	879	192	257	422	110	396	70	219	173	105	344	245	328	133	230	587	176	514	361	248	117					
9	Число недействительных избирательных бюллетеней	88	12	7	11	12	5	0	1	4	0	6	0	1	1	1	4	2	1	0	2	12	2	2	2	0	0					
10	Число действительных избирательных бюллетеней	10587	1028	719	1079	1165	923	201	267	474	145	408	75	246	196	111	371	256	351	150	238	613	225	556	389	278	123					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	298	31	30	39	21	28	4	10	14	8	19	2	5	3	3	8	6	5	2	7	10	4	14	14	7	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	296	30	30	39	21	28	4	9	14	8	19	2	5	3	3	8	6	5	2	7	10	4	14	14	7	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	167	28	14	22	16	16	2	6	6	3	3	3	2	1	2	7	6	3	2	2	5	2	5	6	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	80	19	16	12	14	7	0	0	0	0	4	0	0	0	0	0	0	1	1	3	2	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	522	42	22	40	50	20	11	6	13	6	28	6	6	21	3	23	10	47	29	9	32	9	47	28	8	6					
		4.89%	4.04%	3.03%	3.67%	4.25%	2.16%	5.47%	2.24%	2.72%	4.14%	6.76%	8.00%	2.43%	10.66%	2.68%	6.13%	3.88%	13.35%	19.33%	3.75%	5.12%	3.96%	8.42%	7.16%	2.88%	4.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	115	29	11	20	22	5	3	0	1	0	1	0	0	3	0	4	3	1	0	2	2	1	0	3	3	1					
		1.08%	2.79%	1.52%	1.83%	1.87%	0.54%	1.49%	0.00%	0.21%	0.00%	0.24%	0.00%	0.00%	1.52%	0.00%	1.07%	1.16%	0.28%	0.00%	0.83%	0.32%	0.44%	0.00%	0.77%	1.08%	0.81%					
20	3.Политическая партия «Демократическая партия России»	10	1	0	1	0	1	0	0	1	0	0	0	1	0	2	0	0	1	0	1	0	0	1	0	0	0					
		0.09%	0.10%	0.00%	0.09%	0.00%	0.11%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.40%	0.00%	1.79%	0.00%	0.00%	0.28%	0.00%	0.42%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1094	126	108	131	138	117	9	17	55	10	47	20	31	9	3	38	17	21	14	35	62	8	34	21	17	6					
		10.25%	12.12%	14.88%	12.02%	11.72%	12.61%	4.48%	6.34%	11.51%	6.90%	11.35%	26.67%	12.55%	4.57%	2.68%	10.13%	6.59%	5.97%	9.33%	14.58%	9.92%	3.52%	6.09%	5.37%	6.12%	4.88%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	61	9	12	7	4	12	0	0	0	0	3	0	0	0	0	3	0	3	0	0	2	1	3	2	0	0					
		0.57%	0.87%	1.65%	0.64%	0.34%	1.29%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.85%	0.00%	0.00%	0.32%	0.44%	0.54%	0.51%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	20	3	2	4	4	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0					
		0.19%	0.29%	0.28%	0.37%	0.34%	0.11%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.42%	0.16%	0.00%	0.00%	0.00%	0.36%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1111	143	72	102	143	119	31	16	28	15	29	5	19	18	6	32	40	38	13	15	73	15	45	49	32	13					
		10.41%	13.75%	9.92%	9.36%	12.15%	12.82%	15.42%	5.97%	5.86%	10.34%	7.00%	6.67%	7.69%	9.14%	5.36%	8.53%	15.50%	10.80%	8.67%	6.25%	11.68%	6.61%	8.06%	12.53%	11.51%	10.57%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	542	68	43	73	68	47	10	7	16	8	18	6	3	4	6	16	8	26	4	14	44	2	20	13	10	8					
		5.08%	6.54%	5.92%	6.70%	5.78%	5.06%	4.98%	2.61%	3.35%	5.52%	4.35%	8.00%	1.21%	2.03%	5.36%	4.27%	3.10%	7.39%	2.67%	5.83%	7.04%	0.88%	3.58%	3.32%	3.60%	6.50%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	59	8	6	7	4	7	2	0	3	0	6	0	0	2	1	3	0	1	1	0	2	0	3	2	0	1					
