Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Пышминская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №721	УИК №722	УИК №723					
1	"Число избирателей, внесенных в список избирателей"	17684	1877	1253	1709	1897	1787	263	357	772	207	812	101	375	321	207	554	462	577	261	390	1038	326	819	716	441	162					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17450	1850	1250	1750	1900	1750	250	350	750	200	800	100	350	300	200	550	400	600	250	350	1050	300	850	700	450	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8242	900	584	883	925	735	155	219	357	92	344	53	193	136	83	215	249	256	94	213	453	148	389	318	173	75					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	838	75	55	66	121	52	9	10	63	14	27	2	27	26	3	40	21	25	11	8	55	43	33	28	22	2					
6	Число погашенных избирательных бюллетеней	8370	875	611	801	854	963	86	121	330	94	429	45	130	138	114	295	130	319	145	129	542	109	428	354	255	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	838	75	55	66	121	52	9	10	63	14	27	2	27	26	3	40	21	25	11	8	55	43	33	28	22	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8242	900	584	883	925	735	155	219	357	92	344	53	193	136	83	215	249	256	94	213	453	148	389	318	173	75					
9	Число недействительных избирательных бюллетеней	189	11	4	21	17	13	7	9	14	0	10	2	4	4	1	4	5	6	2	8	9	7	12	6	6	7					
10	Число действительных избирательных бюллетеней	8891	964	635	928	1029	774	157	220	406	106	361	53	216	158	85	251	265	275	103	213	499	184	410	340	189	70					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	550	40	40	40	40	40	20	10	15	20	40	5	20	10	15	20	10	30	10	10	25	10	15	40	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	176	17	14	16	13	11	13	2	7	6	8	0	5	1	0	7	3	14	5	3	2	0	2	20	6	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	89	7	3	8	10	8	1	1	3	1	6	0	3	4	1	2	0	3	3	1	3	2	6	8	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	374	23	26	24	27	29	7	8	8	14	32	5	15	9	15	13	7	16	5	7	23	10	13	20	14	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
