Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Володарская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107					
1	"Число избирателей, внесенных в список избирателей"	35268	1952	1629	1428	1569	1177	390	959	194	274	924	437	2023	969	166	715	1039	478	106	92	902	546	849	730	126	1305	1273	813	366	740	497	2002	222	320	104	313	302	530	596	499	1684	1883	1333	206	286	320					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35984	1934	1683	1476	1606	1203	400	975	191	272	946	451	1865	994	171	734	1074	488	113	95	926	570	865	749	129	1341	1315	826	369	766	508	2052	230	328	106	323	314	546	630	523	1720	1927	1402	213	302	333					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16248	990	703	543	611	473	160	442	147	100	331	231	685	458	104	408	599	239	62	63	450	362	344	390	59	484	360	436	168	346	273	1011	98	184	72	135	120	307	523	323	784	666	558	130	140	176					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2749	48	43	27	12	57	89	62	5	45	244	29	389	29	12	45	83	28	2	7	44	9	63	28	10	137	326	60	16	52	23	53	53	31	10	53	35	24	10	42	109	120	106	16	28	35					
6	Число погашенных избирательных бюллетеней	16987	896	937	906	983	673	151	471	39	127	371	191	791	507	55	281	392	221	49	25	432	199	458	331	60	720	629	330	185	368	212	988	79	113	24	135	159	215	97	158	827	1141	738	67	134	122					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2749	48	43	27	12	57	89	62	5	45	244	29	389	29	12	45	83	28	2	7	44	9	63	28	10	137	326	60	16	52	23	53	53	31	10	53	35	24	10	42	109	120	106	16	28	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16143	942	703	543	611	473	160	442	147	100	331	231	685	454	104	408	599	239	62	63	450	362	344	390	59	484	360	436	168	346	273	958	98	184	72	135	120	307	523	323	784	666	558	130	140	176					
9	Число недействительных избирательных бюллетеней	415	33	14	10	13	9	2	12	4	2	7	5	10	10	1	13	16	7	3	6	9	13	16	16	1	17	14	18	9	12	5	25	4	7	0	4	8	8	3	4	9	16	14	0	5	1					
10	Число действительных избирательных бюллетеней	18477	957	732	560	610	521	247	492	148	143	568	255	1064	473	115	440	666	260	61	64	485	358	391	402	68	604	672	478	175	386	291	986	147	208	82	184	147	323	530	361	884	770	650	146	163	210					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	499	25	33	18	22	20	7	10	5	5	10	5	15	10	3	5	10	6	3	3	12	15	10	10	3	22	10	10	3	14	5	29	5	5	3	4	10	13	20	10	15	21	15	5	8	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	461	25	32	18	19	19	4	10	2	0	10	3	15	10	2	5	10	6	3	3	12	11	8	10	2	22	10	10	2	14	5	29	5	5	0	4	6	13	20	10	14	20	15	5	7	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	113	10	6	2	4	7	1	1	1	0	7	2	2	0	1	1	2	3	2	1	4	1	3	5	1	4	4	2	2	1	2	2	0	1	0	2	0	5	0	1	4	3	3	4	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	38	0	1	0	3	1	3	0	3	5	0	2	0	0	1	0	0	0	0	0	0	4	2	0	1	0	0	0	1	0	0	0	0	0	3	0	4	0	0	0	1	1	0	0	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
