Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Володарская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102					
1	"Число избирателей, внесенных в списки избирателей"	34527	1796	1676	1795	1461	644	424	1927	216	328	100	306	294	924	182	285	910	452	546	1006	191	698	978	451	106	93	826	541	587	832	477	1761	1806	1336	194	284	303	709	128	1327	1284	805	350	1027	993	710	458					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35217	1823	1711	1853	1499	669	429	1967	219	336	106	305	300	924	188	285	920	464	549	987	192	714	1010	464	108	95	861	561	599	842	494	1801	1853	1374	200	284	305	724	129	1349	1295	824	362	1034	1026	718	465					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20421	1048	922	895	728	361	341	1079	137	212	66	162	151	520	145	190	428	265	394	555	144	459	659	337	93	77	589	409	450	496	347	1271	996	726	157	219	237	465	76	619	558	526	199	581	483	359	290					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2932	46	57	61	15	37	30	104	59	35	14	43	45	84	6	27	196	54	26	84	17	53	70	20	3	10	72	20	9	57	43	99	157	101	17	37	44	37	9	258	360	61	21	122	85	99	28					
6	Число погашенных избирательных бюллетеней	11864	729	732	897	756	271	58	784	23	89	26	100	104	320	37	68	296	145	129	348	31	202	281	107	12	8	200	132	140	289	104	431	700	547	26	28	24	222	44	472	377	237	142	331	458	260	147					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2932	46	57	61	15	37	30	104	59	35	14	43	45	84	6	27	196	54	26	84	17	53	70	20	3	10	72	20	9	57	43	99	157	101	17	37	44	37	9	258	360	61	21	122	85	99	28					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20421	1048	922	895	728	361	341	1079	137	212	66	162	151	520	145	190	428	265	394	555	144	459	659	337	93	77	589	409	450	496	347	1271	996	726	157	219	237	465	76	619	558	526	199	581	483	359	290					
9	Число недействительных избирательных бюллетеней	391	22	17	20	9	15	1	17	0	0	0	4	6	0	0	6	10	8	17	6	3	8	27	8	0	2	11	7	2	8	8	14	15	10	1	2	1	14	5	8	11	20	10	4	6	17	11					
10	Число действительных избирательных бюллетеней	22962	1072	962	936	734	383	370	1166	196	247	80	201	190	604	151	211	614	311	403	633	158	504	702	349	96	85	650	422	457	545	382	1356	1138	817	173	254	280	488	80	869	907	567	210	699	562	441	307					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	197	5	6	5	8	3	9	7	2	2	2	2	2	5	2	2	5	2	4	5	2	2	5	5	2	2	14	5	4	5	4	7	7	7	2	2	2	5	2	5	5	5	2	5	5	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	197	5	6	5	8	3	9	7	2	2	2	2	2	5	2	2	5	2	4	5	2	2	5	5	2	2	14	5	4	5	4	7	7	7	2	2	2	5	2	5	5	5	2	5	5	5	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	143	19	14	4	6	4	4	12	1	3	0	2	0	5	0	3	4	2	5	2	1	1	2	0	1	0	6	1	2	3	1	2	3	10	1	1	0	2	2	5	1	0	0	4	3	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	203	24	12	13	12	9	0	14	0	3	0	0	0	3	2	0	4	1	1	8	0	2	2	2	1	0	7	1	3	3	2	14	13	12	1	0	0	1	0	4	8	3	2	6	8	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	144	7	3	9	3	2	3	9	3	1	0	4	0	3	1	2	4	1	0	10	0	0	3	3	0	0	2	2	2	3	2	11	3	7	0	1	0	4	0	6	11	5	1	7	2	3	1					
		0.62%	0.64%	0.31%	0.94%	0.40%	0.50%	0.81%	0.76%	1.53%	0.40%	0.00%	1.95%	0.00%	0.50%	0.66%	0.92%	0.64%	0.31%	0.00%	1.56%	0.00%	0.00%	0.41%	0.84%	0.00%	0.00%	0.30%	0.47%	0.44%	0.54%	0.51%	0.80%	0.26%	0.85%	0.00%	0.39%	0.00%	0.80%	0.00%	0.68%	1.20%	0.85%	0.45%	0.99%	0.35%	0.66%	0.31%					
19	2.Всероссийская политическая партия «Гражданская Сила»	47	2	3	0	1	1	0	6	0	0	0	0	1	2	1	0	1	0	1	0	0	1	4	1	0	0	0	1	1	1	0	3	1	3	0	0	1	1	1	3	4	0	0	2	0	0	0					
		0.20%	0.18%	0.31%	0.00%	0.13%	0.25%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.51%	0.33%	0.66%	0.00%	0.16%	0.00%	0.24%	0.00%	0.00%	0.20%	0.55%	0.28%	0.00%	0.00%	0.00%	0.23%	0.22%	0.18%	0.00%	0.22%	0.09%	0.36%	0.00%	0.00%	0.36%	0.20%	1.18%	0.34%	0.44%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	18	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	1	1	2	0	0	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0					
		0.08%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.17%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.31%	0.24%	0.31%	0.00%	0.00%	0.27%	0.28%	0.00%	0.00%	0.30%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.17%	0.00%	0.00%	0.18%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1958	104	98	84	58	62	36	134	14	26	5	12	40	62	15	14	47	17	56	41	8	19	53	32	3	3	60	38	42	28	11	84	88	50	38	15	8	52	5	63	90	22	10	62	70	42	37					
		8.38%	9.51%	10.01%	8.79%	7.81%	15.58%	9.70%	11.33%	7.14%	10.53%	6.25%	5.85%	20.41%	10.26%	9.93%	6.45%	7.53%	5.33%	13.33%	6.42%	4.97%	3.71%	7.27%	8.96%	3.13%	3.45%	9.08%	8.86%	9.15%	5.06%	2.82%	6.13%	7.63%	6.05%	21.84%	5.86%	2.85%	10.36%	5.88%	7.18%	9.80%	3.75%	4.55%	8.82%	12.32%	9.17%	11.64%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	39	4	3	1	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	4	0	0	0	5	1	1	6	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	5	0					
		0.17%	0.37%	0.31%	0.10%	0.13%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.20%	0.55%	0.00%	0.00%	0.00%	0.76%	0.23%	0.22%	1.08%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	16	2	0	1	0	0	0	1	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	2	0					
