Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
"Наименование Избирательной комиссии:    Сыктывкар, Эжвинская"																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103					
1	"Число избирателей, внесенных в список избирателей"	40143	2058	2493	2152	1734	2419	2237	2349	2532	2030	2026	2205	2351	2022	1215	1076	1820	1317	1436	2279	2125	267					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	36350	1900	2300	1900	1500	2300	2100	2200	2300	1800	1800	1665	2200	2000	999	866	1800	1012	1108	2100	2100	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31365	1667	2191	1753	1382	1889	1805	1875	2032	1655	1625	1607	1786	1477	988	848	1350	992	1068	1654	1579	142					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	839	40	28	36	19	22	30	32	37	44	48	58	33	38	11	18	36	20	40	120	36	93					
6	Число погашенных избирательных бюллетеней	4146	193	81	111	99	389	265	293	231	101	127	0	381	485	0	0	414	0	0	326	485	165					
7	Число избирательных бюллетеней в переносных ящиках для голосования	837	40	28	36	19	22	30	32	37	44	48	57	33	38	10	18	36	20	40	120	36	93					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31316	1667	2191	1752	1382	1889	1805	1843	2032	1655	1625	1595	1786	1477	987	848	1350	990	1067	1654	1579	142					
9	Число недействительных избирательных бюллетеней	423	10	13	29	28	10	10	15	26	32	17	45	21	22	15	13	27	19	22	24	21	4					
10	Число действительных избирательных бюллетеней	31730	1697	2206	1759	1373	1901	1825	1860	2043	1667	1656	1607	1798	1493	982	853	1359	991	1085	1750	1594	231					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	344	20	25	9	18	18	22	15	20	15	17	22	15	15	15	15	16	15	20	15	17	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	305	19	21	9	16	18	22	14	16	14	15	19	15	13	15	9	16	7	16	14	17	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	701	26	31	31	27	25	30	30	37	25	16	62	28	32	47	51	59	27	40	21	40	16					
14	Число погашенных неиспользованных открепительных удостоверений	39	1	4	0	2	0	0	1	4	1	2	3	0	2	0	6	0	8	4	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	153	18	6	8	8	12	12	11	14	13	7	7	5	4	3	4	6	5	1	5	4	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3188	111	123	205	154	179	163	201	176	143	114	199	232	158	122	100	196	132	138	194	110	38					
		9.92%	6.50%	5.54%	11.47%	10.99%	9.37%	8.88%	10.72%	8.51%	8.42%	6.81%	12.05%	12.75%	10.43%	12.24%	11.55%	14.14%	13.07%	12.47%	10.94%	6.81%	16.17%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4567	248	241	250	215	211	252	221	191	210	183	314	241	274	193	167	278	175	230	302	135	36					
		14.20%	14.53%	10.86%	13.98%	15.35%	11.04%	13.73%	11.79%	9.23%	12.36%	10.94%	19.01%	13.25%	18.09%	19.36%	19.28%	20.06%	17.33%	20.78%	17.02%	8.36%	15.32%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	378	13	5	14	28	12	13	23	13	23	15	30	27	24	20	12	22	16	16	38	11	3					
		1.18%	0.76%	0.23%	0.78%	1.99%	0.63%	0.71%	1.23%	0.63%	1.35%	0.90%	1.82%	1.48%	1.58%	2.01%	1.39%	1.59%	1.58%	1.45%	2.14%	0.68%	1.28%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4232	275	282	187	240	195	182	268	192	208	156	260	286	222	167	128	202	152	154	205	237	34					
		13.16%	16.11%	12.71%	10.46%	17.13%	10.20%	9.92%	14.29%	9.28%	12.24%	9.32%	15.74%	15.72%	14.65%	16.75%	14.78%	14.57%	15.05%	13.91%	11.56%	14.67%	14.47%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	667	48	22	17	39	13	23	25	55	30	8	68	68	17	33	27	38	33	45	41	12	5					
		2.07%	2.81%	0.99%	0.95%	2.78%	0.68%	1.25%	1.33%	2.66%	1.77%	0.48%	4.12%	3.74%	1.12%	3.31%	3.12%	2.74%	3.27%	4.07%	2.31%	0.74%	2.13%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18465	996	1529	1076	684	1285	1180	1117	1403	1042	1177	714	918	791	426	406	608	474	486	959	1080	114					
		57.43%	58.35%	68.90%	60.18%	48.82%	67.24%	64.31%	59.57%	67.81%	61.33%	70.35%	43.22%	50.47%	52.21%	42.73%	46.88%	43.87%	46.93%	43.90%	54.06%	66.87%	48.51%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	233	6	4	10	13	6	12	5	13	11	3	22	26	7	21	13	15	9	16	11	9	1					
		0.72%	0.35%	0.18%	0.56%	0.93%	0.31%	0.65%	0.27%	0.63%	0.65%	0.18%	1.33%	1.43%	0.46%	2.11%	1.50%	1.08%	0.89%	1.45%	0.62%	0.56%	0.43%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
