Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Богдановичская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277					
1	"Число избирателей, внесенных в список"	39163	1895	2038	1946	2319	454	2273	119	2247	2110	2510	2110	1168	360	1156	136	973	891	1481	1072	446	1348	2048	848	363	603	138	747	514	640	2099	2111					
2	Число полученных избирательных бюллетеней	39050	1930	2050	1950	2210	410	2170	200	2300	2130	2350	2140	1100	310	1200	140	920	910	1510	1030	450	1300	2200	860	370	650	130	740	510	660	2110	2110					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	20856	1134	1245	1229	1313	228	1223	114	1107	1129	1230	1129	518	178	618	67	443	503	773	510	261	604	999	487	171	311	85	390	250	308	1108	1191					
5	"Число избирательных бюллетеней, выданных вне помещения"	1169	10	38	26	31	21	69	5	41	11	46	27	96	18	20	2	51	17	20	57	17	69	75	45	51	43	10	48	37	40	47	81					
6	Число погашенных избирательных бюллетеней	17024	786	767	695	866	161	878	81	1152	990	1074	984	486	114	562	71	426	390	717	463	172	627	1125	328	148	296	35	302	223	312	955	838					
7	Число избирательных бюллетеней в переносных ящиках	1169	10	38	26	31	21	69	5	41	11	46	27	96	18	20	2	51	17	20	57	17	69	75	45	51	43	10	48	37	40	47	81					
8	Число бюллетеней в стационарных ящиках для голосования	20850	1132	1245	1226	1313	228	1223	114	1107	1129	1230	1129	518	178	618	67	443	503	773	509	261	604	999	487	171	311	85	390	250	308	1108	1191					
9	Число недействительных избирательных бюллетеней	231	8	16	11	15	1	13	0	7	8	11	11	4	4	9	0	6	3	10	1	3	10	9	5	11	10	4	10	5	3	10	13					
10	Число действительных избирательных бюллетеней	21788	1134	1267	1241	1329	248	1279	119	1141	1132	1265	1145	610	192	629	69	488	517	783	565	275	663	1065	527	211	344	91	428	282	345	1145	1259					
11	Число полученных открепительных  удостоверений	695	25	25	25	25	20	25	0	30	25	30	30	25	20	25	10	25	25	20	20	20	25	25	20	20	20	10	20	20	20	35	30					
12	Число выданных открепительных удостоверений	164	7	12	12	9	0	7	0	5	4	9	6	4	0	2	0	2	15	7	0	0	4	5	4	1	4	1	3	3	5	18	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	129	3	9	2	13	2	2	2	6	5	5	2	6	2	1	4	6	14	3	5	3	2	7	0	3	0	0	2	1	2	8	9					
14	Число неиспользованных открепительных удостоверений	531	18	13	13	16	20	18	0	25	21	21	24	21	20	23	10	23	10	13	20	20	21	20	16	19	16	9	17	17	15	17	15					
15	"Число открепительных удостоверений, выданных в ТИК"	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	518	26	30	29	36	7	25	2	42	29	35	37	7	4	11	2	10	2	25	11	0	13	25	12	0	6	0	11	4	12	29	36					
		2.35%	2.28%	2.34%	2.32%	2.68%	2.81%	1.93%	1.68%	3.66%	2.54%	2.74%	3.20%	1.14%	2.04%	1.72%	2.90%	2.02%	0.38%	3.15%	1.94%	0.00%	1.93%	2.33%	2.26%	0.00%	1.69%	0.00%	2.51%	1.39%	3.45%	2.51%	2.83%					
19	. Малышкин Олег Александрович	497	18	30	25	13	2	41	1	30	21	33	22	17	2	19	4	12	6	22	22	7	11	22	13	8	10	2	8	5	14	24	33					
		2.26%	1.58%	2.34%	2.00%	0.97%	0.80%	3.17%	0.84%	2.61%	1.84%	2.59%	1.90%	2.77%	1.02%	2.98%	5.80%	2.43%	1.15%	2.77%	3.89%	2.52%	1.63%	2.05%	2.44%	3.60%	2.82%	2.11%	1.83%	1.74%	4.02%	2.08%	2.59%					
20	. Миронов Сергей Михайлович	102	7	7	4	3	0	2	0	6	5	9	1	5	0	8	1	1	0	1	4	2	6	1	3	4	0	3	0	7	3	5	4					
		0.46%	0.61%	0.55%	0.32%	0.22%	0.00%	0.15%	0.00%	0.52%	0.44%	0.71%	0.09%	0.81%	0.00%	1.25%	1.45%	0.20%	0.00%	0.13%	0.71%	0.72%	0.89%	0.09%	0.56%	1.80%	0.00%	3.16%	0.00%	2.44%	0.86%	0.43%	0.31%					
21	. Путин Владимир Владимирович	17800	916	1051	1026	1120	216	1036	106	921	913	1042	946	518	161	497	52	376	448	662	439	220	560	862	435	185	260	80	350	193	262	926	1021					
		80.84%	80.21%	81.92%	81.95%	83.33%	86.75%	80.19%	89.08%	80.23%	80.09%	81.66%	81.83%	84.36%	82.14%	77.90%	75.36%	76.11%	86.15%	83.48%	77.56%	79.14%	83.21%	80.26%	81.77%	83.33%	73.45%	84.21%	79.91%	67.25%	75.29%	80.17%	80.27%					
22	. Хакамада Ирина Муцуовна	501	24	32	32	39	4	25	4	29	43	31	27	13	6	17	3	11	5	16	8	8	10	17	2	1	3	0	1	6	10	40	34					
		2.28%	2.10%	2.49%	2.56%	2.90%	1.61%	1.93%	3.36%	2.53%	3.77%	2.43%	2.34%	2.12%	3.06%	2.66%	4.35%	2.23%	0.96%	2.02%	1.41%	2.88%	1.49%	1.58%	0.38%	0.45%	0.85%	0.00%	0.23%	2.09%	2.87%	3.46%	2.67%					
23	. Харитонов Николай Михайлович	2047	126	105	112	98	16	131	4	93	102	83	94	48	14	70	7	73	50	38	72	36	54	129	46	10	62	5	52	60	38	103	116					
