Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    г. Стрежевой																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330					
1	"Число избирателей, внесенных в список"	30214	1454	1488	2417	2715	2477	1684	2708	2579	2662	2620	2563	2949	1898					
2	Число полученных избирательных бюллетеней	28600	1400	1300	2400	2600	2300	1600	2500	2500	2600	2400	2400	2700	1900					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18738	967	1036	1482	1738	1346	1072	1681	1717	1828	1606	1393	1642	1230					
5	"Число избирательных бюллетеней, выданных вне помещения"	315	25	9	29	26	21	11	21	18	27	15	62	28	23					
6	Число погашенных избирательных бюллетеней	9547	408	255	889	836	933	517	798	765	745	779	945	1030	647					
7	Число избирательных бюллетеней в переносных ящиках	315	25	9	29	26	21	11	21	18	27	15	62	28	23					
8	Число бюллетеней в стационарных ящиках для голосования	18737	967	1036	1482	1738	1346	1072	1680	1717	1828	1606	1393	1642	1230					
9	Число недействительных избирательных бюллетеней	104	5	2	2	9	10	5	16	8	13	8	12	10	4					
10	Число действительных избирательных бюллетеней	18948	987	1043	1509	1755	1357	1078	1685	1727	1842	1613	1443	1660	1249					
11	Число полученных открепительных  удостоверений	671	50	50	50	50	50	50	71	50	50	50	50	50	50					
12	Число выданных открепительных удостоверений	437	19	27	41	27	33	35	54	34	27	41	21	39	39					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	109	6	19	5	6	12	3	7	7	9	4	9	11	11					
14	Число неиспользованных открепительных удостоверений	234	31	23	9	23	17	15	17	16	23	9	29	11	11					
15	"Число открепительных удостоверений, выданных в ТИК"	64	1	7	5	7	3	6	8	5	6	3	6	4	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	565	27	40	27	72	40	23	48	48	57	47	31	60	45					
		2.97%	2.72%	3.83%	1.79%	4.08%	2.93%	2.12%	2.82%	2.77%	3.07%	2.90%	2.13%	3.59%	3.59%					
19	. Малышкин Олег Александрович	423	27	20	42	30	25	27	38	28	39	39	37	32	39					
		2.22%	2.72%	1.91%	2.78%	1.70%	1.83%	2.49%	2.23%	1.61%	2.10%	2.41%	2.54%	1.92%	3.11%					
20	. Миронов Сергей Михайлович	145	9	5	10	15	6	12	24	14	15	10	4	11	10					
		0.76%	0.91%	0.48%	0.66%	0.85%	0.44%	1.11%	1.41%	0.81%	0.81%	0.62%	0.27%	0.66%	0.80%					
21	. Путин Владимир Владимирович	13693	734	714	1120	1274	1008	777	1203	1268	1349	1149	1087	1171	839					
		71.87%	73.99%	68.33%	74.12%	72.22%	73.74%	71.75%	70.72%	73.08%	72.72%	70.88%	74.71%	70.12%	66.96%					
22	. Хакамада Ирина Муцуовна	1647	60	110	102	139	103	87	162	150	151	152	124	142	165					
		8.64%	6.05%	10.53%	6.75%	7.88%	7.53%	8.03%	9.52%	8.65%	8.14%	9.38%	8.52%	8.50%	13.17%					
23	. Харитонов Николай Михайлович	1227	85	72	117	113	92	61	90	104	111	94	95	126	67					
		6.44%	8.57%	6.89%	7.74%	6.41%	6.73%	5.63%	5.29%	5.99%	5.98%	5.80%	6.53%	7.54%	5.35%					
																				
24	Против всех	1248	45	82	91	112	83	91	120	115	120	122	65	118	84					
		6.55%	4.54%	7.85%	6.02%	6.35%	6.07%	8.40%	7.05%	6.63%	6.47%	7.53%	4.47%	7.07%	6.70%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
