Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Балезинская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152					
1	"Число избирателей, внесенных в список избирателей"	28920	2191	1901	1021	1035	1771	1088	1961	783	1655	360	572	335	545	113	765	99	505	141	179	420	367	112	375	111	244	524	380	588	409	155	483	418	234	441	210	459	169	298	447	359	726	606	327	286	215	488	185	1293	105	187	84	195					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29100	2160	1890	1000	1040	1770	1100	1960	780	1660	370	580	340	550	110	780	100	520	140	180	440	370	110	400	110	250	530	380	600	400	160	500	400	230	460	230	450	170	300	450	370	730	590	320	290	210	510	180	1260	200	180	90	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17806	1155	952	588	469	988	623	1055	420	804	264	416	233	360	94	525	71	310	105	87	282	249	91	265	95	209	402	263	309	237	74	334	318	125	318	170	308	122	246	309	195	438	338	211	146	99	365	146	1135	102	157	74	155					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1304	20	34	20	33	49	18	36	18	27	18	32	21	24	0	52	9	25	3	21	24	11	3	41	5	11	31	42	58	78	30	52	19	22	30	9	14	14	21	46	64	21	47	22	19	33	24	14	17	0	9	5	8					
6	Число погашенных избирательных бюллетеней	9990	985	904	392	538	733	459	869	342	829	88	132	86	166	16	203	20	185	32	72	134	110	16	94	10	30	97	75	233	85	56	114	63	83	112	51	128	34	33	95	111	271	205	87	125	78	121	20	108	98	14	11	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1304	20	34	20	33	49	18	36	18	27	18	32	21	24	0	52	9	25	3	21	24	11	3	41	5	11	31	42	58	78	30	52	19	22	30	9	14	14	21	46	64	21	47	22	19	33	24	14	17	0	9	5	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17779	1155	952	588	469	987	623	1029	420	804	264	416	233	360	94	525	71	310	105	87	282	249	91	265	95	209	402	263	309	237	74	334	318	125	318	170	308	122	246	309	195	438	338	211	146	99	365	146	1135	102	157	74	155					
9	Число недействительных избирательных бюллетеней	223	20	26	15	4	12	8	0	6	11	1	5	6	2	0	0	0	6	2	3	1	7	0	2	4	0	10	0	5	3	2	3	3	4	1	6	5	1	0	0	4	5	2	4	1	1	6	0	13	2	0	1	0					
10	Число действительных избирательных бюллетеней	18860	1155	960	593	498	1024	633	1065	432	820	281	443	248	382	94	577	80	329	106	105	305	253	94	304	96	220	423	305	362	312	102	383	334	143	347	173	317	135	267	355	255	454	383	229	164	131	383	160	1139	100	166	78	163					
