Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Увельская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №2167	УИК №2168	УИК №2169	УИК №2170	УИК №2171	УИК №2172	УИК №2173	УИК №2174	УИК №2175	УИК №2176	УИК №2177	УИК №2178	УИК №2179	УИК №2180	УИК №2181	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2246	УИК №2247	УИК №2248	УИК №2278	УИК №2279	УИК №2294									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	25445	1504	1344	1439	1399	1410	663	991	138	753	130	1442	172	664	1126	696	871	732	220	1124	782	770	1204	231	363	401	1296	144	564	392	389	622	691	206	111	161	126	174									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25340	1460	1350	1440	1390	1400	660	990	135	740	125	1450	170	660	1120	690	870	730	220	1110	780	780	1210	230	370	400	1290	140	560	390	380	630	690	210	115	155	125	175									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12991	654	710	803	652	645	355	467	110	448	80	604	113	337	630	291	473	322	99	728	349	367	599	119	215	258	591	82	320	215	228	322	343	114	50	129	82	87									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1174	44	35	11	26	91	17	21	11	5	1	97	16	28	55	24	26	24	11	19	52	55	170	16	19	9	45	8	28	21	12	62	57	16	19	0	11	12									
6	Число погашенных избирательных бюллетеней	11174	762	605	626	712	664	288	502	14	287	44	749	41	295	435	375	371	384	110	363	379	358	441	95	136	133	654	50	212	154	140	245	290	80	46	26	32	76									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1174	44	35	11	26	91	17	21	11	5	1	97	16	28	55	24	26	24	11	19	52	55	170	16	19	9	45	8	28	21	12	62	57	16	19	0	11	12									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12989	654	710	803	652	645	355	467	110	448	80	604	113	337	629	290	473	322	99	728	349	367	599	119	215	258	591	82	320	215	228	322	343	114	50	129	82	87									
9	Число недействительных избирательных бюллетеней	317	14	13	19	12	21	11	8	4	21	0	18	0	9	13	7	6	8	5	22	6	6	25	2	8	8	13	0	9	6	4	5	3	5	0	3	3	0									
10	Число действительных избирательных бюллетеней	13846	684	732	795	666	715	361	480	117	432	81	683	129	356	671	307	493	338	105	725	395	416	744	133	226	259	623	90	339	230	236	379	397	125	69	126	90	99									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	274	15	15	16	15	15	9	10	2	5	2	15	2	5	15	5	5	5	2	15	5	5	15	4	8	5	15	2	5	5	5	6	5	6	2	2	2	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	178	11	11	16	10	10	8	10	0	0	0	14	2	5	5	3	4	0	2	15	5	5	8	3	8	3	3	0	1	1	0	6	0	5	1	0	1	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	18	4	6	19	9	11	5	2	0	3	5	4	4	6	2	5	2	1	22	1	1	5	1	2	1	2	1	3	3	0	2	3	0	0	2	3	2									
14	Число погашенных неиспользованных открепительных удостоверений	96	4	4	0	5	5	1	0	2	5	2	1	0	0	10	2	1	5	0	0	0	0	7	1	0	2	12	2	4	4	5	0	5	1	1	2	1	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	6	0	0	3	2	1	0	0	0	0	2	0	1	2	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	144	10	4	7	5	8	1	11	1	4	1	6	3	5	5	3	5	6	0	15	7	3	4	2	2	2	5	0	4	3	1	3	2	3	0	1	2	0									
		1.02%	1.43%	0.54%	0.86%	0.74%	1.09%	0.27%	2.25%	0.83%	0.88%	1.23%	0.86%	2.33%	1.37%	0.73%	0.96%	1.00%	1.73%	0.00%	2.01%	1.75%	0.71%	0.52%	1.48%	0.85%	0.75%	0.79%	0.00%	1.15%	1.27%	0.42%	0.78%	0.50%	2.31%	0.00%	0.78%	2.15%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	340	14	14	26	13	16	8	17	3	5	4	21	1	8	22	5	13	7	1	18	15	11	20	2	10	4	22	0	5	5	4	8	9	4	1	3	0	1									
		2.40%	2.01%	1.88%	3.19%	1.92%	2.17%	2.15%	3.48%	2.48%	1.10%	4.94%	2.99%	0.78%	2.19%	3.22%	1.59%	2.61%	2.02%	0.91%	2.41%	3.74%	2.61%	2.60%	1.48%	4.27%	1.50%	3.46%	0.00%	1.44%	2.12%	1.67%	2.08%	2.25%	3.08%	1.45%	2.33%	0.00%	1.01%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	244	14	11	20	10	15	4	9	1	8	3	16	4	4	9	7	15	5	3	19	2	4	9	1	1	5	15	1	5	4	3	2	7	3	1	1	1	2									
		1.72%	2.01%	1.48%	2.46%	1.47%	2.04%	1.08%	1.84%	0.83%	1.77%	3.70%	2.28%	3.10%	1.10%	1.32%	2.23%	3.01%	1.45%	2.73%	2.54%	0.50%	0.95%	1.17%	0.74%	0.43%	1.87%	2.36%	1.11%	1.44%	1.69%	1.25%	0.52%	1.75%	2.31%	1.45%	0.78%	1.08%	2.02%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7259	313	317	375	293	353	190	205	83	197	47	379	99	215	377	136	249	124	46	341	205	246	440	70	131	180	281	68	236	123	171	247	183	51	38	101	76	73									
		51.25%	44.84%	42.55%	46.07%	43.22%	47.96%	51.08%	42.01%	68.60%	43.49%	58.02%	54.07%	76.74%	58.90%	55.12%	43.31%	49.90%	35.84%	41.82%	45.65%	51.12%	58.29%	57.22%	51.85%	55.98%	67.42%	44.18%	75.56%	67.82%	52.12%	71.25%	64.32%	45.75%	39.23%	55.07%	78.29%	81.72%	73.74%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	68	6	4	2	8	1	1	0	0	1	0	4	1	4	4	4	3	3	1	6	2	0	3	0	1	0	3	0	1	1	0	0	1	2	1	0	0	0									
		0.48%	0.86%	0.54%	0.25%	1.18%	0.14%	0.27%	0.00%	0.00%	0.22%	0.00%	0.57%	0.78%	1.10%	0.58%	1.27%	0.60%	0.87%	0.91%	0.80%	0.50%	0.00%	0.39%	0.00%	0.43%	0.00%	0.47%	0.00%	0.29%	0.42%	0.00%	0.00%	0.25%	1.54%	1.45%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	1	1	0	1	2	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	1									
		0.11%	0.00%	0.13%	0.12%	0.00%	0.14%	0.54%	0.20%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.47%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2705	143	159	162	160	140	77	111	14	125	15	129	14	72	121	78	85	79	31	126	87	72	115	27	25	28	115	13	46	47	39	62	111	32	16	9	7	13									
		19.10%	20.49%	21.34%	19.90%	23.60%	19.02%	20.70%	22.75%	11.57%	27.59%	18.52%	18.40%	10.85%	19.73%	17.69%	24.84%	17.03%	22.83%	28.18%	16.87%	21.70%	17.06%	14.95%	20.00%	10.68%	10.49%	18.08%	14.44%	13.22%	19.92%	16.25%	16.15%	27.75%	24.62%	23.19%	6.98%	7.53%	13.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	52	5	4	2	3	4	0	1	1	1	0	1	0	1	1	4	0	1	0	6	1	3	1	0	1	0	5	0	0	1	0	3	1	1	0	0	0	0									
