Выборы Президента Российской Федерации																																									
Дата голосования: 02.03.2008																																									
																																									
Наименование Избирательной комиссии:    район Нагатинский затон																																									
																																									
Сводная таблица результатов выборов																																									
																																									
	Число участковых избирательных комиссий	34																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																							
																																									
		Сумма	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №3248	УИК №3249					
1	"Число избирателей, включенных в списки избирателей"	65363	1700	1802	2492	2126	1640	2381	2360	2069	1912	2223	2160	1233	1480	1541	2686	2216	2098	2220	2221	2563	2464	2181	1983	1951	2552	2351	1746	2244	1499	2031	2057	1061	20	100					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	62550	1500	1500	2500	2000	1500	2500	2500	2000	2000	2000	2000	1150	1500	1500	2500	2200	2000	2000	2000	2500	2000	2000	2000	2000	2500	2500	1500	2000	1500	2000	2000	1000	50	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	53166	1301	1120	2342	1459	1190	2166	2219	1962	1375	1948	1698	1071	1248	1131	2038	2030	1745	1862	1982	2334	1297	1921	1756	1762	2053	1737	1451	1820	1259	1443	1409	917	20	100					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1582	35	76	31	34	40	53	44	15	20	30	49	34	48	22	163	92	115	28	18	41	56	41	52	25	59	41	39	117	35	40	71	18	0	0					
6	Число погашенных избирательных бюллетеней	7802	164	304	127	507	270	281	237	23	605	22	253	45	204	347	299	78	140	110	0	125	647	38	192	213	388	722	10	63	206	517	520	65	30	50					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1520	35	76	31	34	40	53	44	15	20	30	49	34	48	22	163	92	53	28	18	41	56	41	52	25	59	41	39	117	35	40	71	18	0	0					
