Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Шекснинская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065					
1	"Число избирателей, внесенных в списки избирателей"	25316	544	1647	2561	1350	2250	2156	2362	2454	646	2191	535	88	106	329	150	191	164	379	115	234	96	435	65	87	1000	118	345	291	236	645	87	242	901	316					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24860	520	1550	2300	1350	2200	2100	2300	2450	625	2150	500	90	95	330	150	185	145	365	110	255	105	470	80	90	1020	130	350	350	270	720	85	260	840	320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15247	363	1099	1528	841	1391	1347	1360	1418	406	1217	260	40	69	178	66	53	47	189	59	152	58	294	30	57	642	71	183	136	184	527	59	121	659	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2334	26	43	169	52	36	30	56	208	63	82	144	26	12	39	25	103	80	102	36	68	32	58	23	11	110	30	58	155	52	118	18	72	85	112					
6	Число погашенных избирательных бюллетеней	7279	131	408	603	457	773	723	884	824	156	851	96	24	14	113	59	29	18	74	15	35	15	118	27	22	268	29	109	59	34	75	8	67	96	65					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2334	26	43	169	52	36	30	56	208	63	82	144	26	12	39	25	103	80	102	36	68	32	58	23	11	110	30	58	155	52	118	18	72	85	112					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15242	363	1099	1528	841	1391	1347	1360	1413	406	1217	260	40	69	178	66	53	47	189	59	152	58	294	30	57	642	71	183	136	184	527	59	121	659	143					
9	Число недействительных избирательных бюллетеней	153	3	10	11	9	17	11	14	16	7	9	4	0	1	5	2	0	1	1	1	1	1	2	2	1	1	0	1	0	1	5	0	0	13	3					
10	Число действительных избирательных бюллетеней	17423	386	1132	1686	884	1410	1366	1402	1605	462	1290	400	66	80	212	89	156	126	290	94	219	89	350	51	67	751	101	240	291	235	640	77	193	731	252					
