12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																		
13	Бабурин Сергей Николаевич	595	15	7	8	11	0	1	2	7	4	38	1	3	4	13	9	6	1	14	12	7	10	8	20	5	12	5	6	13	16	8	8	13	18	6	5	10	10	13	9	11	6	6	8	11	13	18	9	2	2	12	5	12	4	5	11	3	1	8	1	8	5	4	14	12	9	3	10	4	11	3	6									
		0.76%	1.38%	0.45%	0.56%	1.18%	0.00%	0.20%	0.35%	0.67%	0.46%	2.69%	1.92%	0.74%	0.26%	1.29%	0.97%	0.53%	0.76%	0.99%	0.75%	0.53%	0.71%	0.58%	1.39%	0.44%	0.94%	0.54%	0.43%	1.12%	1.23%	0.60%	0.66%	0.92%	1.42%	0.62%	0.43%	0.98%	0.90%	0.86%	0.75%	0.85%	0.61%	0.43%	0.77%	0.89%	0.88%	1.51%	0.77%	0.71%	1.23%	0.89%	0.48%	0.90%	0.39%	0.67%	0.81%	0.25%	0.70%	0.72%	0.10%	0.68%	0.43%	0.32%	0.99%	1.01%	0.49%	0.26%	0.74%	0.29%	0.66%	0.29%	0.69%									
14	Грудинин Павел Николаевич	10186	198	266	209	168	2	68	45	133	88	100	2	36	101	111	74	180	6	198	200	213	190	193	218	160	125	119	212	167	157	156	135	164	137	121	146	105	119	180	158	167	109	160	124	192	195	155	136	23	11	186	136	156	112	61	198	105	4	139	68	157	178	175	202	180	189	130	217	344	360	147	110									
		12.95%	18.22%	16.99%	14.57%	18.06%	2.22%	13.57%	7.81%	12.67%	10.09%	7.09%	3.85%	8.89%	6.46%	11.03%	7.97%	16.03%	4.58%	14.09%	12.56%	16.21%	13.41%	14.11%	15.12%	14.05%	9.82%	12.80%	15.02%	14.41%	12.07%	11.67%	11.19%	11.57%	10.77%	12.50%	12.47%	10.32%	10.73%	11.84%	13.20%	12.98%	11.07%	11.46%	11.90%	15.47%	13.24%	12.97%	11.62%	8.19%	6.79%	13.83%	13.15%	11.76%	10.98%	8.13%	14.58%	8.88%	2.82%	12.46%	7.05%	13.43%	15.28%	14.03%	14.23%	15.16%	10.30%	11.08%	16.12%	24.96%	21.48%	14.04%	12.69%									
15	Жириновский Владимир Вольфович	4419	33	101	35	37	2	33	30	79	62	98	2	23	57	77	11	48	3	74	49	59	91	75	71	72	56	39	83	55	80	50	80	110	82	60	27	64	78	100	87	88	60	91	73	57	85	70	72	7	5	81	88	80	63	43	87	102	8	67	67	92	86	65	81	58	91	79	68	43	71	59	59									
		5.62%	3.04%	6.45%	2.44%	3.98%	2.22%	6.59%	5.21%	7.52%	7.11%	6.95%	3.85%	5.68%	3.64%	7.65%	1.19%	4.27%	2.29%	5.27%	3.08%	4.49%	6.42%	5.48%	4.92%	6.32%	4.40%	4.19%	5.88%	4.75%	6.15%	3.74%	6.63%	7.76%	6.45%	6.20%	2.31%	6.29%	7.03%	6.58%	7.27%	6.84%	6.09%	6.52%	7.01%	4.59%	5.77%	5.86%	6.15%	2.49%	3.09%	6.02%	8.51%	6.03%	6.18%	5.73%	6.41%	8.62%	5.63%	6.00%	6.95%	7.87%	7.38%	5.21%	5.70%	4.89%	4.96%	6.73%	5.05%	3.12%	4.24%	5.64%	6.81%									
16	Путин Владимир Владимирович	59634	798	1139	1103	688	86	376	456	761	675	1100	46	325	1369	764	814	831	119	1022	1245	950	1038	998	1052	815	1044	713	1010	849	987	1055	923	1039	959	735	961	782	845	1139	877	948	766	1071	788	921	1096	879	914	239	142	987	761	1027	787	609	997	925	126	846	794	851	848	945	1055	861	1468	942	960	967	1173	801	652									
		75.80%	73.41%	72.78%	76.92%	73.98%	95.56%	75.05%	79.17%	72.48%	77.41%	77.96%	88.46%	80.25%	87.53%	75.94%	87.72%	73.99%	90.84%	72.74%	78.20%	72.30%	73.25%	72.95%	72.95%	71.55%	82.01%	76.67%	71.58%	73.25%	75.86%	78.91%	76.53%	73.32%	75.39%	75.93%	82.07%	76.89%	76.19%	74.93%	73.27%	73.66%	77.77%	76.72%	75.62%	74.21%	74.41%	73.56%	78.12%	85.05%	87.65%	73.38%	73.60%	77.45%	77.16%	81.20%	73.42%	78.19%	88.73%	75.81%	82.37%	72.80%	72.79%	75.78%	74.30%	72.54%	80.00%	80.31%	71.32%	70.17%	69.99%	76.50%	75.20%									
17	Собчак Ксения Анатольевна	1164	15	15	38	2	0	6	13	25	9	5	1	6	6	13	7	13	1	37	31	27	36	32	24	30	9	14	43	23	18	20	17	25	14	15	6	18	18	31	14	17	10	18	16	22	28	21	17	1	0	26	8	21	14	11	13	17	1	11	13	19	10	19	18	27	33	0	26	3	21	14	12									
		1.48%	1.38%	0.96%	2.65%	0.22%	0.00%	1.20%	2.26%	2.38%	1.03%	0.35%	1.92%	1.48%	0.38%	1.29%	0.75%	1.16%	0.76%	2.63%	1.95%	2.05%	2.54%	2.34%	1.66%	2.63%	0.71%	1.51%	3.05%	1.98%	1.38%	1.50%	1.41%	1.76%	1.10%	1.55%	0.51%	1.77%	1.62%	2.04%	1.17%	1.32%	1.02%	1.29%	1.54%	1.77%	1.90%	1.76%	1.45%	0.36%	0.00%	1.93%	0.77%	1.58%	1.37%	1.47%	0.96%	1.44%	0.70%	0.99%	1.35%	1.63%	0.86%	1.52%	1.27%	2.27%	1.80%	0.00%	1.93%	0.22%	1.25%	1.34%	1.38%									
18	Сурайкин Максим Александрович	604	10	7	13	12	0	5	16	6	3	35	0	6	6	8	2	12	0	9	9	9	6	13	6	9	1	11	5	13	10	7	12	14	20	15	5	8	9	10	7	11	5	10	8	10	12	4	7	5	0	12	5	5	14	5	6	12	0	14	4	12	12	10	9	10	8	4	15	8	3	8	7									
		0.77%	0.92%	0.45%	0.91%	1.29%	0.00%	0.99%	2.78%	0.57%	0.34%	2.48%	0.00%	1.48%	0.38%	0.80%	0.22%	1.07%	0.00%	0.64%	0.57%	0.68%	0.42%	0.95%	0.42%	0.79%	0.08%	1.18%	0.35%	1.12%	0.77%	0.52%	0.99%	0.99%	1.57%	1.55%	0.43%	0.79%	0.81%	0.66%	0.58%	0.85%	0.51%	0.72%	0.77%	0.81%	0.81%	0.33%	0.60%	1.78%	0.00%	0.89%	0.48%	0.38%	1.37%	0.67%	0.44%	1.01%	0.00%	1.25%	0.41%	1.03%	1.03%	0.80%	0.63%	0.84%	0.44%	0.34%	1.11%	0.58%	0.18%	0.76%	0.81%									
19	Титов Борис Юрьевич	626	9	7	14	2	0	4	2	4	8	23	0	3	10	5	4	15	0	12	20	16	20	14	10	14	9	11	13	12	10	9	5	10	24	6	7	8	4	10	14	16	8	13	11	10	13	6	8	1	0	13	8	10	8	4	15	2	0	8	6	4	11	8	13	16	6	5	15	2	8	6	4									
		0.80%	0.83%	0.45%	0.98%	0.22%	0.00%	0.80%	0.35%	0.38%	0.92%	1.63%	0.00%	0.74%	0.64%	0.50%	0.43%	1.34%	0.00%	0.85%	1.26%	1.22%	1.41%	1.02%	0.69%	1.23%	0.71%	1.18%	0.92%	1.04%	0.77%	0.67%	0.41%	0.71%	1.89%	0.62%	0.60%	0.79%	0.36%	0.66%	1.17%	1.24%	0.81%	0.93%	1.06%	0.81%	0.88%	0.50%	0.68%	0.36%	0.00%	0.97%	0.77%	0.75%	0.78%	0.53%	1.10%	0.17%	0.00%	0.72%	0.62%	0.34%	0.94%	0.64%	0.92%	1.35%	0.33%	0.43%	1.11%	0.15%	0.48%	0.57%	0.46%									
20	Явлинский Григорий Алексеевич	807	9	23	12	10	0	3	11	17	15	12	0	2	4	7	4	9	0	18	22	17	15	19	18	20	9	13	17	13	15	18	9	15	10	9	8	12	12	18	19	18	13	19	6	11	18	7	7	2	0	12	15	9	7	5	16	16	0	9	8	16	3	10	12	12	19	10	20	7	23	5	8									
		1.03%	0.83%	1.47%	0.84%	1.08%	0.00%	0.60%	1.91%	1.62%	1.72%	0.85%	0.00%	0.49%	0.26%	0.70%	0.43%	0.80%	0.00%	1.28%	1.38%	1.29%	1.06%	1.39%	1.25%	1.76%	0.71%	1.40%	1.20%	1.12%	1.15%	1.35%	0.75%	1.06%	0.79%	0.93%	0.68%	1.18%	1.08%	1.18%	1.59%	1.40%	1.32%	1.36%	0.58%	0.89%	1.22%	0.59%	0.60%	0.71%	0.00%	0.89%	1.45%	0.68%	0.69%	0.67%	1.18%	1.35%	0.00%	0.81%	0.83%	1.37%	0.26%	0.80%	0.85%	1.01%	1.04%	0.85%	1.49%	0.51%	1.37%	0.48%	0.92%									
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
