Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Красноуфимская городская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064	УИК №2065	УИК №2066	УИК №2067	УИК №2068	УИК №2069	УИК №2070	УИК №2071	УИК №2072	УИК №2073	УИК №2074	УИК №2075	УИК №2076	УИК №2077					
1	"Число избирателей, внесенных в список"	34079	1194	1395	1250	1345	869	2020	2020	881	1948	1959	1305	1407	1984	1539	1488	900	1375	1131	751	1647	512	1144	850	1522	988	598	57					
2	Число полученных избирательных бюллетеней	33850	1200	1410	1240	1350	860	1940	1900	830	1950	1970	1320	1410	1990	1530	1500	910	1360	1140	770	1620	500	1120	840	1530	990	610	60					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18863	673	819	680	726	432	967	1010	430	1202	1159	818	840	1215	732	796	446	616	588	396	908	292	697	519	862	639	362	39					
5	"Число избирательных бюллетеней, выданных вне помещения"	906	13	39	22	51	15	111	28	41	44	40	22	25	46	80	55	16	65	5	15	24	20	42	21	27	14	22	3					
6	Число погашенных избирательных бюллетеней	14081	514	552	538	573	413	862	862	359	704	771	480	545	729	718	649	448	679	547	359	688	188	381	300	641	337	226	18					
7	Число избирательных бюллетеней в переносных ящиках	906	13	39	22	51	15	111	28	41	44	40	22	25	46	80	55	16	65	5	15	24	20	42	21	27	14	22	3					
8	Число бюллетеней в стационарных ящиках для голосования	18862	673	818	680	726	432	967	1010	430	1202	1159	818	840	1215	732	796	446	616	588	396	908	292	697	519	862	639	362	39					
9	Число недействительных избирательных бюллетеней	211	8	4	9	9	6	12	14	10	5	8	11	12	20	15	11	1	5	9	3	8	6	2	6	8	3	4	2					
10	Число действительных избирательных бюллетеней	19557	678	853	693	768	441	1066	1024	461	1241	1191	829	853	1241	797	840	461	676	584	408	924	306	737	534	881	650	380	40					
