Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Калтасинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274					
1	"Число избирателей, внесенных в списки избирателей"	20144	1459	1776	409	562	314	500	76	128	599	68	867	403	345	276	396	193	491	248	181	233	216	348	262	364	705	351	209	300	343	314	730	183	214	1569	1441	1385	1686					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20800	1478	1827	409	582	327	519	76	130	623	73	875	409	337	280	422	202	492	254	181	234	224	354	258	373	733	375	227	312	352	336	798	189	217	1625	1508	1429	1760					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17195	1299	1581	340	525	289	303	59	119	521	56	706	274	299	267	345	186	452	236	180	231	204	337	229	308	646	283	181	255	329	290	718	181	204	1220	1091	1268	1183					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1028	86	36	29	16	10	57	15	0	32	5	36	109	26	4	23	0	39	8	1	0	8	6	18	49	56	47	26	42	11	20	0	0	10	42	64	47	50					
6	Число погашенных избирательных бюллетеней	2577	93	210	40	41	28	159	2	11	70	12	133	26	12	9	54	16	1	10	0	3	12	11	11	16	31	45	20	15	12	26	80	8	3	363	353	114	527					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1028	86	36	29	16	10	57	15	0	32	5	36	109	26	4	23	0	39	8	1	0	8	6	18	49	56	47	26	42	11	20	0	0	10	42	64	47	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17195	1299	1581	340	525	289	303	59	119	521	56	706	274	299	267	345	186	452	236	180	231	204	337	229	308	646	283	181	255	329	290	718	181	204	1220	1091	1268	1183					
9	Число недействительных избирательных бюллетеней	141	0	15	0	6	1	15	0	0	2	2	8	0	4	2	6	3	0	3	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	16	13	8	31					
10	Число действительных избирательных бюллетеней	18082	1385	1602	369	535	298	345	74	119	551	59	734	383	321	269	362	183	491	241	181	231	211	343	247	357	702	326	207	297	340	309	718	181	214	1246	1142	1307	1202					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	702	73	55	6	20	8	12	3	1	15	6	27	10	8	3	21	11	15	3	0	5	3	5	7	11	24	20	20	5	13	23	30	3	3	65	61	46	61					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	702	73	55	6	20	8	12	3	1	15	6	27	10	8	3	21	11	15	3	0	5	3	5	7	11	24	20	20	5	13	23	30	3	3	65	61	46	61					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	124	13	10	2	5	1	2	1	1	6	1	6	4	3	1	1	2	9	0	2	3	3	1	1	1	6	1	3	1	4	2	0	1	1	7	4	8	7					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	2	1	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	5	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	1.Политическая партия «Аграрная партия России»	215	0	9	2	13	3	15	0	0	3	1	13	3	8	7	11	9	0	3	0	0	1	3	4	3	0	1	0	0	5	4	42	2	0	15	16	3	16					
		1.18%	0.00%	0.56%	0.54%	2.40%	1.00%	4.17%	0.00%	0.00%	0.54%	1.64%	1.75%	0.78%	2.46%	2.58%	2.99%	4.84%	0.00%	1.23%	0.00%	0.00%	0.47%	0.87%	1.62%	0.84%	0.00%	0.30%	0.00%	0.00%	1.47%	1.29%	5.85%	1.10%	0.00%	1.19%	1.39%	0.23%	1.30%					
19	2.Всероссийская политическая партия «Гражданская Сила»	19	0	0	0	3	1	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	3	1					
		0.10%	0.00%	0.00%	0.00%	0.55%	0.33%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.26%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.16%	0.00%	0.23%	0.08%					
20	3.Политическая партия «Демократическая партия России»	18	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	6					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.54%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.17%	0.00%	0.49%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1428	73	105	16	40	11	41	1	3	94	1	95	7	14	24	44	40	15	11	5	1	20	13	28	19	35	24	6	13	12	18	85	3	4	165	138	128	76					
		7.84%	5.27%	6.49%	4.34%	7.39%	3.68%	11.39%	1.35%	2.52%	16.99%	1.64%	12.80%	1.83%	4.31%	8.86%	11.96%	21.51%	3.05%	4.51%	2.76%	0.43%	9.43%	3.79%	11.34%	5.32%	4.99%	7.27%	2.90%	4.38%	3.53%	5.81%	11.84%	1.66%	1.87%	13.07%	11.95%	9.73%	6.16%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	13	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2					
		0.07%	0.22%	0.06%	0.00%	0.00%	0.33%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.08%	0.16%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	2					
		0.05%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.08%	0.16%					
24	7.Политическая партия «Либерально-демократическая партия России»	461	8	29	13	18	12	15	1	1	5	3	46	14	13	0	15	8	5	4	0	1	0	8	15	12	21	8	0	0	11	2	2	2	0	51	49	15	54					
		2.53%	0.58%	1.79%	3.52%	3.33%	4.01%	4.17%	1.35%	0.84%	0.90%	4.92%	6.20%	3.66%	4.00%	0.00%	4.08%	4.30%	1.02%	1.64%	0.00%	0.43%	0.00%	2.33%	6.07%	3.36%	2.99%	2.42%	0.00%	0.00%	3.24%	0.65%	0.28%	1.10%	0.00%	4.04%	4.24%	1.14%	4.38%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	373	0	0	11	10	9	27	1	0	5	0	61	3	7	0	1	9	2	2	4	2	5	0	2	7	9	10	1	3	2	2	23	0	0	50	39	11	55					
		2.05%	0.00%	0.00%	2.98%	1.85%	3.01%	7.50%	1.35%	0.00%	0.90%	0.00%	8.22%	0.78%	2.15%	0.00%	0.27%	4.84%	0.41%	0.82%	2.21%	0.87%	2.36%	0.00%	0.81%	1.96%	1.28%	3.03%	0.48%	1.01%	0.59%	0.65%	3.20%	0.00%	0.00%	3.96%	3.38%	0.84%	4.46%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	47	0	4	2	2	3	1	0	0	1	0	1	0	0	0	3	1	1	0	0	0	0	0	1	2	0	2	0	0	1	0	2	0	0	8	4	0	8					
		0.26%	0.00%	0.25%	0.54%	0.37%	1.00%	0.28%	0.00%	0.00%	0.18%	0.00%	0.13%	0.00%	0.00%	0.00%	0.82%	0.54%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.56%	0.00%	0.61%	0.00%	0.00%	0.29%	0.00%	0.28%	0.00%	0.00%	0.63%	0.35%	0.00%	0.65%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	15464	1301	1452	325	447	257	243	71	115	439	54	515	352	278	238	285	112	468	218	172	227	185	319	196	313	637	280	200	281	308	283	558	174	210	940	888	1143	980					
		84.86%	93.94%	89.80%	88.08%	82.62%	85.95%	67.50%	95.95%	96.64%	79.39%	88.52%	69.41%	91.91%	85.54%	87.82%	77.45%	60.22%	95.32%	89.34%	95.03%	98.27%	87.26%	93.00%	79.35%	87.68%	90.74%	84.85%	96.62%	94.61%	90.59%	91.29%	77.72%	96.13%	98.13%	74.48%	76.88%	86.92%	79.48%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	34	0	2	0	0	1	1	0	0	0	0	3	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	13	5	2	2					
		0.19%	0.00%	0.12%	0.00%	0.00%	0.33%	0.28%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.31%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.43%	0.15%	0.16%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
