Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																												
Дата голосования: 04.12.2011																																												
																																												
Наименование Избирательной комиссии:    Калтасинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249					
1	"Число избирателей, внесенных в список избирателей"	19852	1727	1790	428	426	311	522	77	117	568	60	835	363	356	268	384	213	454	246	154	186	211	303	308	194	249	309	318	745	193	168	253	360	716	1752	1304	1317	1667					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20190	1721	1795	432	433	326	536	79	113	570	58	844	371	350	287	393	215	462	251	158	195	219	313	316	207	268	310	324	800	193	169	259	365	728	1758	1332	1325	1715					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17508	1600	1704	344	387	263	298	61	113	375	51	653	242	322	242	345	203	425	235	145	183	179	285	281	166	203	250	289	704	190	100	226	285	621	1654	1218	1173	1493					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	972	77	34	63	20	12	40	15	0	50	7	27	86	9	7	0	0	15	6	8	0	11	0	17	22	39	31	19	10	0	56	16	45	66	45	56	24	39					
6	Число погашенных избирательных бюллетеней	1710	44	57	25	26	51	198	3	0	145	0	164	43	19	38	48	12	22	10	5	12	29	28	18	19	26	29	16	86	3	13	17	35	41	59	58	128	183					
7	Число избирательных бюллетеней в переносных ящиках для голосования	972	77	34	63	20	12	40	15	0	50	7	27	86	9	7	0	0	15	6	8	0	11	0	17	22	39	31	19	10	0	56	16	45	66	45	56	24	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17508	1600	1704	344	387	263	298	61	113	375	51	653	242	322	242	345	203	425	235	145	183	179	285	281	166	203	250	289	704	190	100	226	285	621	1654	1218	1173	1493					
9	Число недействительных избирательных бюллетеней	614	7	3	0	2	2	26	0	0	11	1	4	2	4	3	3	0	0	0	0	3	2	0	0	0	0	6	1	9	0	4	0	1	12	5	17	29	457					
10	Число действительных избирательных бюллетеней	17866	1670	1735	407	405	273	312	76	113	414	57	676	326	327	246	342	203	440	241	153	180	188	285	298	188	242	275	307	705	190	152	242	329	675	1694	1257	1168	1075					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1518	101	50	35	40	45	30	10	5	50	25	42	55	30	38	55	10	40	20	10	40	20	60	50	59	40	45	30	20	5	30	25	20	40	64	110	75	94					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1514	101	50	35	40	45	30	10	5	50	25	42	55	30	38	55	10	40	20	10	40	20	60	50	59	40	45	30	20	5	26	25	20	40	64	110	75	94					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	165	14	14	1	2	0	4	0	6	7	5	10	1	8	1	5	2	0	0	0	4	0	2	4	4	5	4	1	0	3	2	4	0	1	20	12	8	11					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	9	6	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	4	0	1	4					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	748	29	80	0	5	22	25	7	8	21	0	75	24	26	7	9	0	5	10	3	1	6	0	5	2	1	23	7	53	3	11	12	2	3	142	20	60	41					
		4.05%	1.73%	4.60%	0.00%	1.23%	8.00%	7.40%	9.21%	7.08%	4.94%	0.00%	11.03%	7.32%	7.85%	2.81%	2.61%	0.00%	1.14%	4.15%	1.96%	0.55%	3.16%	0.00%	1.68%	1.06%	0.41%	8.19%	2.27%	7.42%	1.58%	7.05%	4.96%	0.61%	0.44%	8.36%	1.57%	5.01%	2.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	749	33	87	0	4	19	31	9	10	57	1	59	17	37	16	20	2	4	10	2	4	5	2	0	2	0	18	7	61	8	7	16	4	22	46	19	85	25					
		4.05%	1.97%	5.01%	0.00%	0.98%	6.91%	9.17%	11.84%	8.85%	13.41%	1.72%	8.68%	5.18%	11.18%	6.43%	5.80%	0.99%	0.91%	4.15%	1.31%	2.19%	2.63%	0.70%	0.00%	1.06%	0.00%	6.41%	2.27%	8.54%	4.21%	4.49%	6.61%	1.21%	3.20%	2.71%	1.49%	7.10%	1.63%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	5	4	0	2	0	2	1	1	2	0	6	2	1	1	2	0	0	1	0	3	6	0	0	0	0	0	0	6	0	5	0	0	0	1	0	10	4					
		0.35%	0.30%	0.23%	0.00%	0.49%	0.00%	0.59%	1.32%	0.88%	0.47%	0.00%	0.88%	0.61%	0.30%	0.40%	0.58%	0.00%	0.00%	0.41%	0.00%	1.64%	3.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	3.21%	0.00%	0.00%	0.00%	0.06%	0.00%	0.84%	0.26%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3571	402	274	91	74	75	68	13	25	155	10	182	34	49	49	62	26	69	19	15	27	65	52	27	12	11	31	25	181	22	18	33	88	154	486	283	321	43					
		19.32%	23.97%	15.77%	22.36%	18.18%	27.27%	20.12%	17.11%	22.12%	36.47%	17.24%	26.76%	10.37%	14.80%	19.68%	17.97%	12.81%	15.68%	7.88%	9.80%	14.75%	34.21%	18.25%	9.06%	6.38%	4.55%	11.03%	8.12%	25.35%	11.58%	11.54%	13.64%	26.67%	22.42%	28.61%	22.21%	26.82%	2.81%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	6	9	0	0	1	3	0	0	2	0	10	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	3	1	1	3	0	0	1	0	8	6					
		0.32%	0.36%	0.52%	0.00%	0.00%	0.36%	0.89%	0.00%	0.00%	0.47%	0.00%	1.47%	0.30%	0.00%	0.00%	0.29%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.32%	0.42%	0.53%	0.64%	1.24%	0.00%	0.00%	0.06%	0.00%	0.67%	0.39%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12643	1191	1280	316	320	156	183	46	69	177	46	341	248	212	172	247	175	362	200	133	145	105	231	266	172	230	200	265	398	156	110	178	234	496	1015	935	678	955					
		68.41%	71.02%	73.65%	77.64%	78.62%	56.73%	54.14%	60.53%	61.06%	41.65%	79.31%	50.15%	75.61%	64.05%	69.08%	71.59%	86.21%	82.27%	82.99%	86.93%	79.23%	55.26%	81.05%	89.26%	91.49%	95.04%	71.17%	86.04%	55.74%	82.11%	70.51%	73.55%	70.91%	72.20%	59.74%	73.39%	56.64%	62.34%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	4	1	0	0	0	0	0	0	0	0	3	0	2	1	1	0	0	0	0	0	1	0	0	0	0	1	2	3	0	0	0	1	0	3	0	6	1					
		0.16%	0.24%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.60%	0.40%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.36%	0.65%	0.42%	0.00%	0.00%	0.00%	0.30%	0.00%	0.18%	0.00%	0.50%	0.07%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
