Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Залегощенская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321					
1	"Число избирателей, внесенных в списки избирателей"	12078	933	1563	450	1132	498	70	367	258	278	217	285	129	234	194	650	773	218	993	243	87	450	915	357	155	523	106					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11714	900	1450	450	1100	490	75	367	253	276	215	289	120	226	190	630	730	210	930	245	85	450	900	358	155	515	105					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7689	702	1152	282	895	333	56	154	132	127	124	206	101	170	160	322	549	129	562	156	44	272	405	174	103	298	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2040	56	45	61	68	84	10	113	84	122	69	67	4	47	26	206	165	68	122	68	25	70	173	104	36	141	6					
6	Число погашенных избирательных бюллетеней	1985	142	253	107	137	73	9	100	37	27	22	16	15	9	4	102	16	13	246	21	16	108	322	80	16	76	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2040	56	45	61	68	84	10	113	84	122	69	67	4	47	26	206	165	68	122	68	25	70	173	104	36	141	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7689	702	1152	282	895	333	56	154	132	127	124	206	101	170	160	322	549	129	562	156	44	272	405	174	103	298	81					
9	Число недействительных избирательных бюллетеней	177	4	49	20	6	1	0	19	0	15	8	7	1	1	0	0	2	0	6	1	0	3	17	4	11	2	0					
10	Число действительных избирательных бюллетеней	9552	754	1148	323	957	416	66	248	216	234	185	266	104	216	186	528	712	197	678	223	69	339	561	274	128	437	87					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	321	47	61	22	40	10	2	4	4	4	4	4	4	4	3	7	15	3	15	5	2	18	8	6	6	21	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	222	45	58	16	28	4	0	2	1	4	0	4	0	4	0	1	7	0	9	3	0	10	4	3	2	17	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	72	1	6	1	12	5	2	0	1	0	1	2	9	1	1	2	3	2	7	3	2	0	3	0	2	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	99	2	3	6	12	6	2	2	3	0	4	0	4	0	3	6	8	3	6	2	2	8	4	3	4	4	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	3	8	0	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	132	6	18	3	11	15	0	2	0	3	6	2	1	11	4	5	10	3	5	3	0	5	2	10	2	4	1					
		1.36%	0.79%	1.50%	0.87%	1.14%	3.60%	0.00%	0.75%	0.00%	1.20%	3.11%	0.73%	0.95%	5.07%	2.15%	0.95%	1.40%	1.52%	0.73%	1.34%	0.00%	1.46%	0.35%	3.60%	1.44%	0.91%	1.15%					
19	2.Всероссийская политическая партия «Гражданская Сила»	39	3	4	2	7	2	1	0	0	0	0	0	0	0	0	1	5	1	8	2	0	0	0	0	0	3	0					
		0.40%	0.40%	0.33%	0.58%	0.73%	0.48%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.70%	0.51%	1.17%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0					
		0.07%	0.00%	0.08%	0.00%	0.10%	0.00%	0.00%	0.37%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1187	144	70	42	258	41	5	31	24	14	15	17	7	14	30	49	112	9	119	29	5	26	30	37	2	52	5					
		12.20%	18.99%	5.85%	12.24%	26.79%	9.83%	7.58%	11.61%	11.11%	5.62%	7.77%	6.23%	6.67%	6.45%	16.13%	9.28%	15.69%	4.57%	17.40%	12.95%	7.25%	7.60%	5.19%	13.31%	1.44%	11.85%	5.75%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	18	2	2	1	3	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	3	0	0					
		0.19%	0.26%	0.17%	0.29%	0.31%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.14%	0.51%	0.15%	0.45%	1.45%	0.00%	0.00%	0.00%	2.16%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	4	0	4	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0					
		0.13%	0.00%	0.33%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.19%	0.14%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	505	20	60	27	66	13	2	10	9	10	12	9	1	11	6	35	39	7	33	14	5	20	40	16	2	33	5					
		5.19%	2.64%	5.01%	7.87%	6.85%	3.12%	3.03%	3.75%	4.17%	4.02%	6.22%	3.30%	0.95%	5.07%	3.23%	6.63%	5.46%	3.55%	4.82%	6.25%	7.25%	5.85%	6.92%	5.76%	1.44%	7.52%	5.75%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	416	60	79	22	53	11	2	6	2	7	5	4	1	11	7	19	34	5	16	5	2	16	19	8	1	20	1					
		4.28%	7.92%	6.60%	6.41%	5.50%	2.64%	3.03%	2.25%	0.93%	2.81%	2.59%	1.47%	0.95%	5.07%	3.76%	3.60%	4.76%	2.54%	2.34%	2.23%	2.90%	4.68%	3.29%	2.88%	0.72%	4.56%	1.15%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	82	9	19	2	2	0	1	1	1	5	3	0	1	1	7	5	9	2	3	2	1	1	1	1	0	5	0					
		0.84%	1.19%	1.59%	0.58%	0.21%	0.00%	1.52%	0.37%	0.46%	2.01%	1.55%	0.00%	0.95%	0.46%	3.76%	0.95%	1.26%	1.02%	0.44%	0.89%	1.45%	0.29%	0.17%	0.36%	0.00%	1.14%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7114	508	886	221	548	333	53	197	180	195	142	233	91	165	132	409	499	168	486	164	55	270	469	202	117	317	74					
		73.12%	67.02%	74.02%	64.43%	56.91%	79.86%	80.30%	73.78%	83.33%	78.31%	73.58%	85.35%	86.67%	76.04%	70.97%	77.46%	69.89%	85.28%	71.05%	73.21%	79.71%	78.95%	81.14%	72.66%	84.17%	72.21%	85.06%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	39	2	5	3	4	1	1	0	0	0	1	1	2	2	0	2	2	1	4	3	0	1	0	0	1	2	1					
		0.40%	0.26%	0.42%	0.87%	0.42%	0.24%	1.52%	0.00%	0.00%	0.00%	0.52%	0.37%	1.90%	0.92%	0.00%	0.38%	0.28%	0.51%	0.58%	1.34%	0.00%	0.29%	0.00%	0.00%	0.72%	0.46%	1.15%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
