Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
"Наименование Избирательной комиссии:    Магнитогорск, Правобережная"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411					
1	"Число избирателей, внесенных в список избирателей"	88217	2397	1386	1158	1127	1887	2443	1865	1474	1350	1375	1819	1626	1297	1397	1476	1484	1484	1592	1995	2008	1283	1588	1020	1693	1749	1522	214	1274	1818	1637	1575	1955	1871	1921	1930	1711	1792	1220	1440	1609	1892	1406	1662	1189	2085	1642	1592	1871	1597	2737	1787	1646	1864	1785					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	72015	1900	1100	950	900	1500	1950	1500	1200	1100	1150	1600	1300	1050	1150	1200	1200	1200	1300	1600	1600	1050	1300	850	1350	1400	1250	215	1050	1500	1350	1150	1600	1500	1550	1550	1400	1450	1000	1400	1300	1500	1450	1350	950	1700	1350	1350	1500	1350	2100	1450	1350	1500	1450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	57401	1319	1068	847	836	1058	1909	1331	1119	702	629	1450	822	676	1063	856	791	857	888	1109	1037	982	1204	536	899	945	1138	213	997	1447	1293	976	1086	992	1438	1046	1235	1029	908	688	816	1376	1254	1307	705	1572	837	1269	1052	1247	1865	993	1270	1441	978					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2564	40	16	44	18	34	29	77	57	33	27	88	48	46	57	66	64	46	33	22	31	48	65	38	60	46	39	0	27	36	39	158	35	72	64	47	78	64	43	20	53	43	132	20	32	60	54	53	45	23	31	37	53	32	41					
6	Число погашенных избирательных бюллетеней	12050	541	16	59	46	408	12	92	24	365	494	62	430	328	30	278	345	297	379	469	532	20	31	276	391	409	73	2	26	17	18	16	479	436	48	457	87	357	49	692	431	81	64	23	213	68	459	28	403	80	204	420	27	27	431					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2564	40	16	44	18	34	29	77	57	33	27	88	48	46	57	66	64	46	33	22	31	48	65	38	60	46	39	0	27	36	39	158	35	72	64	47	78	64	43	20	53	43	132	20	32	60	54	53	45	23	31	37	53	32	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	57397	1319	1067	847	836	1058	1909	1331	1119	702	629	1450	822	676	1062	856	791	857	888	1109	1037	981	1204	536	899	944	1138	213	997	1447	1293	976	1086	992	1438	1046	1235	1029	908	688	816	1376	1254	1307	705	1572	837	1269	1052	1247	1865	993	1270	1441	978					
9	Число недействительных избирательных бюллетеней	1106	33	16	16	16	32	26	23	15	22	11	15	25	20	15	23	28	19	22	29	21	15	13	14	27	19	17	1	16	25	30	17	20	20	24	21	28	30	19	14	12	23	16	26	17	29	0	21	17	23	40	23	23	24	15					
10	Число действительных избирательных бюллетеней	58855	1326	1067	875	838	1060	1912	1385	1161	713	645	1523	845	702	1104	899	827	884	899	1102	1047	1014	1256	560	932	971	1160	212	1008	1458	1302	1117	1101	1044	1478	1072	1285	1063	932	694	857	1396	1370	1301	720	1603	891	1301	1080	1247	1856	1007	1300	1449	1004					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1237	30	10	10	10	18	20	10	10	10	70	115	15	10	15	16	15	10	10	20	16	11	15	5	20	12	15	0	6	13	12	10	20	12	10	20	15	20	20	241	15	15	10	17	10	15	35	13	18	70	30	11	20	26	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1223	30	10	10	8	17	20	10	6	10	70	115	15	10	15	16	15	10	10	18	16	10	15	5	20	12	15	0	6	13	12	10	19	12	10	20	15	20	20	241	15	13	10	17	10	15	35	13	18	70	30	10	20	26	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	668	9	12	10	6	10	9	22	20	10	8	48	4	16	11	7	6	2	7	9	10	5	5	6	28	4	4	0	10	6	0	20	12	6	11	9	7	16	4	3	3	15	5	9	6	7	8	7	7	7	125	17	23	31	6					
14	Число погашенных неиспользованных открепительных удостоверений	14	0	0	0	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0					
