13	Бабурин Сергей Николаевич	95	2	17	16	4	5	3	1	0	1	0	3	0	0	1	1	0	1	0	0	2	2	1	0	2	0	0	6	3	2	5	2	1	7	0	0	4	0	1	0	1	0	0	1	0									
		0.27%	0.11%	0.76%	0.74%	0.21%	0.24%	0.16%	0.10%	0.00%	0.21%	0.00%	0.69%	0.00%	0.00%	0.11%	0.10%	0.00%	0.09%	0.00%	0.00%	0.57%	0.58%	0.18%	0.00%	0.27%	0.00%	0.00%	0.78%	0.37%	0.23%	1.30%	0.42%	0.11%	0.44%	0.00%	0.00%	0.56%	0.00%	0.08%	0.00%	0.41%	0.00%	0.00%	0.30%	0.00%									
14	Грудинин Павел Николаевич	1330	103	19	60	105	61	70	96	119	18	14	36	19	22	41	72	8	22	4	25	11	12	30	13	45	1	17	15	33	36	7	10	44	13	6	4	26	15	14	16	8	16	4	13	7									
		3.76%	5.53%	0.85%	2.77%	5.58%	2.98%	3.82%	9.71%	5.31%	3.80%	5.11%	8.29%	7.20%	4.87%	4.35%	7.42%	2.82%	1.93%	1.51%	3.42%	3.15%	3.50%	5.39%	2.75%	6.11%	0.38%	2.33%	1.96%	4.08%	4.05%	1.82%	2.09%	4.69%	0.82%	1.50%	2.53%	3.65%	4.72%	1.18%	5.46%	3.32%	3.05%	1.40%	3.96%	5.38%									
15	Жириновский Владимир Вольфович	1032	41	89	30	53	59	79	21	90	22	4	5	11	13	30	33	8	45	4	8	12	12	18	11	37	3	19	29	32	38	5	9	16	21	12	6	38	8	20	6	8	5	4	12	6									
		2.92%	2.20%	3.99%	1.39%	2.82%	2.89%	4.31%	2.12%	4.02%	4.64%	1.46%	1.15%	4.17%	2.88%	3.18%	3.40%	2.82%	3.95%	1.51%	1.09%	3.44%	3.50%	3.23%	2.33%	5.03%	1.15%	2.61%	3.78%	3.96%	4.28%	1.30%	1.88%	1.71%	1.33%	2.99%	3.80%	5.33%	2.52%	1.69%	2.05%	3.32%	0.95%	1.40%	3.66%	4.62%									
16	Путин Владимир Владимирович	32502	1705	2048	2044	1697	1894	1657	868	2026	427	256	381	227	407	861	861	266	1069	256	683	322	311	494	447	631	258	693	711	729	805	360	454	871	1522	381	148	621	292	1137	267	224	503	277	295	116									
		91.97%	91.57%	91.96%	94.45%	90.22%	92.62%	90.35%	87.77%	90.45%	90.08%	93.43%	87.79%	85.98%	90.04%	91.40%	88.76%	93.66%	93.77%	96.60%	93.43%	92.26%	90.67%	88.69%	94.50%	85.73%	98.47%	95.06%	92.70%	90.22%	90.65%	93.51%	94.98%	92.86%	96.27%	95.01%	93.67%	87.10%	91.82%	96.19%	91.13%	92.95%	95.81%	97.19%	89.94%	89.23%									
17	Собчак Ксения Анатольевна	73	2	7	1	3	6	5	1	1	1	0	1	0	4	2	1	1	1	0	0	1	2	3	1	3	0	0	2	3	3	0	2	1	3	1	0	6	0	1	0	0	0	0	4	0									
		0.21%	0.11%	0.31%	0.05%	0.16%	0.29%	0.27%	0.10%	0.04%	0.21%	0.00%	0.23%	0.00%	0.88%	0.21%	0.10%	0.35%	0.09%	0.00%	0.00%	0.29%	0.58%	0.54%	0.21%	0.41%	0.00%	0.00%	0.26%	0.37%	0.34%	0.00%	0.42%	0.11%	0.19%	0.25%	0.00%	0.84%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%									
18	Сурайкин Максим Александрович	83	1	2	5	4	4	4	1	1	4	0	3	2	4	5	1	0	1	1	0	1	0	8	0	4	0	0	2	2	2	0	0	1	6	0	0	6	2	3	2	0	0	0	1	0									
		0.23%	0.05%	0.09%	0.23%	0.21%	0.20%	0.22%	0.10%	0.04%	0.84%	0.00%	0.69%	0.76%	0.88%	0.53%	0.10%	0.00%	0.09%	0.38%	0.00%	0.29%	0.00%	1.44%	0.00%	0.54%	0.00%	0.00%	0.26%	0.25%	0.23%	0.00%	0.00%	0.11%	0.38%	0.00%	0.00%	0.84%	0.63%	0.25%	0.68%	0.00%	0.00%	0.00%	0.30%	0.00%									
19	Титов Борис Юрьевич	58	2	2	5	4	5	3	1	1	0	0	3	2	0	1	0	0	1	0	3	0	1	1	1	6	0	0	2	2	1	1	0	1	3	0	0	5	0	0	0	0	1	0	0	0									
		0.16%	0.11%	0.09%	0.23%	0.21%	0.24%	0.16%	0.10%	0.04%	0.00%	0.00%	0.69%	0.76%	0.00%	0.11%	0.00%	0.00%	0.09%	0.00%	0.41%	0.00%	0.29%	0.18%	0.21%	0.82%	0.00%	0.00%	0.26%	0.25%	0.11%	0.26%	0.00%	0.11%	0.19%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%									
20	Явлинский Григорий Алексеевич	43	1	10	3	2	6	1	0	2	1	0	2	0	0	1	1	1	0	0	0	0	2	2	0	0	0	0	0	0	1	1	1	0	2	1	0	2	0	0	0	0	0	0	0	0									
		0.12%	0.05%	0.45%	0.14%	0.11%	0.29%	0.05%	0.00%	0.09%	0.21%	0.00%	0.46%	0.00%	0.00%	0.11%	0.10%	0.35%	0.00%	0.00%	0.00%	0.00%	0.58%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.26%	0.21%	0.00%	0.13%	0.25%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
