Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Балтасинская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087					
1	"Число избирателей, внесенных в список"	23880	2860	2552	825	386	513	341	844	540	853	480	1732	726	716	383	510	227	1293	718	730	669	363	415	700	332	219	1616	454	806	159	918					
2	Число полученных избирательных бюллетеней	24300	2876	2600	844	399	523	350	848	550	862	494	1753	742	744	389	517	235	1306	729	745	676	373	427	716	344	230	1633	468	824	173	930					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	21535	2724	2463	743	366	402	331	785	473	695	398	1537	614	632	374	425	195	1137	689	666	615	322	414	551	316	189	1408	423	754	137	757					
5	"Число избирательных бюллетеней, выданных вне помещения"	1940	14	2	78	20	101	10	58	57	154	75	108	105	73	8	85	32	154	21	60	51	41	1	145	16	30	184	27	49	21	160					
6	Число погашенных избирательных бюллетеней	825	138	135	23	13	20	9	5	20	13	21	108	23	39	7	7	8	15	19	19	10	10	12	20	12	11	41	18	21	15	13					
7	Число избирательных бюллетеней в переносных ящиках	1940	14	2	78	20	101	10	58	57	154	75	108	105	73	8	85	32	154	21	60	51	41	1	145	16	30	184	27	49	21	160					
8	Число бюллетеней в стационарных ящиках для голосования	21533	2724	2461	743	366	402	331	785	473	695	398	1537	614	632	374	425	195	1137	689	666	615	322	414	551	316	189	1408	423	754	137	757					
9	Число недействительных избирательных бюллетеней	121	12	17	0	3	6	3	0	0	0	0	16	0	1	0	0	0	21	2	32	0	0	1	0	0	4	0	0	3	0	0					
10	Число действительных избирательных бюллетеней	23352	2726	2446	821	383	497	338	843	530	849	473	1629	719	704	382	510	227	1270	708	694	666	363	414	696	332	215	1592	450	800	158	917					
11	Число полученных открепительных  удостоверений	500	60	50	20	10	10	10	15	10	20	10	30	20	10	10	10	10	20	10	10	10	10	10	10	10	10	40	10	20	5	20					
12	Число выданных открепительных удостоверений	135	12	19	7	2	2	1	5	2	3	3	20	10	5	0	3	0	7	2	5	1	0	0	3	4	0	3	4	6	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	12	4	1	1	2	1	8	1	1	0	11	2	0	1	6	0	4	2	1	1	0	0	1	0	0	0	1	0	0	1					
14	Число неиспользованных открепительных удостоверений	365	48	31	13	8	8	9	10	8	17	7	10	10	5	10	7	10	13	8	5	9	10	10	7	6	10	37	6	14	2	17					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	94	9	6	3	1	3	0	10	0	0	7	12	0	6	2	0	0	0	1	4	0	1	6	2	1	0	6	6	5	0	3					
		0.40%	0.33%	0.24%	0.37%	0.26%	0.60%	0.00%	1.19%	0.00%	0.00%	1.48%	0.73%	0.00%	0.85%	0.52%	0.00%	0.00%	0.00%	0.14%	0.55%	0.00%	0.28%	1.45%	0.29%	0.30%	0.00%	0.38%	1.33%	0.62%	0.00%	0.33%					
19	. Малышкин Олег Александрович	80	10	3	3	0	1	1	6	0	0	2	14	0	1	0	0	0	4	3	1	0	2	0	1	2	0	7	0	8	0	11					
		0.34%	0.37%	0.12%	0.37%	0.00%	0.20%	0.29%	0.71%	0.00%	0.00%	0.42%	0.85%	0.00%	0.14%	0.00%	0.00%	0.00%	0.31%	0.42%	0.14%	0.00%	0.55%	0.00%	0.14%	0.60%	0.00%	0.44%	0.00%	1.00%	0.00%	1.20%					
20	. Миронов Сергей Михайлович	177	16	4	6	4	4	2	32	0	0	1	33	0	15	2	2	1	5	4	6	0	1	4	2	0	2	7	2	17	0	5					
		0.75%	0.58%	0.16%	0.73%	1.04%	0.80%	0.59%	3.80%	0.00%	0.00%	0.21%	2.01%	0.00%	2.13%	0.52%	0.39%	0.44%	0.39%	0.56%	0.83%	0.00%	0.28%	0.96%	0.29%	0.00%	0.91%	0.44%	0.44%	2.12%	0.00%	0.55%					
21	. Путин Владимир Владимирович	22412	2646	2398	776	356	481	319	720	515	816	441	1536	705	672	363	498	224	1229	683	654	665	357	389	681	326	213	1536	421	761	150	881					
		95.48%	96.64%	97.36%	94.52%	92.23%	95.63%	93.55%	85.41%	97.17%	96.11%	93.23%	93.37%	98.05%	95.32%	95.03%	97.65%	98.68%	95.20%	96.20%	90.08%	99.85%	98.35%	93.73%	97.84%	98.19%	97.26%	96.48%	93.56%	94.77%	94.94%	96.07%					
22	. Хакамада Ирина Муцуовна	153	12	8	21	4	4	4	22	6	5	2	12	5	0	4	0	1	3	3	13	0	0	1	0	1	0	11	4	5	2	0					
		0.65%	0.44%	0.32%	2.56%	1.04%	0.80%	1.17%	2.61%	1.13%	0.59%	0.42%	0.73%	0.70%	0.00%	1.05%	0.00%	0.44%	0.23%	0.42%	1.79%	0.00%	0.00%	0.24%	0.00%	0.30%	0.00%	0.69%	0.89%	0.62%	1.27%	0.00%					
23	. Харитонов Николай Михайлович	278	16	11	6	18	1	12	32	5	25	16	12	9	7	4	7	1	3	10	14	1	2	5	8	2	0	23	11	0	6	11					
		1.18%	0.58%	0.45%	0.73%	4.66%	0.20%	3.52%	3.80%	0.94%	2.94%	3.38%	0.73%	1.25%	0.99%	1.05%	1.37%	0.44%	0.23%	1.41%	1.93%	0.15%	0.55%	1.20%	1.15%	0.60%	0.00%	1.44%	2.44%	0.00%	3.80%	1.20%					
																																					
24	Против всех	158	17	16	6	0	3	0	21	4	3	4	10	0	3	7	3	0	26	4	2	0	0	9	2	0	0	2	6	4	0	6					
		0.67%	0.62%	0.65%	0.73%	0.00%	0.60%	0.00%	2.49%	0.75%	0.35%	0.85%	0.61%	0.00%	0.43%	1.83%	0.59%	0.00%	2.01%	0.56%	0.28%	0.00%	0.00%	2.17%	0.29%	0.00%	0.00%	0.13%	1.33%	0.50%	0.00%	0.65%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
