Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Черногорская городская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161					
1	"Число избирателей, внесенных в список избирателей"	49875	802	1020	1050	927	1181	992	1683	556	1241	771	1097	1274	1328	1168	1333	941	949	1083	1664	803	983	981	1691	1065	697	1763	1715	1941	1942	1263	1544	673	2018	1193	676	1893	1398	534	1067	1066	625	1284					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50590	890	1000	1080	1060	1160	900	1760	530	1310	880	1090	1220	1310	1140	1360	930	940	1070	1610	770	1030	990	1750	1060	700	1760	1850	1870	1890	1260	1520	780	2010	1180	700	1990	1310	530	1180	1100	650	1470					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22343	460	499	508	386	347	397	620	192	503	395	374	423	525	513	610	390	435	419	607	361	426	506	826	486	237	826	794	901	884	652	727	378	953	548	352	904	630	212	510	561	376	690					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3899	184	166	138	116	198	215	148	84	70	55	179	130	101	85	125	100	101	42	129	140	129	67	86	34	91	74	76	42	60	54	41	22	66	115	18	82	63	50	78	48	46	51					
6	Число погашенных избирательных бюллетеней	24348	246	335	434	558	615	288	992	254	737	430	537	667	684	542	625	440	404	609	874	269	475	417	838	540	372	860	980	927	946	554	752	380	991	517	330	1004	617	268	592	491	228	729					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3899	184	166	138	116	198	215	148	84	70	55	179	130	101	85	125	100	101	42	129	140	129	67	86	34	91	74	76	42	60	54	41	22	66	115	18	82	63	50	78	48	46	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22338	460	499	508	386	347	397	619	192	503	395	374	423	525	513	610	390	435	419	607	361	426	506	826	486	237	826	793	899	884	652	727	378	953	548	352	904	629	212	510	561	376	690					
9	Число недействительных избирательных бюллетеней	340	11	7	11	8	2	7	7	2	10	6	1	7	5	8	16	4	4	4	13	9	4	3	11	12	6	19	9	17	12	8	4	3	15	4	10	14	9	5	6	10	9	8					
10	Число действительных избирательных бюллетеней	25897	633	658	635	494	543	605	760	274	563	444	552	546	621	590	719	486	532	457	723	492	551	570	901	508	322	881	860	924	932	698	764	397	1004	659	360	972	683	257	582	599	413	733					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	660	18	15	10	10	10	10	25	10	20	16	5	10	13	10	15	10	10	12	12	10	18	14	20	20	10	20	27	25	35	17	20	10	15	10	15	23	18	10	18	24	10	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	583	18	15	8	9	6	7	24	3	14	16	5	5	13	10	15	1	10	12	12	9	17	13	15	20	10	17	26	24	28	16	16	10	13	9	15	23	18	3	18	22	8	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	678	52	10	22	18	7	10	8	8	14	8	6	6	7	8	13	11	87	13	17	13	12	10	15	16	62	19	26	13	11	5	13	6	10	25	7	13	23	9	9	11	15	10					
14	Число погашенных неиспользованных открепительных удостоверений	77	0	0	2	1	4	3	1	7	6	0	0	5	0	0	0	9	0	0	0	1	1	1	5	0	0	3	1	1	7	1	4	0	2	1	0	0	0	7	0	2	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	340	5	7	12	6	9	8	18	3	13	6	4	7	8	9	6	6	8	9	4	4	14	5	8	6	11	7	12	10	6	10	6	11	14	2	7	21	9	2	16	3	5	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4209	91	103	100	67	68	89	138	29	77	55	73	68	97	94	134	62	88	78	112	77	87	92	173	84	38	165	155	168	167	121	132	65	156	129	63	180	138	29	98	106	76	87					
		16.04%	14.13%	15.49%	15.48%	13.35%	12.48%	14.54%	17.99%	10.51%	13.44%	12.22%	13.20%	12.30%	15.50%	15.72%	18.23%	12.65%	16.42%	16.92%	15.22%	15.37%	15.68%	16.06%	18.97%	16.15%	11.59%	18.33%	17.84%	17.85%	17.69%	17.14%	17.19%	16.25%	15.31%	19.46%	17.03%	18.26%	19.94%	11.07%	16.67%	17.41%	18.01%	11.74%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4569	160	107	120	100	112	128	125	54	90	63	105	102	97	130	139	97	111	85	143	87	85	82	155	86	71	150	150	139	144	133	117	50	172	87	73	170	96	42	96	106	65	145					
		17.41%	24.84%	16.09%	18.58%	19.92%	20.55%	20.92%	16.30%	19.57%	15.71%	14.00%	18.99%	18.44%	15.50%	21.74%	18.91%	19.80%	20.71%	18.44%	19.43%	17.37%	15.32%	14.31%	16.99%	16.54%	21.65%	16.67%	17.26%	14.77%	15.25%	18.84%	15.23%	12.50%	16.88%	13.12%	19.73%	17.24%	13.87%	16.03%	16.33%	17.41%	15.40%	19.57%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	379	6	5	7	7	2	7	18	5	9	6	7	5	5	8	16	5	3	3	8	12	8	14	7	5	12	23	10	13	20	10	6	10	16	7	9	13	8	3	5	13	11	12					
		1.44%	0.93%	0.75%	1.08%	1.39%	0.37%	1.14%	2.35%	1.81%	1.57%	1.33%	1.27%	0.90%	0.80%	1.34%	2.18%	1.02%	0.56%	0.65%	1.09%	2.40%	1.44%	2.44%	0.77%	0.96%	3.66%	2.56%	1.15%	1.38%	2.12%	1.42%	0.78%	2.50%	1.57%	1.06%	2.43%	1.32%	1.16%	1.15%	0.85%	2.13%	2.61%	1.62%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5816	145	161	116	95	80	129	171	46	135	134	76	102	139	98	171	95	117	116	154	134	123	163	196	102	45	184	201	238	223	191	179	87	243	179	81	209	157	66	152	145	101	137					
		22.17%	22.52%	24.21%	17.96%	18.92%	14.68%	21.08%	22.29%	16.67%	23.56%	29.78%	13.74%	18.44%	22.20%	16.39%	23.27%	19.39%	21.83%	25.16%	20.92%	26.75%	22.16%	28.45%	21.49%	19.62%	13.72%	20.44%	23.13%	25.29%	23.62%	27.05%	23.31%	21.75%	23.85%	26.99%	21.89%	21.20%	22.69%	25.19%	25.85%	23.81%	23.93%	18.49%					
