Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Чапаевская городская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144					
1	"Число избирателей, внесенных в список избирателей"	57467	2766	2672	1439	1340	2578	1423	1403	1315	1687	1382	1597	1352	1838	1707	1607	947	1183	868	1550	1095	1413	968	1197	935	1345	852	2656	2713	2938	2736	2758	1181	1457	2569					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47100	2300	2200	1200	1100	2100	1200	1200	1100	1400	1100	1300	1100	1500	1300	1300	800	900	700	1300	900	1200	800	1100	800	1100	700	2200	2200	2400	2200	2200	900	1200	2100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23566	1262	1220	538	603	1134	548	619	588	754	577	716	551	796	625	524	271	487	364	693	470	671	419	710	271	308	152	1027	996	1265	1024	818	534	758	1273					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1512	77	49	19	29	65	54	27	45	31	32	38	30	29	85	46	45	58	31	56	54	48	26	14	20	43	4	67	81	52	87	36	43	36	55					
6	Число погашенных избирательных бюллетеней	22022	961	931	643	468	901	598	554	467	615	491	546	519	675	590	730	484	355	305	551	376	481	355	376	509	749	544	1106	1123	1083	1089	1346	323	406	772					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1512	77	49	19	29	65	54	27	45	31	32	38	30	29	85	46	45	58	31	56	54	48	26	14	20	43	4	67	81	52	87	36	43	36	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23566	1262	1220	538	603	1134	548	619	588	754	577	716	551	796	625	524	271	487	364	693	470	671	419	710	271	308	152	1027	996	1265	1024	818	534	758	1273					
9	Число недействительных избирательных бюллетеней	557	22	16	12	8	28	15	24	16	24	14	13	21	15	18	14	15	12	9	19	14	19	11	12	5	12	4	26	27	30	12	6	9	28	27					
10	Число действительных избирательных бюллетеней	24521	1317	1253	545	624	1171	587	622	617	761	595	741	560	810	692	556	301	533	386	730	510	700	434	712	286	339	152	1068	1050	1287	1099	848	568	766	1301					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	965	40	50	25	25	40	25	35	25	25	25	30	25	25	25	25	20	20	20	25	20	25	20	20	20	25	20	50	30	50	40	30	20	25	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	696	40	46	25	19	37	17	28	14	23	19	28	13	25	23	7	4	13	17	24	10	18	14	5	7	5	4	37	26	41	33	13	15	12	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	395	14	7	14	17	17	12	9	13	8	11	19	16	16	9	10	11	15	9	4	7	11	15	9	4	10	17	13	13	11	5	22	11	8	8					
14	Число погашенных неиспользованных открепительных удостоверений	269	0	4	0	6	3	8	7	11	2	6	2	12	0	2	18	16	7	3	1	10	7	6	15	13	20	16	13	4	9	7	17	5	13	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	1	0	0	0	2	1	3	1	5	2	0	0	1	0	0	0	1	0	0	3	0	1	0	0	0	0	2	0	2	0	1	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4225	255	207	98	110	235	105	126	115	164	112	122	89	143	113	90	34	89	70	125	79	133	80	79	33	39	20	207	186	226	212	132	84	116	197					
		16.85%	19.04%	16.31%	17.59%	17.41%	19.60%	17.44%	19.50%	18.17%	20.89%	18.39%	16.18%	15.32%	17.33%	15.92%	15.79%	10.76%	16.33%	17.72%	16.69%	15.08%	18.50%	17.98%	10.91%	11.34%	11.11%	12.82%	18.92%	17.27%	17.16%	19.08%	15.46%	14.56%	14.61%	14.83%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4308	228	213	82	103	156	78	93	119	116	80	138	99	149	140	100	54	84	62	129	76	94	78	211	65	67	27	186	205	198	196	158	94	153	277					
		17.18%	17.03%	16.78%	14.72%	16.30%	13.01%	12.96%	14.40%	18.80%	14.78%	13.14%	18.30%	17.04%	18.06%	19.72%	17.54%	17.09%	15.41%	15.70%	17.22%	14.50%	13.07%	17.53%	29.14%	22.34%	19.09%	17.31%	17.00%	19.03%	15.03%	17.64%	18.50%	16.29%	19.27%	20.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	278	17	16	8	4	21	0	7	7	7	18	11	1	10	11	8	2	5	1	3	5	4	5	6	6	2	0	8	13	19	8	11	5	10	19					
		1.11%	1.27%	1.26%	1.44%	0.63%	1.75%	0.00%	1.08%	1.11%	0.89%	2.96%	1.46%	0.17%	1.21%	1.55%	1.40%	0.63%	0.92%	0.25%	0.40%	0.95%	0.56%	1.12%	0.83%	2.06%	0.57%	0.00%	0.73%	1.21%	1.44%	0.72%	1.29%	0.87%	1.26%	1.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5156	261	309	118	153	238	114	137	135	159	130	164	135	185	130	101	58	101	78	139	103	140	91	91	46	66	15	252	244	329	236	142	91	181	284					
		20.56%	19.49%	24.35%	21.18%	24.21%	19.85%	18.94%	21.21%	21.33%	20.25%	21.35%	21.75%	23.24%	22.42%	18.31%	17.72%	18.35%	18.53%	19.75%	18.56%	19.66%	19.47%	20.45%	12.57%	15.81%	18.80%	9.62%	23.03%	22.66%	24.98%	21.24%	16.63%	15.77%	22.80%	21.39%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	601	27	37	25	21	36	16	10	10	28	23	25	11	16	18	19	4	6	11	14	7	15	14	6	3	8	1	28	22	39	24	13	11	14	39					
		2.40%	2.02%	2.92%	4.49%	3.32%	3.00%	2.66%	1.55%	1.58%	3.57%	3.78%	3.32%	1.89%	1.94%	2.54%	3.33%	1.27%	1.10%	2.78%	1.87%	1.34%	2.09%	3.15%	0.83%	1.03%	2.28%	0.64%	2.56%	2.04%	2.96%	2.16%	1.52%	1.91%	1.76%	2.94%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9877	526	468	209	232	482	274	246	231	285	231	279	222	302	276	238	149	247	163	319	239	314	163	318	132	155	89	383	377	474	417	389	281	288	479					
		39.39%	39.28%	36.88%	37.52%	36.71%	40.20%	45.51%	38.08%	36.49%	36.31%	37.93%	37.00%	38.21%	36.61%	38.87%	41.75%	47.15%	45.32%	41.27%	42.59%	45.61%	43.67%	36.63%	43.92%	45.36%	44.16%	57.05%	35.01%	35.00%	35.99%	37.53%	45.55%	48.70%	36.27%	36.07%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	76	3	3	5	1	3	0	3	0	2	1	2	3	5	4	0	0	1	1	1	1	0	3	1	1	2	0	4	3	2	6	3	2	4	6					
		0.30%	0.22%	0.24%	0.90%	0.16%	0.25%	0.00%	0.46%	0.00%	0.25%	0.16%	0.27%	0.52%	0.61%	0.56%	0.00%	0.00%	0.18%	0.25%	0.13%	0.19%	0.00%	0.67%	0.14%	0.34%	0.57%	0.00%	0.37%	0.28%	0.15%	0.54%	0.35%	0.35%	0.50%	0.45%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
