Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Черниговская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141					
1	"Число избирателей, внесенных в списки"	28630	1897	1707	2414	1735	1579	1664	84	1200	423	132	427	400	417	1683	279	405	563	176	192	1121	2113	2242	511	1237	1504	1402	536	229	358					
2	"Число бюллетеней, полученных участковыми комиссиями"	27510	1700	1600	2400	1600	1600	1600	90	1200	400	130	400	400	700	1600	260	390	580	180	180	1000	2000	2100	500	1100	1400	1300	500	200	400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14948	1213	717	1123	807	904	829	66	680	271	94	303	268	390	857	200	255	300	134	83	426	969	1152	257	583	522	857	280	159	249					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1310	37	126	55	71	59	57	6	74	34	7	6	11	27	47	0	53	54	12	15	134	29	29	40	56	170	20	56	25	0					
6	Число погашенных бюллетеней	11252	450	757	1222	722	637	714	18	446	95	29	91	121	283	696	60	82	226	34	82	440	1002	919	203	461	708	423	164	16	151					
7	Число бюллетеней в переносных ящиках для голосования	1310	37	126	55	71	59	57	6	74	34	7	6	11	27	47	0	53	54	12	15	134	29	29	40	56	170	20	56	25	0					
8	Число бюллетеней в стационарных ящиках для голосования	14941	1212	717	1120	807	902	829	66	680	271	94	303	268	390	856	200	255	300	134	83	426	969	1152	257	583	522	857	280	159	249					
9	Число недействительных бюллетеней	172	3	9	10	8	6	2	0	24	2	0	4	2	4	12	2	14	1	0	3	1	9	20	5	16	6	7	0	1	1					
10	Число действительных бюллетеней	16079	1246	834	1165	870	955	884	72	730	303	101	305	277	413	891	198	294	353	146	95	559	989	1161	292	623	686	870	336	183	248					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	491	30	30	33	30	30	30	2	20	7	3	7	10	10	30	4	7	10	3	3	20	40	40	10	20	20	18	10	4	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	104	12	3	12	4	14	5	1	5	2	2	2	6	0	16	0	0	3	0	0	4	3	3	1	1	1	3	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	76	2	0	1	3	13	4	1	6	2	1	1	1	0	4	1	1	1	1	6	3	5	3	2	1	5	3	3	0	2					
14	Число погашенных открепительных удостоверений	387	18	27	21	26	16	25	1	15	5	1	5	4	10	14	4	7	7	3	3	16	37	37	9	19	19	15	9	4	10					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	200	13	6	12	10	10	7	1	9	6	6	4	7	12	9	5	4	8	4	2	5	14	7	3	6	5	14	5	2	4					
		1.23%	1.04%	0.71%	1.02%	1.13%	1.04%	0.79%	1.38%	1.19%	1.96%	5.94%	1.29%	2.50%	2.87%	0.99%	2.5%	1.29%	2.25%	2.73%	2.04%	0.89%	1.40%	0.59%	1.01%	0.93%	0.72%	1.59%	1.48%	1.08%	1.60%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	334	36	18	26	28	21	26	1	19	4	0	1	1	5	5	11	2	5	1	3	15	22	35	6	12	6	16	6	1	2					
		2.05%	2.88%	2.13%	2.21%	3.18%	2.18%	2.93%	1.38%	2.51%	1.31%	0.0%	0.32%	0.35%	1.19%	0.55%	5.5%	0.64%	1.41%	0.68%	3.06%	2.67%	2.20%	2.96%	2.02%	1.87%	0.86%	1.82%	1.78%	0.54%	0.80%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	441	24	24	22	22	32	25	2	10	4	0	6	6	10	38	6	14	8	9	1	14	30	55	2	14	24	25	10	3	1					
		2.71%	1.92%	2.84%	1.87%	2.50%	3.32%	2.82%	2.77%	1.32%	1.31%	0.0%	1.94%	2.15%	2.39%	4.20%	3.0%	4.54%	2.25%	6.16%	1.02%	2.49%	3.00%	4.65%	0.67%	2.19%	3.46%	2.85%	2.97%	1.63%	0.40%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	469	20	10	42	33	40	17	2	10	4	1	5	3	2	15	4	8	7	0	3	28	68	59	8	22	21	16	7	8	6					
		2.88%	1.60%	1.18%	3.57%	3.75%	4.16%	1.91%	2.77%	1.32%	1.31%	0.99%	1.61%	1.07%	0.47%	1.66%	2.0%	2.59%	1.97%	0.0%	3.06%	4.99%	6.81%	4.99%	2.69%	3.44%	3.03%	1.82%	2.08%	4.34%	2.40%					
22	"5. ""За Русь Святую"""	83	6	4	4	1	3	8	0	4	1	2	3	1	1	6	2	5	0	1	1	5	9	5	5	1	0	3	1	1	0					
		0.51%	0.48%	0.47%	0.34%	0.11%	0.31%	0.90%	0.0%	0.53%	0.32%	1.98%	0.97%	0.35%	0.23%	0.66%	1.0%	1.62%	0.0%	0.68%	1.02%	0.89%	0.90%	0.42%	1.68%	0.15%	0.0%	0.34%	0.29%	0.54%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	51	5	2	2	2	2	6	0	6	0	0	1	0	1	6	1	2	3	1	0	1	2	3	0	1	3	0	1	0	0					
		0.31%	0.40%	0.23%	0.17%	0.22%	0.20%	0.67%	0.0%	0.79%	0.0%	0.0%	0.32%	0.0%	0.23%	0.66%	0.5%	0.64%	0.84%	0.68%	0.0%	0.17%	0.20%	0.25%	0.0%	0.15%	0.43%	0.0%	0.29%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	175	24	3	16	5	9	8	0	6	6	0	1	1	0	6	2	1	0	4	0	4	14	22	4	10	5	19	2	2	1					
		1.07%	1.92%	0.35%	1.36%	0.56%	0.93%	0.90%	0.0%	0.79%	1.96%	0.0%	0.32%	0.35%	0.0%	0.66%	1.0%	0.32%	0.0%	2.73%	0.0%	0.71%	1.40%	1.86%	1.34%	1.56%	0.72%	2.16%	0.59%	1.08%	0.40%					
25	"8. ""Народно-республиканская партия России"""	15	1	0	1	0	0	1	0	0	0	0	2	1	1	1	0	0	3	0	0	1	1	1	0	0	0	1	0	0	0					
		0.09%	0.08%	0.0%	0.08%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.64%	0.35%	0.23%	0.11%	0.0%	0.0%	0.84%	0.0%	0.0%	0.17%	0.10%	0.08%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	40	10	2	3	2	2	2	0	1	0	0	0	0	1	0	0	1	0	2	0	0	4	0	0	0	2	8	0	0	0					
		0.24%	0.80%	0.23%	0.25%	0.22%	0.20%	0.22%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.32%	0.0%	1.36%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.28%	0.91%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	401	11	25	39	11	15	15	3	28	15	5	17	4	21	27	1	17	13	2	2	9	16	30	3	8	30	9	16	1	8					
		2.46%	0.88%	2.96%	3.31%	1.25%	1.56%	1.69%	4.16%	3.71%	4.91%	4.95%	5.50%	1.43%	5.03%	2.99%	0.5%	5.51%	3.67%	1.36%	2.04%	1.60%	1.60%	2.54%	1.01%	1.25%	4.33%	1.02%	4.76%	0.54%	3.21%					
28	"11. ""Истинные патриоты России"""	28	3	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	0	0	14	0	0	1					
		0.17%	0.24%	0.11%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.20%	0.16%	0.0%	0.0%	0.0%	1.59%	0.0%	0.0%	0.40%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	76	4	6	6	3	7	12	1	2	1	0	2	0	1	4	0	2	1	0	0	5	1	2	0	3	3	5	4	0	1					
		0.46%	0.32%	0.71%	0.51%	0.34%	0.72%	1.35%	1.38%	0.26%	0.32%	0.0%	0.64%	0.0%	0.23%	0.44%	0.0%	0.64%	0.28%	0.0%	0.0%	0.89%	0.10%	0.16%	0.0%	0.46%	0.43%	0.57%	1.19%	0.0%	0.40%					
30	"13. ""Демократическая партия России"""	67	0	2	5	4	3	3	0	2	3	0	0	0	0	5	3	1	2	0	1	4	3	8	2	5	8	3	0	0	0					
		0.41%	0.0%	0.23%	0.42%	0.45%	0.31%	0.33%	0.0%	0.26%	0.98%	0.0%	0.0%	0.0%	0.0%	0.55%	1.5%	0.32%	0.56%	0.0%	1.02%	0.71%	0.30%	0.67%	0.67%	0.78%	1.15%	0.34%	0.0%	0.0%	0.0%					
