Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																	
Дата голосования: 04.12.2011																	
																	
Наименование Избирательной комиссии:    Быстроистокская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683					
1	"Число избирателей, внесенных в список избирателей"	8614	996	953	1102	1186	716	440	812	1130	1043	236					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9000	1000	950	1150	1300	750	450	850	1200	1100	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4656	462	493	607	640	385	265	470	616	567	151					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	705	137	72	66	80	45	54	99	61	69	22					
6	Число погашенных избирательных бюллетеней	3639	401	385	477	580	320	131	281	523	464	77					
7	Число избирательных бюллетеней в переносных ящиках для голосования	705	137	72	66	80	45	54	99	61	69	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4656	462	493	607	640	385	265	470	616	567	151					
9	Число недействительных избирательных бюллетеней	87	10	8	19	10	5	6	6	11	7	5					
10	Число действительных избирательных бюллетеней	5274	589	557	654	710	425	313	563	666	629	168					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	96	10	11	20	13	12	8	6	8	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	76	1	9	20	13	11	8	6	7	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	43	6	1	5	6	2	5	6	5	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	20	9	2	0	0	1	0	0	1	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	2	1	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	630	54	66	91	90	59	33	78	71	68	20					
		11.75%	9.02%	11.68%	13.52%	12.50%	13.72%	10.34%	13.71%	10.49%	10.69%	11.56%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1117	110	160	170	176	75	47	141	56	139	43					
		20.84%	18.36%	28.32%	25.26%	24.44%	17.44%	14.73%	24.78%	8.27%	21.86%	24.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	3	2	4	5	0	4	2	4	0					
		0.45%	0.00%	0.53%	0.30%	0.56%	1.16%	0.00%	0.70%	0.30%	0.63%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	972	70	97	138	136	80	52	106	191	79	23					
		18.13%	11.69%	17.17%	20.51%	18.89%	18.60%	16.30%	18.63%	28.21%	12.42%	13.29%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	6	8	11	3	0	4	3	5	3	1					
		0.82%	1.00%	1.42%	1.63%	0.42%	0.00%	1.25%	0.53%	0.74%	0.47%	0.58%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2479	347	223	242	300	204	177	229	341	335	81					
		46.24%	57.93%	39.47%	35.96%	41.67%	47.44%	55.49%	40.25%	50.37%	52.67%	46.82%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	8	2	0	0	1	2	0	2	0	1	0					
		0.15%	0.33%	0.00%	0.00%	0.14%	0.47%	0.00%	0.35%	0.00%	0.16%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
