Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
"Наименование Избирательной комиссии:    Воронеж, Центральная"																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442					
1	"Число избирателей, внесенных в список избирателей"	69135	1693	1518	1460	2203	1605	1280	1437	1554	1346	1224	1277	1703	1392	1478	1158	1998	1644	1678	1464	1716	2089	1030	3126	2442	2093	2059	1110	2187	1807	2129	1477	1672	2093	1385	1643	2142	1941	2640	205	739	323	1975					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	59160	1400	1100	1200	2000	1300	1000	1200	1300	2100	1000	1100	1400	1100	1100	1000	1800	1400	1300	1100	1400	1600	1000	2200	2100	1850	1600	900	2000	1500	2000	1200	1400	2100	1250	1500	1800	1600	2300	210	800	350	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	34633	804	606	820	1077	906	699	784	741	712	693	691	735	687	808	651	997	828	794	656	816	898	499	1420	1098	782	1065	505	991	910	985	624	819	1126	759	776	1170	981	1454	194	739	286	1047					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1430	31	169	19	52	30	17	32	30	18	15	8	23	11	93	20	26	27	24	30	20	66	6	238	43	72	4	20	40	46	16	13	51	15	17	11	21	25	16	0	0	0	15					
6	Число погашенных избирательных бюллетеней	23097	565	325	361	871	364	284	384	529	1370	292	401	642	402	199	329	777	545	482	414	564	636	495	542	959	996	531	375	969	544	999	563	530	959	474	713	609	594	830	16	61	64	538					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1430	31	169	19	52	30	17	32	30	18	15	8	23	11	93	20	26	27	24	30	20	66	6	238	43	72	4	20	40	46	16	13	51	15	17	11	21	25	16	0	0	0	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34622	804	606	820	1077	904	699	784	740	712	693	691	735	687	807	651	995	828	793	656	815	898	499	1420	1098	782	1065	505	990	910	984	624	819	1126	759	776	1170	981	1453	194	739	286	1047					
9	Число недействительных избирательных бюллетеней	466	4	14	10	10	10	0	10	9	6	15	3	9	7	11	13	17	12	12	18	10	11	7	26	11	7	20	8	18	9	7	7	18	10	18	16	14	10	16	5	14	2	12					
10	Число действительных избирательных бюллетеней	35586	831	761	829	1119	924	716	806	761	724	693	696	749	691	889	658	1004	843	805	668	825	953	498	1632	1130	847	1049	517	1012	947	993	630	852	1131	758	771	1177	996	1453	189	725	284	1050					
