Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
"Наименование Избирательной комиссии:    Воронеж, Центральная"																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441					
1	"Число избирателей, внесенных в списки избирателей"	68549	1593	1814	830	2182	1660	1741	1576	1423	1476	1410	2116	1276	1390	1398	1493	2110	1281	1975	1790	1714	2037	762	3094	2494	1866	1464	1970	2406	1759	1761	1812	1490	1857	1607	1576	1915	1511	3274	207	1007	432					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63950	1550	1600	1400	2150	1550	1650	1500	1350	1450	1350	2000	1150	1350	1250	1450	1600	1200	1800	1700	1600	1850	700	2800	2400	1800	1300	1800	2300	1700	1750	1750	1400	1650	1300	1500	1600	1400	2600	250	1000	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	38040	820	774	781	1159	922	998	926	863	878	832	1292	638	770	852	850	1079	722	957	914	864	960	425	1530	1211	846	759	1049	1183	1000	935	944	794	1022	979	957	1080	875	2046	197	925	432					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2370	45	217	49	41	37	54	42	41	40	30	31	40	27	119	37	88	36	143	62	26	65	8	273	95	85	37	35	115	63	26	32	58	32	42	21	25	13	140	0	0	0					
6	Число погашенных избирательных бюллетеней	23540	685	609	570	950	591	598	532	446	532	488	677	472	553	279	563	433	442	700	724	710	825	267	997	1094	869	504	716	1002	637	789	774	548	596	279	522	495	512	414	53	75	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2370	45	217	49	41	37	54	42	41	40	30	31	40	27	119	37	88	36	143	62	26	65	8	273	95	85	37	35	115	63	26	32	58	32	42	21	25	13	140	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37996	820	774	781	1159	916	998	926	862	875	832	1292	635	770	850	847	1075	722	955	912	862	960	425	1530	1208	844	759	1049	1181	999	935	944	794	1022	978	957	1080	873	2041	197	925	432					
9	Число недействительных избирательных бюллетеней	519	8	12	15	19	13	13	11	15	13	17	20	9	11	11	15	7	8	15	11	9	12	4	33	20	7	5	11	13	10	7	12	7	14	9	12	12	4	22	13	32	8					
10	Число действительных избирательных бюллетеней	39847	857	979	815	1181	940	1039	957	888	902	845	1303	666	786	958	869	1156	750	1083	963	879	1013	429	1770	1283	922	791	1073	1283	1052	954	964	845	1040	1011	966	1093	882	2159	184	893	424					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1172	18	38	18	25	28	18	26	18	28	28	35	19	18	20	18	60	21	18	23	26	18	18	96	33	18	28	40	28	33	36	22	18	29	50	100	30	22	50	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	870	18	28	18	20	23	12	22	18	20	20	31	12	15	10	14	50	17	15	19	23	18	11	92	24	18	18	24	27	33	17	18	17	23	34	25	13	17	36	0	0	0					
