Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Мостовская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142					
1	"Число избирателей, внесенных в списки избирателей"	53132	1389	1917	1856	2253	1804	1460	1635	1200	2210	1325	1399	664	1762	895	795	1425	1140	1463	1096	562	1993	821	2427	2378	490	331	1354	1065	393	1129	2367	484	1437	864	189	229	1312	1452	923	1101	1583	560					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53190	1400	1935	1865	2240	1820	1465	1640	1175	2145	1310	1400	640	1770	895	790	1435	1140	1460	1090	535	2010	810	2430	2385	490	330	1385	1065	395	1145	2380	480	1465	870	185	230	1290	1460	930	1120	1610	575					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28260	706	994	890	1151	907	780	692	613	1112	602	763	273	926	545	328	711	542	701	507	293	1227	472	1691	1372	238	153	775	451	201	745	1576	214	821	475	108	100	677	856	460	563	798	251					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4075	44	61	87	85	39	78	146	121	123	135	36	121	60	62	106	92	73	54	188	94	122	74	118	108	62	54	143	216	36	82	98	124	153	54	26	37	117	190	115	104	152	85					
6	Число погашенных избирательных бюллетеней	20855	650	880	888	1004	874	607	802	441	910	573	601	246	784	288	356	632	525	705	395	148	661	264	621	905	190	123	467	398	158	318	706	142	491	341	51	93	496	414	355	453	660	239					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4075	44	61	87	85	39	78	146	121	123	135	36	121	60	62	106	92	73	54	188	94	122	74	118	108	62	54	143	216	36	82	98	124	153	54	26	37	117	190	115	104	152	85					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28252	706	994	889	1151	907	780	692	613	1112	602	763	273	926	543	328	706	542	701	507	293	1227	472	1691	1372	238	153	775	451	201	745	1576	214	821	475	108	100	677	856	460	563	798	251					
9	Число недействительных избирательных бюллетеней	504	17	13	17	16	12	29	11	19	13	11	18	5	17	55	4	12	3	12	11	7	9	27	27	13	4	3	9	9	5	14	10	4	7	3	1	6	13	9	6	6	11	6					
10	Число действительных избирательных бюллетеней	31823	733	1042	959	1220	934	829	827	715	1222	726	781	389	969	550	430	786	612	743	684	380	1340	519	1782	1467	296	204	909	658	232	813	1664	334	967	526	133	131	781	1037	569	661	939	330					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	675	20	20	20	30	20	20	20	5	20	20	20	10	20	15	10	20	15	17	15	13	20	10	25	25	5	5	20	15	5	15	25	5	20	15	5	5	15	20	15	25	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	288	8	8	6	14	12	2	9	1	11	6	9	2	20	6	4	8	5	1	2	12	8	7	6	10	0	2	6	4	1	12	9	0	15	5	0	0	7	7	2	24	16	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	106	1	5	1	13	6	2	2	8	4	5	2	2	2	2	1	4	2	3	0	0	1	4	1	4	2	1	2	5	0	5	1	0	0	1	1	1	3	2	3	0	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	387	12	12	14	16	8	18	11	4	9	14	11	8	0	9	6	12	10	16	13	1	12	3	19	15	5	3	14	11	4	3	16	5	5	10	5	5	8	13	13	1	4	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	1	1	1	0	6	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	628	11	11	18	24	21	14	10	11	28	13	15	7	16	9	8	14	3	6	8	7	13	9	36	31	4	7	18	14	5	8	19	2	31	7	3	6	17	20	15	14	44	51					
		1.94%	1.47%	1.04%	1.84%	1.94%	2.22%	1.63%	1.19%	1.50%	2.27%	1.76%	1.88%	1.78%	1.62%	1.49%	1.84%	1.75%	0.49%	0.79%	1.15%	1.81%	0.96%	1.65%	1.99%	2.09%	1.33%	3.38%	1.96%	2.10%	2.11%	0.97%	1.14%	0.59%	3.18%	1.32%	2.24%	4.38%	2.14%	1.91%	2.61%	2.10%	4.63%	15.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	161	6	9	3	12	7	4	6	4	12	2	6	3	4	4	6	9	0	5	1	3	4	4	6	8	0	0	1	3	0	0	12	1	0	2	0	0	4	1	2	3	2	2					
