Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Мостовская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142					
1	"Число избирателей, внесенных в список избирателей"	50568	1471	1805	1528	2317	1526	1545	1608	1529	1846	1146	1454	711	1682	847	790	1324	983	1313	1144	538	1853	761	2396	2333	493	315	1344	946	340	1036	2170	476	1309	718	149	189	1462	1330	895	1045	1368	533					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	53395	1555	1955	1595	2495	1610	1640	1735	1645	1755	1195	1550	720	1810	895	845	1380	1030	1380	1210	505	1980	805	2450	2410	505	320	1400	1020	385	1090	2355	490	1390	875	175	205	1500	1330	910	1120	1585	590					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29574	790	1059	1013	1524	786	1185	891	989	846	646	774	367	908	572	475	1033	723	704	479	333	1076	389	1638	1435	218	172	912	475	197	585	1494	167	806	444	87	92	558	660	293	637	852	290					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4433	92	181	115	85	43	72	152	171	246	119	86	85	135	95	82	73	66	106	285	77	143	82	149	116	87	36	93	90	39	121	93	154	86	59	24	67	114	141	109	92	97	75					
6	Число погашенных избирательных бюллетеней	19388	673	715	467	886	781	383	692	485	663	430	690	268	767	228	288	274	241	570	446	95	761	334	663	859	200	112	395	455	149	384	768	169	498	372	64	46	828	529	508	391	636	225					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4420	92	181	115	85	43	72	152	171	246	119	86	85	135	95	82	73	66	106	285	77	143	82	149	116	87	36	93	90	39	121	93	154	86	59	24	67	114	128	109	92	97	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29452	790	1059	1013	1486	786	1185	891	988	846	646	774	367	908	572	475	1033	723	704	479	321	1076	387	1625	1431	218	172	912	475	197	583	1494	167	806	444	87	92	558	610	293	637	852	290					
9	Число недействительных избирательных бюллетеней	483	18	19	11	28	15	21	14	14	17	7	20	2	14	4	3	9	12	10	6	2	10	18	23	26	2	1	13	13	5	11	19	7	18	12	0	2	7	22	8	15	2	3					
10	Число действительных избирательных бюллетеней	33389	864	1221	1117	1543	814	1236	1029	1145	1075	758	840	450	1029	663	554	1097	777	800	758	396	1209	451	1751	1521	303	207	992	552	231	693	1568	314	874	491	111	157	665	716	394	714	947	362					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2840	70	140	60	175	100	100	100	100	100	50	70	20	120	50	50	70	60	70	60	10	120	40	50	50	5	5	50	65	20	50	180	20	75	150	30	20	7	5	3	70	200	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2840	70	140	60	175	100	100	100	100	100	50	70	20	120	50	50	70	60	70	60	10	120	40	50	50	5	5	50	65	20	50	180	20	75	150	30	20	7	5	3	70	200	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	349	9	14	11	21	33	16	5	9	16	18	9	9	5	7	5	12	7	13	15	7	7	7	5	7	1	2	7	4	7	8	11	2	6	6	4	0	5	6	2	2	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	160	6	9	5	13	10	5	4	7	7	8	13	0	2	0	1	4	0	0	2	0	0	1	4	0	0	0	0	1	0	5	1	0	0	0	0	0	22	13	12	4	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3652	98	155	205	231	154	245	114	113	175	91	144	52	118	42	53	68	51	65	91	31	81	43	128	124	20	14	77	64	37	72	115	19	70	65	11	7	92	98	58	33	78	50					
		10.78%	11.11%	12.50%	18.17%	14.70%	18.58%	19.49%	10.93%	9.75%	16.03%	11.90%	16.74%	11.50%	11.31%	6.30%	9.52%	6.15%	6.46%	8.02%	11.91%	7.79%	6.64%	9.17%	7.22%	8.02%	6.56%	6.73%	7.66%	11.33%	15.68%	10.23%	7.25%	5.92%	7.85%	12.92%	9.91%	4.40%	13.69%	13.28%	14.43%	4.53%	8.22%	13.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3889	126	155	102	207	105	113	120	109	122	77	125	69	179	80	48	100	60	84	76	53	172	59	190	140	42	19	95	71	39	112	218	43	120	50	7	20	93	92	39	63	91	4					
		11.48%	14.29%	12.50%	9.04%	13.18%	12.67%	8.99%	11.51%	9.40%	11.17%	10.07%	14.53%	15.27%	17.16%	11.99%	8.62%	9.04%	7.60%	10.37%	9.95%	13.32%	14.11%	12.58%	10.71%	9.05%	13.77%	9.13%	9.45%	12.57%	16.53%	15.91%	13.74%	13.40%	13.45%	9.94%	6.31%	12.58%	13.84%	12.47%	9.70%	8.64%	9.59%	1.10%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	368	17	18	11	19	6	8	14	5	9	10	14	6	18	12	5	14	7	7	3	6	10	6	9	16	11	2	8	4	2	11	13	3	9	7	0	1	8	10	2	11	11	5					
		1.09%	1.93%	1.45%	0.98%	1.21%	0.72%	0.64%	1.34%	0.43%	0.82%	1.31%	1.63%	1.33%	1.73%	1.80%	0.90%	1.27%	0.89%	0.86%	0.39%	1.51%	0.82%	1.28%	0.51%	1.03%	3.61%	0.96%	0.80%	0.71%	0.85%	1.56%	0.82%	0.93%	1.01%	1.39%	0.00%	0.63%	1.19%	1.36%	0.50%	1.51%	1.16%	1.37%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6247	150	257	313	301	158	304	180	131	251	145	210	68	206	97	115	131	107	145	117	40	212	69	421	252	41	22	163	122	40	122	233	38	186	78	25	31	167	151	80	185	112	71					
		18.44%	17.01%	20.73%	27.75%	19.16%	19.06%	24.18%	17.26%	11.30%	22.99%	18.95%	24.42%	15.04%	19.75%	14.54%	20.65%	11.84%	13.56%	17.90%	15.31%	10.05%	17.39%	14.71%	23.73%	16.29%	13.44%	10.58%	16.22%	21.59%	16.95%	17.33%	14.68%	11.84%	20.85%	15.51%	22.52%	19.50%	24.85%	20.46%	19.90%	25.38%	11.80%	19.45%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	481	44	21	17	31	24	10	17	26	37	8	24	2	27	17	8	16	7	6	12	0	9	1	17	15	3	2	3	5	3	2	17	0	5	4	2	0	7	11	8	4	7	2					
		1.42%	4.99%	1.69%	1.51%	1.97%	2.90%	0.80%	1.63%	2.24%	3.39%	1.05%	2.79%	0.44%	2.59%	2.55%	1.44%	1.45%	0.89%	0.74%	1.57%	0.00%	0.74%	0.21%	0.96%	0.97%	0.98%	0.96%	0.30%	0.88%	1.27%	0.28%	1.07%	0.00%	0.56%	0.80%	1.80%	0.00%	1.04%	1.49%	1.99%	0.55%	0.74%	0.55%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18611	422	604	466	743	363	554	581	758	472	423	321	250	474	412	322	766	542	487	456	265	720	271	986	971	186	147	644	282	110	369	965	211	478	286	65	96	295	352	206	414	647	229					
		54.95%	47.85%	48.71%	41.31%	47.29%	43.79%	44.07%	55.70%	65.40%	43.22%	55.29%	37.33%	55.31%	45.45%	61.77%	57.81%	69.26%	68.69%	60.12%	59.69%	66.58%	59.06%	57.78%	55.58%	62.77%	60.98%	70.67%	64.08%	49.91%	46.61%	52.41%	60.81%	65.73%	53.59%	56.86%	58.56%	60.38%	43.90%	47.70%	51.24%	56.79%	68.18%	62.74%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	141	7	11	3	11	4	2	3	3	9	4	2	3	7	3	3	2	3	6	3	1	5	2	0	3	0	1	2	4	0	5	7	0	6	1	1	2	3	2	1	4	1	1					
		0.42%	0.79%	0.89%	0.27%	0.70%	0.48%	0.16%	0.29%	0.26%	0.82%	0.52%	0.23%	0.66%	0.67%	0.45%	0.54%	0.18%	0.38%	0.74%	0.39%	0.25%	0.41%	0.43%	0.00%	0.19%	0.00%	0.48%	0.20%	0.71%	0.00%	0.71%	0.44%	0.00%	0.67%	0.20%	0.90%	1.26%	0.45%	0.27%	0.25%	0.55%	0.11%	0.27%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
