Выборы Президента Российской Федерации																																																			
																																																			
Наименование Избирательной комиссии:    Калининская																																																			
																																																			
Итоги голосования 																																																			
																																																			
		Сумма	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634					
1	"Число избирателей, внесенных в список"	30598	1499	1659	1464	898	117	2425	1602	1500	1455	1189	622	498	862	743	110	497	711	141	513	514	800	801	883	286	431	217	410	342	393	187	370	282	618	518	344	340	628	673	725	504	455	475	560	337					
2	Число полученных избирательных бюллетеней	29720	1500	1600	1500	850	200	2400	1600	1400	1400	1100	600	450	800	700	110	450	700	120	500	500	800	750	880	280	400	200	420	350	380	180	350	260	600	500	350	320	600	650	700	500	450	450	550	320					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	21549	726	795	898	759	27	2072	990	879	889	663	446	223	460	620	94	403	555	109	336	470	749	734	817	238	344	169	338	255	360	165	288	209	402	432	239	292	410	336	591	274	375	421	416	281					
5	"Число избирательных бюллетеней, выданных вне помещения"	2126	108	103	87	91	84	39	72	61	67	52	39	69	44	7	0	35	87	9	66	20	0	0	20	11	48	20	39	16	3	0	14	15	98	16	32	13	29	258	0	142	51	29	109	23					
6	Число погашенных избирательных бюллетеней	6045	666	702	515	0	89	289	538	460	444	385	115	158	296	73	16	12	58	2	98	10	51	16	43	31	8	11	43	79	17	15	48	36	100	52	79	15	161	56	109	84	24	0	25	16					
7	Число избирательных бюллетеней в переносных ящиках	2126	108	103	87	91	84	39	72	61	67	52	39	69	44	7	0	35	87	9	66	20	0	0	20	11	48	20	39	16	3	0	14	15	98	16	32	13	29	258	0	142	51	29	109	23					
8	Число бюллетеней в стационарных ящиках для голосования	21543	726	795	898	759	27	2072	990	875	889	663	444	223	460	620	94	403	555	109	336	470	749	734	817	238	344	169	338	255	360	165	288	209	402	432	239	292	410	336	591	274	375	421	416	281					
9	Число недействительных избирательных бюллетеней	384	14	8	7	2	5	14	11	3	3	9	1	3	0	18	0	2	0	21	5	0	6	29	33	1	5	1	2	8	29	2	2	2	4	10	3	1	5	8	8	0	10	1	87	1					
10	Число действительных избирательных бюллетеней	23285	820	890	978	848	106	2097	1051	933	953	706	482	289	504	609	94	436	642	97	397	490	743	705	804	248	387	188	375	263	334	163	300	222	496	438	268	304	434	586	583	416	416	449	438	303					
11	Число полученных открепительных  удостоверений	1255	40	40	40	40	0	40	40	40	40	40	40	40	40	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25					
12	Число выданных открепительных удостоверений	339	21	20	21	11	0	37	17	13	13	8	5	5	8	2	0	8	1	2	5	4	12	9	4	2	4	3	5	7	1	0	4	2	25	6	3	1	7	16	9	4	3	5	4	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	207	2	1	5	15	104	8	18	5	4	2	1	5	1	0	0	1	1	1	3	0	0	0	2	2	0	1	3	2	2	0	1	1	2	0	0	2	2	2	1	0	3	1	0	3					
14	Число неиспользованных открепительных удостоверений	916	19	20	19	29	0	3	23	27	27	32	35	35	32	23	25	17	24	23	20	21	13	16	21	23	21	22	20	18	24	25	21	23	0	19	22	24	18	9	16	21	22	20	21	23					
15	"Число открепительных удостоверений, выданных в ТИК"	27	5	1	0	1	0	2	0	1	2	3	3	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																			
18	. Глазьев Сергей Юрьевич	437	20	31	24	10	0	33	33	14	26	19	8	2	12	7	2	0	10	0	7	4	9	14	15	2	3	1	14	6	7	4	3	5	11	8	2	5	12	7	6	15	5	4	6	11					
		1.85%	2.40%	3.45%	2.44%	1.18%	0.00%	1.56%	3.11%	1.50%	2.72%	2.66%	1.66%	0.68%	2.38%	1.12%	2.13%	0.00%	1.56%	0.00%	1.74%	0.82%	1.20%	1.91%	1.79%	0.80%	0.77%	0.53%	3.71%	2.21%	1.93%	2.42%	0.99%	2.23%	2.20%	1.79%	0.74%	1.64%	2.73%	1.18%	1.02%	3.61%	1.17%	0.89%	1.14%	3.62%					
19	. Малышкин Олег Александрович	637	35	34	23	9	0	38	34	25	25	33	20	22	26	15	4	7	10	3	8	16	12	14	35	12	7	6	10	5	8	0	7	8	8	19	9	1	8	19	19	21	9	7	0	6					
		2.69%	4.20%	3.79%	2.34%	1.06%	0.00%	1.80%	3.20%	2.67%	2.62%	4.62%	4.14%	7.53%	5.16%	2.39%	4.26%	1.60%	1.56%	2.54%	1.99%	3.27%	1.60%	1.91%	4.18%	4.82%	1.79%	3.17%	2.65%	1.85%	2.20%	0.00%	2.32%	3.57%	1.60%	4.24%	3.32%	0.33%	1.82%	3.20%	3.21%	5.05%	2.11%	1.56%	0.00%	1.97%					
20	. Миронов Сергей Михайлович	132	6	5	8	5	0	10	10	8	3	5	4	4	2	2	0	0	5	0	3	2	4	1	1	1	2	2	3	0	0	1	1	2	1	1	1	0	2	6	3	9	3	2	2	2					
