Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Жирновская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642					
1	"Число избирателей, внесенных в список избирателей"	34897	1511	889	2047	1860	2120	2107	952	1617	389	1561	1550	1897	914	137	1187	1459	1629	2239	416	162	69	364	382	564	173	590	123	426	1871	216	63	867	350	68	164	88	221	207	938	250	175	85					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33680	1500	600	2000	2000	2000	2000	900	1500	400	1500	1500	1900	900	100	1200	1400	1600	2200	400	220	60	360	370	550	170	580	120	400	1800	200	50	800	300	60	150	80	200	200	900	250	170	90					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18166	767	382	1042	980	1072	1071	501	856	389	794	896	883	392	81	543	651	844	1055	201	148	35	187	158	300	90	346	72	230	897	123	31	614	180	59	116	61	128	130	489	182	136	54					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2343	38	198	76	103	69	56	45	21	0	51	57	69	180	13	102	130	99	154	32	14	10	61	64	75	16	48	16	45	116	21	0	64	82	1	15	13	17	20	116	23	5	8					
6	Число погашенных избирательных бюллетеней	13170	695	20	882	917	859	873	354	623	11	655	547	948	328	6	555	618	657	991	167	58	15	112	148	175	64	186	32	125	787	56	19	122	38	0	19	6	55	50	295	45	29	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2343	38	198	76	103	69	56	45	21	0	51	57	69	180	13	102	130	99	154	32	14	10	61	64	75	16	48	16	45	116	21	0	64	82	1	15	13	17	20	116	23	5	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18165	767	382	1042	980	1072	1071	501	856	389	794	896	883	392	81	543	650	844	1055	201	148	35	187	158	300	90	346	72	230	897	123	31	614	180	59	116	61	128	130	489	182	136	54					
9	Число недействительных избирательных бюллетеней	261	10	7	15	14	9	17	4	9	19	14	21	9	9	0	9	7	15	15	4	0	0	2	3	3	1	5	0	7	9	6	0	4	2	0	1	1	0	1	7	2	0	0					
10	Число действительных избирательных бюллетеней	20247	795	573	1103	1069	1132	1110	542	868	370	831	932	943	563	94	636	773	928	1194	229	162	45	246	219	372	105	389	88	268	1004	138	31	674	260	60	130	73	145	149	598	203	141	62					
