Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    район Марьина Роща																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №3262	УИК №3263					
1	"Число избирателей, внесенных в список избирателей"	37015	2110	2248	1965	2280	2142	2376	2490	2350	2256	2483	2030	2565	2031	2584	2178	2506	204	217					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32600	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	300	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18800	1096	1183	1024	1172	927	1061	1196	1317	1099	1160	1071	1228	991	1619	1002	1240	202	212					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	718	60	28	97	35	51	27	48	25	63	61	35	38	39	36	26	49	0	0					
6	Число погашенных избирательных бюллетеней	13082	844	789	879	793	1022	912	756	658	838	779	894	734	970	345	972	711	98	88					
7	Число избирательных бюллетеней в переносных ящиках для голосования	716	59	28	97	35	51	27	48	25	62	61	35	38	39	36	26	49	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18705	1090	1183	1023	1167	927	1057	1192	1317	1093	1160	1071	1223	985	1563	1001	1240	202	211					
9	Число недействительных избирательных бюллетеней	377	30	23	16	27	9	26	32	27	22	18	20	25	26	28	19	22	2	5					
10	Число действительных избирательных бюллетеней	19044	1119	1188	1104	1175	969	1058	1208	1315	1133	1203	1086	1236	998	1571	1008	1267	200	206					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	970	60	60	60	60	60	60	70	60	58	62	60	60	60	60	60	60	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	720	36	35	33	42	38	51	59	44	45	54	44	53	46	49	47	44	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	807	72	22	52	43	21	22	35	78	60	35	38	61	38	73	80	17	31	29					
14	Число погашенных неиспользованных открепительных удостоверений	250	24	25	27	18	22	9	11	16	13	8	16	7	14	11	13	16	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	64	0	3	2	2	1	4	10	3	2	4	1	10	9	4	4	5	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3220	204	236	178	190	154	212	205	223	210	201	170	203	163	246	182	188	20	35					
		16.58%	17.75%	19.49%	15.89%	15.81%	15.75%	19.56%	16.53%	16.62%	18.18%	16.46%	15.37%	16.10%	15.92%	15.38%	17.72%	14.58%	9.90%	16.59%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2135	125	108	123	114	101	120	157	122	139	140	123	152	138	151	161	128	7	26					
		10.99%	10.88%	8.92%	10.98%	9.48%	10.33%	11.07%	12.66%	9.09%	12.03%	11.47%	11.12%	12.05%	13.48%	9.44%	15.68%	9.93%	3.47%	12.32%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	310	21	11	14	23	20	15	22	16	17	22	13	26	29	11	18	26	2	4					
		1.60%	1.83%	0.91%	1.25%	1.91%	2.04%	1.38%	1.77%	1.19%	1.47%	1.80%	1.18%	2.06%	2.83%	0.69%	1.75%	2.02%	0.99%	1.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4829	315	328	336	351	312	267	350	194	280	328	320	312	250	314	227	279	19	47					
		24.86%	27.42%	27.09%	30.00%	29.20%	31.90%	24.63%	28.23%	14.46%	24.24%	26.86%	28.93%	24.74%	24.41%	19.64%	22.10%	21.64%	9.41%	22.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3093	222	258	169	209	157	200	173	179	181	202	169	227	145	251	135	196	10	10					
		15.93%	19.32%	21.30%	15.09%	17.39%	16.05%	18.45%	13.95%	13.34%	15.67%	16.54%	15.28%	18.00%	14.16%	15.70%	13.15%	15.21%	4.95%	4.74%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5242	218	237	268	275	209	224	286	570	293	297	282	298	264	584	277	435	142	83					
		26.99%	18.97%	19.57%	23.93%	22.88%	21.37%	20.66%	23.06%	42.47%	25.37%	24.32%	25.50%	23.63%	25.78%	36.52%	26.97%	33.75%	70.30%	39.34%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	215	14	10	16	13	16	20	15	11	13	13	9	18	9	14	8	15	0	1					
		1.11%	1.22%	0.83%	1.43%	1.08%	1.64%	1.85%	1.21%	0.82%	1.13%	1.06%	0.81%	1.43%	0.88%	0.88%	0.78%	1.16%	0.00%	0.47%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
