Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Гурьевская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032					
1	"Число избирателей, внесенных в списки избирателей"	15675	158	630	929	1028	1020	1116	1197	241	375	680	822	422	58	155	129	116	95	704	121	135	780	368	211	123	918	211	229	947	1083	413	261					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14271	170	550	780	925	940	1020	1075	210	345	600	690	370	64	160	130	115	94	660	113	120	713	333	190	119	790	280	220	850	945	370	330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11312	147	456	515	629	679	725	950	165	289	442	601	290	52	151	112	98	90	508	95	106	628	248	170	113	631	147	167	803	756	338	211					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1432	2	73	135	95	103	124	81	31	45	58	63	45	2	4	11	12	2	84	18	14	54	80	6	0	61	24	12	47	95	32	19					
6	Число погашенных избирательных бюллетеней	1527	21	21	130	201	158	171	44	14	11	100	26	35	10	5	7	5	2	68	0	0	31	5	14	6	98	109	41	0	94	0	100					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1432	2	73	135	95	103	124	81	31	45	58	63	45	2	4	11	12	2	84	18	14	54	80	6	0	61	24	12	47	95	32	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11312	147	456	515	629	679	725	950	165	289	442	601	290	52	151	112	98	90	508	95	106	628	248	170	113	631	147	167	803	756	338	211					
9	Число недействительных избирательных бюллетеней	103	2	6	12	5	8	4	1	3	2	0	5	4	0	0	3	0	0	7	2	1	3	3	3	0	8	2	2	4	10	1	2					
10	Число действительных избирательных бюллетеней	12641	147	523	638	719	774	845	1030	193	332	500	659	331	54	155	120	110	92	585	111	119	679	325	173	113	684	169	177	846	841	369	228					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	297	5	4	14	14	14	35	24	0	15	5	5	10	5	5	5	5	5	13	5	4	19	2	5	5	15	5	19	4	24	4	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	266	5	4	9	14	14	35	24	0	10	5	5	10	5	0	0	5	2	13	5	4	19	2	2	5	15	3	19	4	24	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	197	50	10	7	10	7	8	6	8	11	3	5	5	1	5	0	4	2	4	2	2	3	3	0	3	8	11	3	3	6	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	31	0	0	5	0	0	0	0	0	5	0	0	0	0	5	5	0	3	0	0	0	0	0	3	0	0	2	0	0	0	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
