Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Славгородская городская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1884					
1	"Число избирателей, внесенных в список избирателей"	33492	2306	2501	2423	2351	1170	2366	2441	1357	2556	2245	111	509	1266	177	282	887	611	472	1013	184	733	2911	219	2401					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33400	2285	2493	2442	2357	1186	2303	2434	1208	2549	2236	116	532	1271	178	282	906	619	476	1026	184	738	2955	227	2397					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15592	1251	971	1003	1168	424	1246	998	565	1180	1175	69	296	585	96	171	465	299	259	556	76	376	1201	139	1023					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1241	90	70	92	117	43	51	93	154	75	86	3	20	58	13	17	37	34	5	18	16	21	57	1	70					
6	Число погашенных избирательных бюллетеней	16567	944	1452	1347	1072	719	1006	1343	489	1294	975	44	216	628	69	94	404	286	212	452	92	341	1697	87	1304					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1241	90	70	92	117	43	51	93	154	75	86	3	20	58	13	17	37	34	5	18	16	21	57	1	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15587	1249	971	1003	1168	424	1245	998	565	1180	1175	69	296	585	96	171	465	299	259	556	76	376	1200	139	1022					
9	Число недействительных избирательных бюллетеней	324	37	28	13	21	9	19	17	16	21	21	2	11	17	1	8	14	2	7	9	1	11	22	4	13					
10	Число действительных избирательных бюллетеней	16504	1302	1013	1082	1264	458	1277	1074	703	1234	1240	70	305	626	108	180	488	331	257	565	91	386	1235	136	1079					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	294	17	20	37	13	10	23	14	13	15	21	10	10	10	0	5	10	0	6	14	1	2	24	1	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	264	17	19	36	12	9	23	14	13	15	21	7	9	3	0	5	2	0	6	11	1	1	23	1	16					
