Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Орджоникидзевская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284					
1	"Число избирателей, внесенных в списки"	10637	1502	1568	335	558	185	147	864	154	204	113	274	820	155	89	190	175	924	161	298	850	556	515					
2	"Число бюллетеней, полученных участковыми комиссиями"	10559	1442	1573	334	559	190	152	855	160	203	113	272	823	154	87	186	179	919	163	295	839	548	513					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5280	599	773	150	292	129	73	460	105	117	56	154	405	85	56	121	116	452	108	166	332	252	279					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	479	87	37	33	20	10	11	52	9	6	18	21	18	3	9	15	2	50	6	7	30	32	3					
6	Число погашенных бюллетеней	4800	756	763	151	247	51	68	343	46	80	39	97	400	66	22	50	61	417	49	122	477	264	231					
7	Число бюллетеней в переносных ящиках для голосования	479	87	37	33	20	10	11	52	9	6	18	21	18	3	9	15	2	50	6	7	30	32	3					
8	Число бюллетеней в стационарных ящиках для голосования	5278	599	773	150	292	129	73	460	105	116	56	154	405	85	56	121	116	451	108	166	332	252	279					
9	Число недействительных бюллетеней	83	7	7	1	2	3	0	5	6	0	1	2	7	5	1	3	0	10	4	3	9	3	4					
10	Число действительных бюллетеней	5674	679	803	182	310	136	84	507	108	122	73	173	416	83	64	133	118	491	110	170	353	281	278					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	112	25	15	8	5	2	2	5	2	3	2	3	5	2	2	2	2	5	2	3	5	5	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	40	17	10	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	3	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	3	1	0	1	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	1	1	0					
14	Число погашенных открепительных удостоверений	72	8	5	8	5	2	2	4	1	3	2	3	4	2	2	2	2	4	2	3	2	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	58	11	5	1	0	1	2	6	3	0	0	0	9	1	1	3	3	3	1	3	4	0	1					
		1.00%	1.60%	0.61%	0.54%	0.0%	0.71%	2.38%	1.17%	2.63%	0.0%	0.0%	0.0%	2.12%	1.13%	1.53%	2.20%	2.54%	0.59%	0.87%	1.73%	1.10%	0.0%	0.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	54	7	21	0	0	5	1	3	0	0	2	0	2	1	0	2	0	2	0	0	3	1	4					
		0.93%	1.02%	2.59%	0.0%	0.0%	3.59%	1.19%	0.58%	0.0%	0.0%	2.70%	0.0%	0.47%	1.13%	0.0%	1.47%	0.0%	0.39%	0.0%	0.0%	0.82%	0.35%	1.41%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	181	22	25	6	2	3	9	11	5	4	3	1	16	3	1	1	5	17	8	3	9	12	15					
		3.14%	3.20%	3.08%	3.27%	0.64%	2.15%	10.71%	2.14%	4.38%	3.27%	4.05%	0.57%	3.78%	3.40%	1.53%	0.73%	4.23%	3.39%	7.01%	1.73%	2.48%	4.22%	5.31%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	63	11	9	1	4	2	0	4	0	0	0	3	4	0	3	3	0	3	0	0	6	6	4					
		1.09%	1.60%	1.11%	0.54%	1.28%	1.43%	0.0%	0.78%	0.0%	0.0%	0.0%	1.71%	0.94%	0.0%	4.61%	2.20%	0.0%	0.59%	0.0%	0.0%	1.65%	2.11%	1.41%					
22	"5. ""За Русь Святую"""	27	5	1	1	1	2	0	2	0	1	0	2	1	0	1	0	0	1	0	3	4	1	1					
		0.46%	0.72%	0.12%	0.54%	0.32%	1.43%	0.0%	0.39%	0.0%	0.81%	0.0%	1.14%	0.23%	0.0%	1.53%	0.0%	0.0%	0.19%	0.0%	1.73%	1.10%	0.35%	0.35%					
23	"6. ""Объединенная Российская партия ""Русь"""	26	2	0	2	0	1	0	1	1	1	2	0	2	2	0	0	3	4	1	2	2	0	0					
		0.45%	0.29%	0.0%	1.09%	0.0%	0.71%	0.0%	0.19%	0.87%	0.81%	2.70%	0.0%	0.47%	2.27%	0.0%	0.0%	2.54%	0.79%	0.87%	1.15%	0.55%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	40	8	12	1	2	0	0	4	0	0	1	0	1	0	0	2	1	2	0	0	4	2	0					
		0.69%	1.16%	1.48%	0.54%	0.64%	0.0%	0.0%	0.78%	0.0%	0.0%	1.35%	0.0%	0.23%	0.0%	0.0%	1.47%	0.84%	0.39%	0.0%	0.0%	1.10%	0.70%	0.0%					
25	"8. ""Народно-республиканская партия России"""	8	0	0	0	1	1	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	1	0					
		0.13%	0.0%	0.0%	0.0%	0.32%	0.71%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	3.40%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.35%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	1	3	0	1	0	2	3	0	1	0	2	0	0	0	0	0	0	0	0	2	2	1					
		0.31%	0.14%	0.37%	0.0%	0.32%	0.0%	2.38%	0.58%	0.0%	0.81%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.70%	0.35%					
27	"10. ""Аграрная партия России"""	521	28	38	5	67	13	6	140	13	48	1	6	50	5	2	13	3	42	13	14	6	6	2					
