Выборы Президента Российской Федерации																																														
Дата голосования: 02.03.2008																																														
																																														
Наименование Избирательной комиссии:    Обнинская городская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
	Число участковых избирательных комиссий	39																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	39																																												
																																														
		Сумма	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582					
1	"Число избирателей, включенных в списки избирателей"	88127	977	707	1942	1766	2736	2195	1223	1738	2449	139	2623	2259	2593	2062	2593	2501	2662	2797	2643	2908	2890	2470	2924	2769	2587	2664	2670	2599	2713	2622	2125	592	2801	2776	2674	2621	2386	2759	972					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	84600	1000	700	1850	1700	2500	2300	1200	1650	2400	150	2500	2100	2500	1900	2500	2400	2500	2700	2550	2800	2800	2400	2850	2600	2500	2600	2600	2500	2600	2550	2100	650	2300	2700	2500	2500	2350	2700	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	51574	566	371	1058	1021	1727	1317	617	1037	1296	62	1562	1486	1546	1152	1603	1523	1528	1637	1499	1568	1707	1480	1697	1673	1602	1566	1619	1585	1683	1509	1310	339	1809	1596	1232	1480	1177	1716	618					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1624	64	34	38	39	76	38	9	41	48	77	61	45	28	66	42	32	39	29	37	35	31	20	20	24	42	59	40	32	42	51	24	0	18	48	140	43	44	53	15					
6	Число погашенных избирательных бюллетеней	31402	370	295	754	640	697	945	574	572	1056	11	877	569	926	682	855	845	933	1034	1014	1197	1062	900	1133	903	856	975	941	883	875	990	766	311	473	1056	1128	977	1129	931	267					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1623	64	34	38	39	76	38	9	41	48	77	61	45	28	66	42	32	39	29	37	35	31	20	20	24	42	58	40	32	42	51	24	0	18	48	140	43	44	53	15					
8	Число бюллетеней в стационарных ящиках для голосования	51348	564	371	1058	1021	1725	1312	617	1037	1286	62	1562	1382	1546	1150	1600	1523	1527	1637	1494	1564	1707	1469	1692	1670	1602	1551	1617	1577	1677	1509	1294	339	1800	1589	1232	1476	1177	1714	618					
9	Число недействительных избирательных бюллетеней	1043	12	7	32	19	34	27	21	16	24	1	26	25	31	18	50	32	25	29	18	15	25	38	47	36	29	25	42	31	29	24	27	24	45	34	21	27	23	45	9					
10	Число действительных избирательных бюллетеней	51928	616	398	1064	1041	1767	1323	605	1062	1310	138	1597	1402	1543	1198	1592	1523	1541	1637	1513	1584	1713	1451	1665	1658	1615	1584	1615	1578	1690	1536	1291	315	1773	1603	1351	1492	1198	1722	624					
11	Число полученных открепительных  удостоверений	1772	5	9	30	30	35	30	210	20	33	0	76	30	35	25	35	35	35	35	35	35	40	22	35	35	35	35	32	35	35	35	30	250	55	35	35	35	165	35	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1191	2	8	23	18	26	17	67	16	28	0	71	21	30	19	18	30	18	22	25	22	37	19	32	26	32	31	24	20	22	25	18	184	51	27	26	25	68	33	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1050	7	7	25	36	22	21	32	40	18	17	66	32	38	57	19	21	28	9	23	23	21	10	18	23	29	20	20	20	41	27	13	18	77	11	46	23	34	42	16					
14	Число неиспользованных открепительных удостоверений	581	3	1	7	12	9	13	143	4	5	0	5	9	5	6	17	5	17	13	10	13	3	3	3	9	3	4	8	15	13	10	12	66	4	8	9	10	97	2	5					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	47	0	1	1	1	4	3	1	0	2	0	1	1	1	1	1	1	0	1	0	2	2	3	2	2	0	1	0	1	0	0	1	0	2	3	3	4	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																														
18	Богданов Андрей Владимирович	1066	10	8	40	28	35	24	18	9	20	1	29	29	32	17	33	33	21	19	34	22	39	25	33	55	41	25	30	33	37	36	28	10	34	39	21	39	31	37	11					
		2.01%	1.59%	1.98%	3.65%	2.64%	1.94%	1.78%	2.88%	0.83%	1.50%	0.72%	1.79%	2.03%	2.03%	1.40%	2.01%	2.12%	1.34%	1.14%	2.22%	1.38%	2.24%	1.68%	1.93%	3.25%	2.49%	1.55%	1.81%	2.05%	2.15%	2.31%	2.12%	2.95%	1.87%	2.38%	1.53%	2.57%	2.54%	2.09%	1.74%					
19	Жириновский Владимир Вольфович	5164	56	40	83	91	197	135	69	106	129	6	153	148	135	125	154	117	147	161	156	159	170	164	182	170	130	123	161	108	181	150	125	68	233	169	169	153	127	153	61					
		9.75%	8.92%	9.88%	7.57%	8.58%	10.94%	10.00%	11.02%	9.83%	9.67%	4.32%	9.43%	10.37%	8.58%	10.28%	9.38%	7.52%	9.39%	9.66%	10.19%	9.94%	9.78%	11.01%	10.63%	10.04%	7.91%	7.64%	9.72%	6.71%	10.53%	9.62%	9.48%	20.06%	12.82%	10.32%	12.32%	10.07%	10.40%	8.66%	9.64%					
20	Зюганов Геннадий Андреевич	12526	133	85	303	298	410	349	95	232	295	34	379	333	414	316	437	455	332	374	367	360	396	297	351	354	432	421	429	421	403	368	314	45	363	374	274	369	291	455	168					
		23.65%	21.18%	20.99%	27.65%	28.11%	22.77%	25.85%	15.18%	21.52%	22.11%	24.46%	23.35%	23.34%	26.30%	25.99%	26.61%	29.26%	21.20%	22.45%	23.97%	22.51%	22.78%	19.95%	20.50%	20.90%	26.28%	26.17%	25.89%	26.17%	23.44%	23.59%	23.82%	13.27%	19.97%	22.85%	19.97%	24.29%	23.83%	25.75%	26.54%					
21	Медведев Дмитрий Анатольевич	33172	417	265	638	624	1125	815	423	715	866	97	1036	892	962	740	968	918	1041	1083	956	1043	1108	965	1099	1079	1012	1015	995	1016	1069	982	824	192	1143	1021	887	931	749	1077	384					
		62.62%	66.40%	65.43%	58.21%	58.87%	62.47%	60.37%	67.57%	66.33%	64.92%	69.78%	63.83%	62.51%	61.12%	60.86%	58.95%	59.04%	66.48%	65.01%	62.44%	65.23%	63.75%	64.81%	64.19%	63.70%	61.56%	63.08%	60.05%	63.14%	62.19%	62.95%	62.52%	56.64%	62.87%	62.37%	64.65%	61.29%	61.34%	60.95%	60.66%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
