Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Территориальная избирательная комиссия  Cуджанского района																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056									
1	Число избирателей, внесенных в списки избирателей	23870	1141	1440	1587	1329	344	283	244	484	625	940	438	709	353	157	844	303	788	201	400	1332	1344	1683	611	291	431	140	131	323	138	351	631	949	174	312	2107	312									
2	Число избирательных бюллетеней, полученных участковыми избирательными комиссиями	21843	1047	1284	1464	1220	313	259	218	435	561	851	398	639	326	145	803	290	702	180	354	1238	1229	1580	559	274	400	125	117	284	117	315	575	881	167	283	1926	284									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных избирателям в помещениях для голосования	14275	712	864	841	715	231	169	138	348	363	567	186	516	279	101	508	233	512	135	246	737	769	972	407	161	269	103	113	146	86	249	428	502	107	184	1179	199									
5	Число избирательных бюллетеней, выданных избирателям вне помещений для голосования	1890	34	44	33	35	37	47	49	43	108	75	111	46	44	44	69	50	68	23	51	74	84	49	26	47	52	8	4	77	18	40	93	118	37	48	75	29									
6	Число погашенных избирательных бюллетеней	5678	301	376	590	470	45	43	31	44	90	209	101	77	3	0	226	7	122	22	57	427	376	559	126	66	79	14	0	61	13	26	54	261	23	51	672	56									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1890	34	44	33	35	37	47	49	43	108	75	111	46	44	44	69	50	68	23	51	74	84	49	26	47	52	8	4	77	18	40	93	118	37	48	75	29									
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14275	712	864	841	715	231	169	138	348	363	567	186	516	279	101	508	233	512	135	246	737	769	972	407	161	269	103	113	146	86	249	428	502	107	184	1179	199									
9	Число недействительных избирательных бюллетеней	162	9	7	9	6	3	2	2	1	5	10	1	3	3	0	4	3	5	0	5	11	10	11	5	0	4	3	1	3	1	0	2	11	1	1	16	4									
10	Число действительных избирательных бюллетеней	16003	737	901	865	744	265	214	185	390	466	632	296	559	320	145	573	280	575	158	292	800	843	1010	428	208	317	108	116	220	103	289	519	609	143	231	1238	224									
11	Число открепительных удостоверений, полученных участковыми избирательными комиссиями	444	35	25	25	10	10	5	5	5	15	18	5	10	5	5	26	5	11	5	5	30	30	25	10	5	11	5	5	5	5	5	10	15	8	5	35	5									
12	Число открепительных удостоверений, выданных избирателям на избирательных участках	337	30	19	25	10	9	3	0	0	7	10	4	4	5	1	26	5	11	0	3	23	24	22	9	4	11	0	0	2	0	3	8	15	8	3	31	2									
13	Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках	100	15	5	3	3	3	2	2	4	0	5	3	1	0	1	4	3	5	0	2	1	6	1	2	3	3	1	1	1	2	1	0	2	3	3	5	4									
14	Число погашенных неиспользованных открепительных удостоверений	107	5	6	0	0	1	2	5	5	8	8	1	6	0	4	0	0	0	5	2	7	6	3	1	1	0	5	5	3	5	2	2	0	0	2	4	3									
15	Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией	14	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0									
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
18	1.Политическая партия «Аграрная партия России»	307	21	23	13	12	3	3	3	10	6	11	7	14	10	2	12	3	11	0	4	24	24	12	5	2	3	0	3	2	2	5	9	6	5	5	28	4									
