Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Ярцевская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429					
1	"Число избирателей, внесенных в списки"	52673	2112	2428	2821	1872	2445	2299	1963	2116	1626	523	154	1156	1825	1642	1446	1459	1655	1690	2189	1063	585	1494	724	1786	1938	1415	550	709	1725	345	340	497	419	211	1355	131	239	452	288	197	764	366	518	176	965					
2	"Число бюллетеней, полученных участковыми комиссиями"	53030	2118	2438	2831	1903	2457	2308	1950	2122	1645	520	297	1169	1834	1641	1449	1472	1616	1699	2212	1061	588	1500	707	1789	1970	1422	544	707	1700	350	345	501	424	209	1361	137	252	457	295	190	792	370	531	175	972					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22461	821	1037	1022	869	1004	983	842	907	452	355	127	582	880	775	616	621	740	797	910	362	288	565	294	837	966	702	263	214	510	172	152	135	247	109	520	63	135	174	141	65	374	170	157	72	434					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1843	15	13	15	10	26	17	18	10	8	0	27	12	34	24	46	61	74	57	39	59	12	31	40	56	38	30	16	55	97	31	56	70	11	38	84	21	48	143	66	52	56	52	65	38	72					
6	Число погашенных бюллетеней	28726	1282	1388	1794	1024	1427	1308	1090	1205	1185	165	143	575	920	842	787	790	802	845	1263	640	288	904	373	896	966	690	265	438	1093	147	137	296	166	62	757	53	69	140	88	73	362	148	309	65	466					
7	Число бюллетеней в переносных ящиках для голосования	1843	15	13	15	10	26	17	18	10	8	0	27	12	34	24	46	61	74	57	39	59	12	31	40	56	38	30	16	55	97	31	56	70	11	38	84	21	48	143	66	52	56	52	65	38	72					
8	Число бюллетеней в стационарных ящиках для голосования	22441	821	1037	1021	859	1004	983	842	906	452	355	127	582	880	774	614	621	740	797	910	362	288	565	294	837	966	702	263	214	510	172	152	135	247	109	520	63	130	174	141	65	374	170	157	72	434					
9	Число недействительных бюллетеней	305	6	13	8	8	10	6	9	6	8	2	5	7	20	16	10	7	7	22	9	6	2	5	11	10	7	8	2	5	13	8	0	0	0	0	16	2	0	1	7	1	13	1	2	0	6					
10	Число действительных бюллетеней	23979	830	1037	1028	861	1020	994	851	910	452	353	149	587	894	782	650	675	807	832	940	415	298	591	323	883	997	724	277	264	594	195	208	205	258	147	588	82	178	316	200	116	417	221	220	110	500					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	460	15	15	15	15	15	15	15	15	15	5	5	10	10	10	10	10	10	15	15	10	10	10	10	10	15	10	10	10	15	5	5	10	10	5	10	5	5	10	5	5	10	5	10	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	198	5	10	8	9	11	7	4	13	10	0	0	9	7	7	6	6	10	12	8	2	3	4	4	4	7	4	0	0	3	1	0	0	2	0	0	0	0	3	1	0	9	3	3	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	131	6	1	5	4	2	2	4	3	2	5	0	0	4	5	2	5	6	6	0	2	0	3	1	4	4	2	2	1	5	5	0	3	0	0	2	1	0	3	4	7	4	2	6	5	3					
14	Число погашенных открепительных удостоверений	262	10	5	7	6	4	8	11	2	5	5	5	1	3	3	4	4	0	3	7	8	7	6	6	6	8	6	10	10	12	4	5	10	8	5	10	5	5	7	4	5	1	2	7	4	8					
15	Число открепительных удостоверений выданных ТИК	5	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	199	5	4	5	7	8	7	4	9	6	1	1	4	7	9	6	5	10	4	10	3	3	5	2	3	8	4	2	5	3	1	4	1	3	0	6	2	3	2	8	1	8	3	0	1	6					
		0.81%	0.59%	0.38%	0.48%	0.80%	0.77%	0.7%	0.46%	0.98%	1.30%	0.28%	0.64%	0.67%	0.76%	1.12%	0.90%	0.73%	1.22%	0.46%	1.05%	0.71%	1.0%	0.83%	0.59%	0.33%	0.79%	0.54%	0.71%	1.85%	0.49%	0.49%	1.92%	0.48%	1.16%	0.0%	0.99%	2.38%	1.68%	0.63%	3.86%	0.85%	1.86%	1.35%	0.0%	0.90%	1.18%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	462	18	28	40	28	28	37	20	30	15	4	1	11	23	10	9	7	18	18	22	11	3	5	1	9	12	18	0	5	1	2	0	1	2	0	6	0	1	4	5	1	1	3	2	0	2					
		1.90%	2.15%	2.66%	3.86%	3.22%	2.71%	3.7%	2.32%	3.27%	3.26%	1.12%	0.64%	1.85%	2.51%	1.25%	1.36%	1.02%	2.21%	2.10%	2.31%	2.61%	1.0%	0.83%	0.29%	1.00%	1.19%	2.45%	0.0%	1.85%	0.16%	0.98%	0.0%	0.48%	0.77%	0.0%	0.99%	0.0%	0.56%	1.26%	2.41%	0.85%	0.23%	1.35%	0.90%	0.0%	0.39%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1481	39	64	57	52	62	67	67	71	17	3	12	45	72	51	39	51	48	32	56	32	10	34	23	88	69	29	23	22	43	12	4	20	22	6	25	2	19	6	11	2	16	10	16	4	28					
		6.09%	4.66%	6.09%	5.50%	5.98%	6.01%	6.7%	7.79%	7.75%	3.69%	0.84%	7.79%	7.57%	7.87%	6.39%	5.90%	7.47%	5.89%	3.74%	5.90%	7.60%	3.33%	5.70%	6.88%	9.85%	6.87%	3.96%	8.24%	8.17%	7.08%	5.91%	1.92%	9.75%	8.52%	4.08%	4.13%	2.38%	10.67%	1.89%	5.31%	1.70%	3.72%	4.50%	7.20%	3.63%	5.53%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	926	66	51	56	65	46	53	33	56	26	7	7	20	31	27	27	19	26	28	27	15	5	10	11	29	40	33	11	4	13	2	3	2	7	2	16	0	2	15	2	1	6	7	7	2	10					
		3.81%	7.89%	4.85%	5.40%	7.47%	4.46%	5.3%	3.83%	6.11%	5.65%	1.97%	4.54%	3.36%	3.39%	3.38%	4.09%	2.78%	3.19%	3.27%	2.84%	3.56%	1.66%	1.67%	3.29%	3.24%	3.98%	4.50%	3.94%	1.48%	2.14%	0.98%	1.44%	0.97%	2.71%	1.36%	2.64%	0.0%	1.12%	4.73%	0.96%	0.85%	1.39%	3.15%	3.15%	1.81%	1.97%					
22	"5. ""За Русь Святую"""	84	2	7	4	3	10	2	3	6	0	0	1	1	4	6	0	1	1	1	3	1	2	3	1	1	1	2	1	0	5	1	0	0	1	0	2	0	3	3	0	0	0	1	0	0	1					
		0.34%	0.23%	0.66%	0.38%	0.34%	0.97%	0.2%	0.34%	0.65%	0.0%	0.0%	0.64%	0.16%	0.43%	0.75%	0.0%	0.14%	0.12%	0.11%	0.31%	0.23%	0.66%	0.50%	0.29%	0.11%	0.09%	0.27%	0.35%	0.0%	0.82%	0.49%	0.0%	0.0%	0.38%	0.0%	0.33%	0.0%	1.68%	0.94%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	54	2	0	2	2	0	0	3	0	2	0	0	0	1	1	0	2	4	2	4	0	1	2	0	2	2	3	0	0	2	4	1	1	1	1	3	0	1	1	0	0	2	0	0	0	2					
		0.22%	0.23%	0.0%	0.19%	0.23%	0.0%	0.0%	0.34%	0.0%	0.43%	0.0%	0.0%	0.0%	0.10%	0.12%	0.0%	0.29%	0.49%	0.23%	0.42%	0.0%	0.33%	0.33%	0.0%	0.22%	0.19%	0.40%	0.0%	0.0%	0.32%	1.97%	0.48%	0.48%	0.38%	0.68%	0.49%	0.0%	0.56%	0.31%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.39%					
24	"7. ""Новый курс - Автомобильная Россия"""	163	10	5	14	4	5	14	3	7	1	2	2	4	5	1	3	4	2	6	6	4	8	7	6	7	2	4	6	2	4	1	1	0	1	0	1	0	2	2	0	0	4	2	1	0	0					
