Выборы Президента Российской Федерации																																																					
Дата голосования: 02.03.2008																																																					
																																																					
Наименование Избирательной комиссии:    Благовещенская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
	Число участковых избирательных комиссий	46																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	46																																																			
																																																					
		Сумма	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560					
1	"Число избирателей, включенных в списки избирателей"	32650	998	496	739	969	1012	923	238	901	982	1484	812	1058	945	1044	1998	927	1987	1318	1215	1462	421	228	821	279	372	420	189	382	181	316	169	60	1108	225	116	399	437	279	404	154	549	212	393	1763	808	457					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32800	979	488	720	978	1002	906	238	907	964	1473	816	1042	933	1038	2060	981	1960	1290	1328	1507	424	233	827	285	375	427	189	382	184	322	176	60	1101	224	119	397	435	282	402	154	549	211	395	1785	815	437					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	30024	965	482	670	931	912	872	210	785	908	1395	730	999	922	1025	1917	908	1933	1268	1177	1391	397	157	775	251	350	312	174	367	181	300	129	49	886	173	103	358	310	122	316	151	549	179	267	1722	672	374					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2162	14	6	50	23	90	34	28	100	55	59	74	43	11	9	21	9	25	22	21	30	22	70	33	28	20	106	15	15	0	16	38	10	212	51	13	38	125	157	86	3	0	32	126	23	136	63					
6	Число погашенных избирательных бюллетеней	614	0	0	0	24	0	0	0	22	1	19	12	0	0	4	122	64	2	0	130	86	5	6	19	6	5	9	0	0	3	6	9	1	3	0	3	1	0	3	0	0	0	0	2	40	7	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2162	14	6	50	23	90	34	28	100	55	59	74	43	11	9	21	9	25	22	21	30	22	70	33	28	20	106	15	15	0	16	38	10	212	51	13	38	125	157	86	3	0	32	126	23	136	63					
8	Число бюллетеней в стационарных ящиках для голосования	30024	965	482	670	931	912	872	210	785	908	1395	730	999	922	1025	1917	908	1933	1268	1177	1391	397	157	775	251	350	312	174	367	181	300	129	49	886	173	103	358	310	122	316	151	549	179	267	1722	672	374					
9	Число недействительных избирательных бюллетеней	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	32183	977	488	720	954	1002	906	238	885	963	1454	804	1042	933	1034	1938	917	1958	1290	1198	1421	419	227	808	279	370	418	189	382	181	316	167	59	1097	224	116	396	435	279	402	154	549	211	393	1745	808	437					
11	Число полученных открепительных  удостоверений	983	15	10	15	30	20	30	10	20	15	30	55	20	35	35	30	31	67	35	50	40	35	10	20	10	10	10	0	1	5	5	15	5	20	10	5	5	20	25	55	14	15	35	10	20	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	983	15	10	15	30	20	30	10	20	15	30	55	20	35	35	30	31	67	35	50	40	35	10	20	10	10	10	0	1	5	5	15	5	20	10	5	5	20	25	55	14	15	35	10	20	15	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	288	0	1	1	9	2	7	23	5	0	10	13	0	17	8	11	6	12	19	36	15	4	2	8	3	5	3	2	5	0	0	9	3	2	0	2	4	4	1	19	0	3	2	1	3	5	3					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	17	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	Богданов Андрей Владимирович	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	Жириновский Владимир Вольфович	162	17	1	9	12	2	0	2	0	0	15	0	5	3	0	10	2	3	2	0	0	0	1	32	0	0	0	0	0	0	0	0	0	17	0	0	3	0	0	2	0	0	0	5	11	8	0					
		0.50%	1.74%	0.20%	1.25%	1.26%	0.20%	0.00%	0.84%	0.00%	0.00%	1.03%	0.00%	0.48%	0.32%	0.00%	0.52%	0.22%	0.15%	0.16%	0.00%	0.00%	0.00%	0.44%	3.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.55%	0.00%	0.00%	0.76%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	1.27%	0.63%	0.99%	0.00%					
