Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Кимовская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272					
1	"Число избирателей, внесенных в список"	39921	1089	1595	1528	1394	2224	2198	2356	2380	1783	2040	1405	167	1155	1307	1377	224	532	166	539	507	938	346	198	420	268	242	237	252	750	502	272	176	308	322	579	410	172	184	573	137	277	514	317	182	331	492	443	618	1663	1832					
2	Число полученных избирательных бюллетеней	40331	1095	1600	1570	1395	2260	2210	2370	2400	1800	2060	1420	200	1165	1320	1360	225	540	167	527	515	945	345	202	425	273	260	240	252	760	500	273	181	310	325	585	420	182	191	580	142	275	515	320	186	335	510	450	635	1650	1865					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	19365	429	688	695	639	1069	981	1028	1156	894	976	693	129	564	651	553	87	262	115	270	211	431	182	85	220	142	88	94	152	510	216	195	101	238	171	393	207	88	73	298	49	127	290	182	116	249	180	178	355	672	993					
5	"Число избирательных бюллетеней, выданных вне помещения"	2748	26	24	49	56	44	35	117	39	31	64	27	0	21	39	50	16	10	7	43	39	56	0	56	103	71	78	62	14	30	223	30	17	22	62	58	138	50	62	131	71	54	120	70	22	13	108	138	18	78	56					
6	Число погашенных избирательных бюллетеней	18218	640	888	826	700	1147	1194	1225	1205	875	1020	700	71	580	630	757	122	268	45	214	265	458	163	61	102	60	94	84	86	220	61	48	63	50	92	134	75	44	56	151	22	94	105	68	48	73	222	134	262	900	816					
7	Число избирательных бюллетеней в переносных ящиках	2748	26	24	49	56	44	35	117	39	31	64	27	0	21	39	50	16	10	7	43	39	56	0	56	103	71	78	62	14	30	223	30	17	22	62	58	138	50	62	131	71	54	120	70	22	13	108	138	18	78	56					
8	Число бюллетеней в стационарных ящиках для голосования	19363	429	686	695	639	1069	981	1028	1156	894	976	693	129	564	651	553	87	262	115	270	211	431	182	85	220	142	88	94	152	510	216	195	101	238	171	393	207	88	73	298	49	127	290	182	116	249	180	178	355	672	993					
9	Число недействительных избирательных бюллетеней	144	5	4	10	7	5	7	8	7	4	3	7	1	4	4	2	1	0	0	3	2	0	5	0	0	0	1	0	2	3	5	0	0	1	0	7	1	3	0	2	0	2	0	0	0	0	0	0	4	13	11					
10	Число действительных избирательных бюллетеней	21967	450	706	734	688	1108	1009	1137	1188	921	1037	713	128	581	686	601	102	272	122	310	248	487	177	141	323	213	165	156	164	537	434	225	118	259	233	444	344	135	135	427	120	179	410	252	138	262	288	316	369	737	1038					
