Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Арсеньевская городская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52					
1	"Число избирателей, внесенных в списки"	49682	2373	1090	1849	1141	1498	2877	2442	2660	2592	2571	2514	2518	1628	2085	2374	2750	2637	2599	2552	1821	1308	1164	2312	327					
2	"Число бюллетеней, полученных участковыми комиссиями"	48000	2200	1000	1800	1000	1400	2800	2400	2600	2500	2500	2400	2500	1600	2000	2300	2700	2600	2600	2500	1800	1200	1100	2200	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	22683	942	457	760	380	541	1365	1072	1294	1381	1310	1194	1150	676	862	1276	1336	1235	1326	1187	747	580	452	1028	132					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	720	19	54	26	33	43	19	28	25	33	29	37	26	20	53	31	33	38	36	14	25	35	11	35	17					
6	Число погашенных бюллетеней	24597	1239	489	1014	587	816	1416	1300	1281	1086	1161	1169	1324	904	1085	993	1331	1327	1238	1299	1028	585	637	1137	151					
7	Число бюллетеней в переносных ящиках для голосования	720	19	54	26	33	43	19	28	25	33	29	37	26	20	53	31	33	38	36	14	25	35	11	35	17					
8	Число бюллетеней в стационарных ящиках для голосования	22671	942	457	759	380	541	1365	1072	1293	1377	1310	1194	1149	676	862	1276	1334	1234	1326	1187	747	580	451	1027	132					
9	Число недействительных бюллетеней	175	10	1	7	1	3	13	6	8	12	15	13	11	7	6	8	8	11	7	3	5	6	6	6	2					
10	Число действительных бюллетеней	23216	951	510	778	412	581	1371	1094	1310	1398	1324	1218	1164	689	909	1299	1359	1261	1355	1198	767	609	456	1056	147					
