Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Духовщинская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13392	1862	1866	2467	2451	368	211	242	343	138	174	217	281	211	321	245	902	176	151	376	249	141									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11456	1487	1513	1983	2488	293	168	190	274	108	136	172	228	171	256	196	918	142	120	300	200	113									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4619	774	733	632	765	104	61	87	128	50	77	67	124	65	86	73	311	108	69	152	89	64									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	683	31	39	28	36	56	16	39	39	20	16	28	16	37	53	52	70	12	26	25	29	15									
6	Число погашенных избирательных бюллетеней	6154	682	741	1323	1687	133	91	64	107	38	43	77	88	69	117	71	537	22	25	123	82	34									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	683	31	39	28	36	56	16	39	39	20	16	28	16	37	53	52	70	12	26	25	29	15									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4619	774	733	632	765	104	61	87	128	50	77	67	124	65	86	73	311	108	69	152	89	64									
9	Число недействительных избирательных бюллетеней	82	26	14	8	10	1	1	0	1	0	0	1	4	0	1	4	2	0	0	6	3	0									
10	Число действительных избирательных бюллетеней	5220	779	758	652	791	159	76	126	166	70	93	94	136	102	138	121	379	120	95	171	115	79									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	269	30	30	35	35	6	5	10	10	10	10	6	5	10	10	10	20	6	5	6	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	100	14	22	10	20	1	0	1	2	1	0	2	3	4	4	2	6	0	0	6	0	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	66	7	6	0	8	3	0	4	3	2	3	3	2	1	5	5	5	0	3	1	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	169	16	8	25	15	5	5	9	8	9	10	4	2	6	6	8	14	6	5	0	5	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	2	10	2	2	1	0	1	0	0	1	0	0	0	1	1	2	2	0	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	61	7	8	12	13	1	1	3	3	0	1	1	1	0	2	1	0	0	2	5	0	0									
		1.15%	0.87%	1.04%	1.82%	1.62%	0.63%	1.30%	2.38%	1.80%	0.00%	1.08%	1.05%	0.71%	0.00%	1.44%	0.80%	0.00%	0.00%	2.11%	2.82%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	133	17	22	21	23	6	0	5	3	1	0	1	4	0	2	1	12	3	4	1	4	3									
		2.51%	2.11%	2.85%	3.18%	2.87%	3.75%	0.00%	3.97%	1.80%	1.43%	0.00%	1.05%	2.86%	0.00%	1.44%	0.80%	3.15%	2.50%	4.21%	0.56%	3.39%	3.80%									
