Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:     Долгопрудненская городская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328					
1	"Число избирателей, внесенных в списки"	62034	367	1631	509	1298	1805	1366	1984	1210	2266	245	2436	1991	2598	2188	2491	2316	2854	2919	2676	2695	2497	2766	2448	2192	1643	1623	1190	2438	2331	1030	844	909	1074	926	278					
2	"Число бюллетеней, полученных участковыми комиссиями"	57750	350	1400	850	1200	1600	1300	1900	1100	2000	250	2300	1800	2400	2000	2300	2000	2700	2800	2500	2500	2300	2500	2300	2000	1600	1500	1000	2400	2200	900	800	800	1000	900	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	34919	217	860	499	761	996	721	1031	621	1295	194	1301	1142	1550	1348	1371	1241	1414	1560	1419	1519	1483	1443	1357	1287	1029	930	659	1564	1422	548	433	417	577	535	175					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	578	4	0	10	12	30	16	23	21	22	0	28	25	21	18	9	12	9	18	18	6	16	16	14	33	15	18	0	15	28	36	12	14	15	32	12					
6	Число погашенных бюллетеней	22248	129	540	341	427	573	563	846	458	683	56	969	632	825	634	919	747	1277	1221	1066	975	801	1041	929	680	556	552	341	823	750	316	355	369	408	333	113					
7	Число бюллетеней в переносных ящиках для голосования	577	4	0	10	12	30	16	23	21	22	0	28	25	21	18	9	12	9	17	18	6	16	16	14	33	15	18	0	15	28	36	12	14	15	32	12					
8	Число бюллетеней в стационарных ящиках для голосования	34740	217	860	499	759	986	720	1030	620	1292	193	1299	1142	1543	1341	1371	1222	1405	1543	1412	1494	1477	1432	1320	1287	1026	930	659	1564	1414	548	433	417	577	533	175					
9	Число недействительных бюллетеней	780	5	1	6	12	24	18	22	14	26	1	47	17	23	30	40	13	26	21	49	26	38	39	36	26	15	20	9	13	40	9	17	45	24	26	2					
10	Число действительных бюллетеней	34537	216	859	503	759	992	718	1031	627	1288	192	1280	1150	1541	1329	1340	1221	1388	1539	1381	1474	1455	1409	1298	1294	1026	928	650	1566	1402	575	428	386	568	539	185					
