Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    район Северное Бутово																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253					
1	"Число избирателей, внесенных в список избирателей"	57755	2405	2502	1994	2007	2559	2135	2396	1811	2663	2116	2150	2216	2233	2576	2740	2529	2458	2598	2425	2223	2392	1811	2504	2287	2025					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	52100	2200	2300	1900	1800	2300	1900	2200	1600	2400	1900	1900	2000	2000	2300	2500	2300	2200	2400	2200	2000	2100	1600	2200	2000	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35121	1109	1538	1179	1387	1401	1177	1261	1068	1477	1015	1299	1231	1793	2058	1472	2007	1154	1379	1208	1814	1103	793	2047	1879	1272					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	795	52	16	29	25	30	43	30	17	18	58	19	14	13	28	41	37	16	33	25	55	17	21	20	33	105					
6	Число погашенных избирательных бюллетеней	16184	1039	746	692	388	869	680	909	515	905	827	582	755	194	214	987	256	1030	988	967	131	980	786	133	88	523					
7	Число избирательных бюллетеней в переносных ящиках для голосования	795	52	16	29	25	30	43	30	17	18	58	19	14	13	28	41	37	16	33	25	55	17	21	20	33	105					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35074	1103	1536	1179	1384	1401	1174	1260	1068	1477	1013	1299	1231	1793	2058	1458	2007	1150	1379	1201	1814	1101	790	2047	1879	1272					
9	Число недействительных избирательных бюллетеней	1239	31	29	39	42	27	29	33	21	118	24	178	25	177	87	38	37	19	15	34	21	22	22	26	101	44					
10	Число действительных избирательных бюллетеней	34630	1124	1523	1169	1367	1404	1188	1257	1064	1377	1047	1140	1220	1629	1999	1461	2007	1147	1397	1192	1848	1096	789	2041	1811	1333					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1325	70	70	70	45	55	45	45	30	55	55	70	70	55	45	55	45	45	55	60	45	45	30	60	45	60					
