Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Шабалинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277					
1	"Число избирателей, внесенных в списки избирателей"	10188	1399	1419	1543	618	254	284	75	715	89	182	113	151	358	215	210	1040	432	299	518	118	156					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10557	1450	1427	1547	604	303	292	86	733	108	188	121	154	388	233	249	1064	450	312	560	112	176					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6416	897	940	986	368	59	178	57	462	61	63	85	85	254	103	130	691	265	201	348	84	99					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1562	105	123	118	143	159	50	13	114	18	81	20	38	62	63	53	113	94	57	97	18	23					
6	Число погашенных избирательных бюллетеней	2579	448	364	443	93	85	64	16	157	29	44	16	31	72	67	66	260	91	54	115	10	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1562	105	123	118	143	159	50	13	114	18	81	20	38	62	63	53	113	94	57	97	18	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6398	896	940	969	368	59	178	57	462	61	63	85	85	254	103	130	691	265	201	348	84	99					
9	Число недействительных избирательных бюллетеней	91	12	9	10	10	3	4	0	5	0	2	0	3	2	1	0	13	3	4	5	3	2					
10	Число действительных избирательных бюллетеней	7869	989	1054	1077	501	215	224	70	571	79	142	105	120	314	165	183	791	356	254	440	99	120					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	347	21	30	20	20	35	8	8	18	5	5	8	5	20	15	25	18	18	15	35	10	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	347	21	30	20	20	35	8	8	18	5	5	8	5	20	15	25	18	18	15	35	10	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	132	16	27	10	8	6	7	1	10	1	2	3	2	12	0	6	11	1	2	4	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	193	7	7	12	22	25	11	1	18	1	1	5	1	22	2	15	14	1	2	18	3	5					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
