Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Тихвинская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912					
1	"Число избирателей, внесенных в списки"	66260	1565	1881	1674	1576	2366	2336	1677	1576	2271	2185	2395	2083	1855	2018	1781	1929	1706	1841	1989	2031	1932	2247	2375	2017	2232	907	1051	1446	840	225	277	53	86	822	333	1280	289	645	494	724	1337	759	127	423	189	603	497	1098	1230	299	576	112					
2	"Число бюллетеней, полученных участковыми комиссиями"	67190	1570	1880	1700	1590	2380	2360	1650	1580	2300	2200	2400	2100	1870	2040	1800	1950	1720	1860	2000	2050	1960	2280	2400	2000	2250	900	1050	1440	840	350	350	300	300	800	330	1290	300	630	480	730	1300	760	130	420	185	600	500	1080	1250	300	585	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	29762	782	937	890	806	1068	951	728	627	1100	1039	1093	988	837	941	904	875	866	816	916	984	824	928	1094	932	1106	320	446	554	268	209	277	28	86	396	61	431	124	289	145	348	479	234	39	172	74	304	169	436	445	77	250	69					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2125	31	11	19	24	13	15	19	12	10	25	14	18	16	19	9	21	12	6	9	13	4	13	8	8	6	18	12	35	21	0	0	25	0	96	150	195	13	13	108	20	157	74	30	45	50	75	145	154	143	105	86	0					
6	Число погашенных бюллетеней	35303	757	932	791	760	1299	1394	903	941	1190	1136	1293	1094	1017	1080	887	1054	842	1038	1075	1053	1132	1339	1298	1060	1138	562	592	851	551	141	73	247	214	308	119	664	163	328	227	362	664	452	61	203	61	221	186	490	662	118	249	31					
7	Число бюллетеней в переносных ящиках для голосования	2125	31	11	19	24	13	15	19	12	10	25	14	18	16	19	9	21	12	6	9	13	4	13	8	8	6	18	12	35	21	0	0	25	0	96	150	195	13	13	108	20	157	74	30	45	50	75	145	154	143	105	86	0					
8	Число бюллетеней в стационарных ящиках для голосования	29755	782	937	890	806	1068	951	728	627	1100	1039	1093	987	835	941	903	875	866	816	916	982	824	928	1093	932	1106	320	446	554	268	209	277	28	86	396	61	431	124	289	145	348	479	234	39	172	74	304	169	436	445	77	250	69					
9	Число недействительных бюллетеней	245	9	5	4	18	0	4	9	6	5	4	6	5	15	3	8	2	2	1	3	1	2	12	3	6	7	5	5	3	0	2	8	0	1	14	2	4	1	0	1	7	7	5	0	2	5	5	4	7	12	0	5	0					
10	Число действительных бюллетеней	31635	804	943	905	812	1081	962	738	633	1105	1060	1101	1000	836	957	904	894	876	821	922	994	826	929	1098	934	1105	333	453	586	289	207	269	53	85	478	209	622	136	302	252	361	629	303	69	215	119	374	310	583	576	182	331	69					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	911	41	25	25	25	25	25	25	20	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	20	25	25	20	0	0	0	0	10	5	20	5	10	5	10	20	10	5	10	5	10	10	10	20	5	10	5					
