Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Дергачевская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526					
1	"Число избирателей, внесенных в списки избирателей"	19263	923	1027	1086	932	636	1062	641	1235	273	507	448	716	521	886	227	152	388	689	509	864	519	431	754	502	1056	547	678	1054					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19307	887	1022	1041	916	629	1005	631	1190	269	532	467	734	547	925	222	154	390	687	527	889	541	442	769	520	1086	561	677	1047					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12181	548	637	592	570	343	682	432	711	193	409	272	640	439	474	102	130	311	415	308	423	386	326	437	287	425	481	576	632					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2531	100	75	99	71	49	72	68	112	38	53	45	24	49	93	67	0	45	153	116	275	70	46	75	80	390	41	38	187					
6	Число погашенных избирательных бюллетеней	4595	239	310	350	275	237	251	131	367	38	70	150	70	59	358	53	24	34	119	103	191	85	70	257	153	271	39	63	228					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2531	100	75	99	71	49	72	68	112	38	53	45	24	49	93	67	0	45	153	116	275	70	46	75	80	390	41	38	187					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12181	548	637	592	570	343	682	432	711	193	409	272	640	439	474	102	130	311	415	308	423	386	326	437	287	425	481	576	632					
9	Число недействительных избирательных бюллетеней	339	20	3	14	9	7	5	9	26	2	0	4	35	40	0	1	4	9	22	2	29	34	12	18	2	9	15	0	8					
10	Число действительных избирательных бюллетеней	14373	628	709	677	632	385	749	491	797	229	462	313	629	448	567	168	126	347	546	422	669	422	360	494	365	806	507	614	811					
