Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Гвардейская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72					
1	"Число избирателей, внесенных в списки избирателей"	24205	1490	1458	1733	2044	1235	1133	348	1534	1428	1566	1548	2017	1118	609	508	799	1248	1170	769	450					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18410	1100	1100	1310	1500	1000	800	300	1100	1100	1200	1100	1500	800	500	400	600	1000	1000	600	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11609	714	780	1073	1028	606	602	178	749	597	694	838	910	473	239	262	283	510	529	339	205					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	483	26	9	18	17	13	8	22	47	26	35	25	27	26	16	19	28	28	45	19	29					
6	Число погашенных избирательных бюллетеней	6318	360	311	219	455	381	190	100	304	477	471	237	563	301	245	119	289	462	426	242	166					
7	Число избирательных бюллетеней в переносных ящиках для голосования	483	26	9	18	17	13	8	22	47	26	35	25	27	26	16	19	28	28	45	19	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11604	712	780	1073	1028	606	602	178	747	597	694	838	910	472	239	262	283	510	529	339	205					
9	Число недействительных избирательных бюллетеней	146	7	8	13	14	10	12	4	9	11	7	14	10	6	10	2	1	7	0	1	0					
10	Число действительных избирательных бюллетеней	11941	731	781	1078	1031	609	598	196	785	612	722	849	927	492	245	279	310	531	574	357	234					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	140	5	8	12	8	4	17	3	5	6	10	11	8	3	3	5	10	6	6	7	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	134	4	8	12	8	4	17	0	5	6	10	11	8	3	3	5	10	4	6	7	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	62	4	7	3	2	4	3	2	3	6	5	2	3	3	3	2	3	4	3	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	6	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	272	6	13	21	29	9	10	6	17	17	11	26	19	6	8	8	8	21	14	18	5					
		2.25%	0.81%	1.65%	1.92%	2.78%	1.45%	1.64%	3.00%	2.14%	2.73%	1.51%	3.01%	2.03%	1.20%	3.14%	2.85%	2.57%	3.90%	2.44%	5.03%	2.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	129	15	8	11	10	9	11	4	7	5	4	14	8	5	4	1	2	4	5	1	1					
		1.07%	2.03%	1.01%	1.01%	0.96%	1.45%	1.80%	2.00%	0.88%	0.80%	0.55%	1.62%	0.85%	1.00%	1.57%	0.36%	0.64%	0.74%	0.87%	0.28%	0.43%					
20	3.Политическая партия «Демократическая партия России»	17	0	2	2	0	2	2	0	0	1	1	2	3	0	1	0	0	0	1	0	0					
		0.14%	0.00%	0.25%	0.18%	0.00%	0.32%	0.33%	0.00%	0.00%	0.16%	0.14%	0.23%	0.32%	0.00%	0.39%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1409	112	118	156	129	104	93	29	97	76	83	79	75	26	22	35	32	30	56	44	13					
		11.66%	15.18%	14.96%	14.30%	12.34%	16.80%	15.25%	14.50%	12.22%	12.20%	11.39%	9.15%	8.00%	5.22%	8.63%	12.46%	10.29%	5.58%	9.76%	12.29%	5.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	40	3	0	5	5	1	1	1	1	2	3	3	1	2	1	2	3	3	1	1	1					
		0.33%	0.41%	0.00%	0.46%	0.48%	0.16%	0.16%	0.50%	0.13%	0.32%	0.41%	0.35%	0.11%	0.40%	0.39%	0.71%	0.96%	0.56%	0.17%	0.28%	0.43%					
23	6.Политическая партия «Партия социальной справедливости»	29	1	1	2	2	3	0	1	2	2	6	0	1	2	1	3	1	0	0	0	1					
		0.24%	0.14%	0.13%	0.18%	0.19%	0.48%	0.00%	0.50%	0.25%	0.32%	0.82%	0.00%	0.11%	0.40%	0.39%	1.07%	0.32%	0.00%	0.00%	0.00%	0.43%					
24	7.Политическая партия «Либерально-демократическая партия России»	1232	85	75	144	120	62	72	21	86	66	57	100	87	38	25	33	32	42	41	25	21					
		10.19%	11.52%	9.51%	13.20%	11.48%	10.02%	11.80%	10.50%	10.83%	10.59%	7.82%	11.59%	9.28%	7.63%	9.80%	11.74%	10.29%	7.81%	7.14%	6.98%	8.97%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	898	85	88	76	88	70	55	14	49	43	53	63	48	44	10	12	13	27	20	26	14					
		7.43%	11.52%	11.15%	6.97%	8.42%	11.31%	9.02%	7.00%	6.17%	6.90%	7.27%	7.30%	5.12%	8.84%	3.92%	4.27%	4.18%	5.02%	3.48%	7.26%	5.98%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	355	34	35	32	44	28	39	3	38	9	15	10	17	6	8	10	1	6	7	9	4					
		2.94%	4.61%	4.44%	2.93%	4.21%	4.52%	6.39%	1.50%	4.79%	1.44%	2.06%	1.16%	1.81%	1.20%	3.14%	3.56%	0.32%	1.12%	1.22%	2.51%	1.71%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7436	385	426	614	592	314	310	117	478	384	479	543	663	353	165	173	216	394	425	232	173					
		61.52%	52.17%	53.99%	56.28%	56.65%	50.73%	50.82%	58.50%	60.20%	61.64%	65.71%	62.92%	70.76%	70.88%	64.71%	61.57%	69.45%	73.23%	74.04%	64.80%	73.93%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	124	5	15	15	12	7	5	0	10	7	10	9	5	10	0	2	2	4	4	1	1					
		1.03%	0.68%	1.90%	1.37%	1.15%	1.13%	0.82%	0.00%	1.26%	1.12%	1.37%	1.04%	0.53%	2.01%	0.00%	0.71%	0.64%	0.74%	0.70%	0.28%	0.43%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
